Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Housing,"Housing Tenure",Owner-occupied,"198,668","(+/-4,381)","164,467","(+/-5,403)","213,774","(+/-5,850)","180,875","(+/-5,554)","170,983","(+/-6,040)","223,052","(+/-4,948)","176,598","(+/-4,636)","195,352","(+/-5,660)","218,394","(+/-4,583)","217,400","(+/-6,082)","203,283","(+/-5,253)","187,377","(+/-5,302)","184,343","(+/-7,383)","207,666","(+/-5,647)"
Housing,"Housing Tenure",Renter-occupied,"111,830","(+/-4,899)","136,298","(+/-5,973)","82,863","(+/-4,665)","107,057","(+/-5,459)","172,878","(+/-6,681)","64,778","(+/-4,142)","88,212","(+/-4,771)","102,746","(+/-4,578)","75,942","(+/-4,624)","86,747","(+/-4,573)","103,221","(+/-4,832)","98,274","(+/-5,242)","98,388","(+/-5,746)","78,672","(+/-4,680)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.58,(+/-0.05),2.45,(+/-0.06),2.77,(+/-0.05),2.70,(+/-0.06),2.38,(+/-0.07),2.86,(+/-0.05),3.01,(+/-0.06),2.60,(+/-0.05),2.77,(+/-0.05),2.81,(+/-0.05),2.69,(+/-0.05),2.68,(+/-0.06),2.82,(+/-0.08),2.79,(+/-0.05)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.35,(+/-0.08),2.34,(+/-0.07),2.30,(+/-0.10),2.52,(+/-0.10),1.91,(+/-0.07),2.41,(+/-0.14),2.78,(+/-0.10),2.30,(+/-0.08),2.44,(+/-0.10),2.36,(+/-0.08),2.25,(+/-0.07),2.51,(+/-0.10),2.54,(+/-0.11),2.60,(+/-0.10)
Housing,"Year Householder Moved into Unit","Occupied housing units","310,498","(+/-4,036)","300,765","(+/-5,170)","296,637","(+/-4,460)","287,932","(+/-4,948)","343,861","(+/-7,034)","287,830","(+/-4,935)","264,810","(+/-4,594)","298,098","(+/-4,771)","294,336","(+/-4,946)","304,147","(+/-4,725)","306,504","(+/-4,130)","285,651","(+/-4,931)","282,731","(+/-5,890)","286,338","(+/-3,975)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","97,334","(+/-4,643)","82,256","(+/-4,532)","73,165","(+/-4,203)","80,232","(+/-5,002)","135,909","(+/-7,341)","72,056","(+/-5,121)","65,959","(+/-3,804)","77,183","(+/-4,461)","69,389","(+/-4,086)","79,819","(+/-4,705)","95,230","(+/-5,347)","75,579","(+/-4,096)","78,307","(+/-5,728)","67,022","(+/-4,310)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","63,758","(+/-4,178)","58,150","(+/-4,667)","54,769","(+/-3,936)","60,730","(+/-3,784)","70,110","(+/-5,229)","57,088","(+/-4,146)","57,195","(+/-3,994)","57,297","(+/-4,632)","62,312","(+/-4,065)","63,900","(+/-5,126)","62,885","(+/-4,377)","56,471","(+/-3,792)","57,137","(+/-4,516)","50,434","(+/-3,693)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","59,487","(+/-3,616)","59,262","(+/-4,553)","66,564","(+/-4,466)","55,560","(+/-3,938)","63,107","(+/-4,931)","69,007","(+/-3,632)","60,849","(+/-4,781)","62,759","(+/-4,361)","67,529","(+/-4,489)","64,745","(+/-3,982)","70,138","(+/-4,541)","56,512","(+/-4,426)","63,460","(+/-4,761)","67,199","(+/-4,846)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","41,459","(+/-3,110)","43,222","(+/-3,166)","50,885","(+/-3,534)","48,673","(+/-4,258)","37,675","(+/-3,124)","50,147","(+/-3,519)","47,927","(+/-3,073)","43,727","(+/-3,316)","51,581","(+/-3,299)","51,086","(+/-3,825)","42,309","(+/-3,568)","40,818","(+/-2,871)","48,352","(+/-4,028)","49,423","(+/-3,840)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","23,971","(+/-2,623)","27,836","(+/-2,604)","28,167","(+/-2,554)","26,904","(+/-2,805)","15,585","(+/-2,340)","23,862","(+/-2,180)","23,571","(+/-1,972)","29,118","(+/-2,622)","23,437","(+/-2,356)","24,692","(+/-2,786)","22,371","(+/-2,096)","29,135","(+/-2,515)","21,614","(+/-2,326)","25,639","(+/-2,477)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","24,489","(+/-2,466)","30,039","(+/-2,492)","23,087","(+/-2,026)","15,833","(+/-1,722)","21,475","(+/-2,659)","15,670","(+/-1,963)","9,309","(+/-1,114)","28,014","(+/-2,076)","20,088","(+/-1,855)","19,905","(+/-2,152)","13,571","(+/-1,955)","27,136","(+/-2,373)","13,861","(+/-1,735)","26,621","(+/-2,560)"
Housing,Value,"Owner-occupied units","198,668","(+/-4,381)","164,467","(+/-5,403)","213,774","(+/-5,850)","180,875","(+/-5,554)","170,983","(+/-6,040)","223,052","(+/-4,948)","176,598","(+/-4,636)","195,352","(+/-5,660)","218,394","(+/-4,583)","217,400","(+/-6,082)","203,283","(+/-5,253)","187,377","(+/-5,302)","184,343","(+/-7,383)","207,666","(+/-5,647)"
Housing,Value,"Less than $50,000","17,998","(+/-1,914)","18,021","(+/-2,444)","11,325","(+/-1,872)","5,442","(+/-1,443)","4,491","(+/-1,209)","3,684","(+/-1,089)","5,088","(+/-1,500)","24,063","(+/-2,272)","12,304","(+/-2,185)","14,549","(+/-2,194)","5,657","(+/-1,238)","20,509","(+/-2,287)","8,360","(+/-1,612)","13,441","(+/-1,753)"
Housing,Value,"$50,000 to $99,999","14,993","(+/-1,747)","34,108","(+/-2,808)","11,166","(+/-1,487)","2,866","(+/-1,061)","2,910",(+/-955),"1,706",(+/-788),"1,730",(+/-669),"27,239","(+/-2,561)","8,875","(+/-1,576)","9,204","(+/-1,685)","4,072","(+/-1,238)","24,039","(+/-2,545)","4,170","(+/-1,274)","12,501","(+/-1,930)"
Housing,Value,"$100,000 to $149,999","11,140","(+/-2,004)","24,898","(+/-2,568)","11,836","(+/-2,310)","3,764",(+/-984),"4,249","(+/-1,422)","3,315","(+/-1,144)","1,402",(+/-599),"25,574","(+/-3,033)","9,985","(+/-1,699)","9,398","(+/-1,577)","3,780","(+/-1,012)","22,098","(+/-2,614)","6,907","(+/-1,616)","18,503","(+/-1,886)"
Housing,Value,"$150,000 to $199,999","19,556","(+/-2,687)","21,740","(+/-2,809)","19,275","(+/-2,247)","12,273","(+/-2,144)","6,431","(+/-1,462)","3,268",(+/-949),"3,992","(+/-1,025)","30,278","(+/-2,633)","14,420","(+/-1,862)","13,772","(+/-1,932)","5,976","(+/-1,369)","22,978","(+/-2,572)","15,044","(+/-2,308)","23,896","(+/-2,860)"
Housing,Value,"$200,000 to $299,999","49,168","(+/-3,754)","34,945","(+/-3,106)","47,820","(+/-3,583)","47,981","(+/-3,720)","32,693","(+/-3,440)","13,431","(+/-1,970)","24,123","(+/-2,360)","39,831","(+/-2,840)","38,740","(+/-2,654)","48,425","(+/-3,594)","29,320","(+/-2,606)","42,091","(+/-3,720)","50,590","(+/-4,542)","52,359","(+/-3,272)"
Housing,Value,"$300,000 to $499,999","53,892","(+/-3,672)","24,030","(+/-2,464)","73,399","(+/-3,894)","69,482","(+/-4,130)","51,253","(+/-4,111)","64,402","(+/-3,819)","90,862","(+/-4,721)","33,267","(+/-3,072)","80,418","(+/-4,003)","81,571","(+/-3,961)","89,441","(+/-5,001)","41,673","(+/-3,328)","77,706","(+/-5,552)","65,643","(+/-4,017)"
Housing,Value,"$500,000 to $999,999","25,768","(+/-2,652)","5,819","(+/-1,178)","33,953","(+/-3,182)","33,116","(+/-2,625)","46,813","(+/-3,194)","114,850","(+/-4,071)","43,776","(+/-2,909)","13,460","(+/-2,028)","47,628","(+/-2,969)","33,765","(+/-2,689)","57,355","(+/-3,615)","12,713","(+/-1,838)","19,726","(+/-2,771)","18,531","(+/-2,245)"
Housing,Value,"$1,000,000 or more","6,153","(+/-1,190)",906,(+/-475),"5,000","(+/-1,257)","5,951","(+/-1,100)","22,143","(+/-1,946)","18,396","(+/-2,141)","5,625","(+/-1,055)","1,640",(+/-743),"6,024","(+/-1,326)","6,716","(+/-1,550)","7,682","(+/-1,757)","1,276",(+/-465),"1,840",(+/-887),"2,792","(+/-1,306)"
Housing,Value,"Median (dollars)","273,400","(+/-7,125)","159,400","(+/-5,546)","312,300","(+/-7,453)","342,100","(+/-7,165)","411,100","(+/-18,205)","568,900","(+/-10,028)","398,700","(+/-7,437)","180,600","(+/-6,758)","355,700","(+/-7,282)","325,300","(+/-5,475)","405,500","(+/-9,227)","208,600","(+/-8,391)","313,600","(+/-7,354)","267,900","(+/-6,657)"
Housing,"Mortgage Status","Owner-occupied units","198,668","(+/-4,381)","164,467","(+/-5,403)","213,774","(+/-5,850)","180,875","(+/-5,554)","170,983","(+/-6,040)","223,052","(+/-4,948)","176,598","(+/-4,636)","195,352","(+/-5,660)","218,394","(+/-4,583)","217,400","(+/-6,082)","203,283","(+/-5,253)","187,377","(+/-5,302)","184,343","(+/-7,383)","207,666","(+/-5,647)"
Housing,"Mortgage Status","Housing units with a mortgage","116,837","(+/-4,175)","91,256","(+/-4,372)","134,438","(+/-5,872)","126,567","(+/-6,055)","124,367","(+/-5,805)","154,999","(+/-4,415)","118,011","(+/-4,066)","102,970","(+/-4,602)","124,058","(+/-4,750)","137,526","(+/-5,355)","142,129","(+/-5,375)","106,640","(+/-5,006)","133,715","(+/-6,735)","119,823","(+/-5,927)"
Housing,"Mortgage Status","Housing units without a mortgage","81,831","(+/-3,983)","73,211","(+/-3,440)","79,336","(+/-4,115)","54,308","(+/-3,914)","46,616","(+/-3,598)","68,053","(+/-3,569)","58,587","(+/-3,511)","92,382","(+/-4,584)","94,336","(+/-4,287)","79,874","(+/-3,837)","61,154","(+/-3,903)","80,737","(+/-3,842)","50,628","(+/-4,179)","87,843","(+/-5,052)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","116,837","(+/-4,175)","91,256","(+/-4,372)","134,438","(+/-5,872)","126,567","(+/-6,055)","124,367","(+/-5,805)","154,999","(+/-4,415)","118,011","(+/-4,066)","102,970","(+/-4,602)","124,058","(+/-4,750)","137,526","(+/-5,355)","142,129","(+/-5,375)","106,640","(+/-5,006)","133,715","(+/-6,735)","119,823","(+/-5,927)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500","1,147",(+/-531),803,(+/-387),"1,751",(+/-749),"1,416",(+/-815),710,(+/-566),716,(+/-391),494,(+/-299),917,(+/-403),"1,318",(+/-793),"2,194","(+/-1,103)",728,(+/-421),"1,740",(+/-711),"1,624",(+/-887),"1,174",(+/-576)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","16,716","(+/-2,292)","22,681","(+/-2,494)","16,085","(+/-2,108)","8,586","(+/-1,728)","8,729","(+/-1,677)","5,127","(+/-1,260)","5,606","(+/-1,283)","21,807","(+/-2,494)","15,062","(+/-2,204)","15,099","(+/-1,950)","9,034","(+/-1,542)","19,919","(+/-2,200)","12,692","(+/-1,906)","18,500","(+/-2,663)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","34,605","(+/-3,507)","32,840","(+/-2,965)","36,873","(+/-3,603)","30,384","(+/-3,933)","19,478","(+/-2,819)","17,953","(+/-1,860)","21,988","(+/-2,429)","35,124","(+/-3,717)","29,157","(+/-2,364)","39,550","(+/-3,357)","30,820","(+/-2,901)","34,482","(+/-3,579)","40,168","(+/-4,076)","42,662","(+/-3,810)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","31,046","(+/-3,141)","19,284","(+/-2,638)","33,217","(+/-3,013)","32,259","(+/-3,675)","23,748","(+/-2,736)","30,672","(+/-2,920)","29,424","(+/-2,594)","22,618","(+/-2,580)","30,525","(+/-2,813)","34,369","(+/-3,008)","35,085","(+/-3,157)","23,921","(+/-2,945)","36,802","(+/-3,732)","28,553","(+/-2,902)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","14,032","(+/-2,387)","7,652","(+/-1,644)","18,572","(+/-2,605)","20,199","(+/-2,703)","20,666","(+/-2,417)","28,636","(+/-2,571)","25,433","(+/-2,796)","11,181","(+/-1,817)","19,677","(+/-2,349)","20,660","(+/-2,627)","27,375","(+/-2,840)","13,618","(+/-1,816)","21,810","(+/-3,060)","14,651","(+/-1,797)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","6,795","(+/-1,414)","3,883","(+/-1,071)","14,416","(+/-2,388)","13,887","(+/-2,149)","12,926","(+/-2,032)","25,748","(+/-2,363)","15,196","(+/-2,191)","6,367","(+/-1,741)","13,240","(+/-1,875)","11,496","(+/-2,013)","18,333","(+/-2,040)","5,823","(+/-1,547)","10,172","(+/-1,964)","7,689","(+/-2,076)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","12,496","(+/-1,830)","4,113","(+/-1,072)","13,524","(+/-2,184)","19,836","(+/-2,174)","38,110","(+/-2,659)","46,147","(+/-3,063)","19,870","(+/-2,464)","4,956","(+/-1,490)","15,079","(+/-1,620)","14,158","(+/-1,702)","20,754","(+/-2,479)","7,137","(+/-1,446)","10,447","(+/-2,107)","6,594","(+/-1,323)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,597",(+/-51),"1,327",(+/-42),"1,662",(+/-45),"1,831",(+/-65),"2,230",(+/-61),"2,402",(+/-53),"2,029",(+/-50),"1,403",(+/-42),"1,766",(+/-48),"1,670",(+/-42),"1,929",(+/-46),"1,459",(+/-38),"1,649",(+/-38),"1,470",(+/-34)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","81,831","(+/-3,983)","73,211","(+/-3,440)","79,336","(+/-4,115)","54,308","(+/-3,914)","46,616","(+/-3,598)","68,053","(+/-3,569)","58,587","(+/-3,511)","92,382","(+/-4,584)","94,336","(+/-4,287)","79,874","(+/-3,837)","61,154","(+/-3,903)","80,737","(+/-3,842)","50,628","(+/-4,179)","87,843","(+/-5,052)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","10,739","(+/-1,687)","7,289","(+/-1,564)","5,750","(+/-1,149)","1,780",(+/-800),"2,431",(+/-818),"2,200",(+/-753),"1,941","(+/-1,187)","12,248","(+/-1,881)","9,966","(+/-1,829)","6,169","(+/-1,429)","3,124",(+/-874),"8,395","(+/-1,629)","2,719",(+/-972),"10,692","(+/-1,619)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","17,717","(+/-1,900)","21,161","(+/-1,993)","15,957","(+/-2,138)","7,093","(+/-1,562)","4,829","(+/-1,254)","8,222","(+/-1,292)","6,700","(+/-1,331)","27,349","(+/-2,602)","21,338","(+/-2,267)","15,794","(+/-2,095)","11,127","(+/-1,756)","20,347","(+/-2,251)","10,053","(+/-1,747)","23,129","(+/-2,857)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","24,498","(+/-2,623)","24,226","(+/-2,138)","24,095","(+/-2,552)","13,437","(+/-1,652)","8,604","(+/-1,556)","18,538","(+/-2,358)","15,717","(+/-1,986)","29,582","(+/-2,505)","29,623","(+/-2,061)","24,826","(+/-2,655)","18,591","(+/-2,352)","26,559","(+/-2,544)","18,091","(+/-2,266)","27,899","(+/-2,700)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","14,257","(+/-2,013)","11,995","(+/-1,704)","14,596","(+/-2,008)","12,296","(+/-2,082)","8,856","(+/-1,539)","16,232","(+/-1,592)","15,307","(+/-1,866)","13,052","(+/-2,045)","15,316","(+/-1,709)","15,915","(+/-2,155)","13,516","(+/-1,763)","14,974","(+/-1,939)","10,520","(+/-1,980)","15,646","(+/-2,213)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","5,681","(+/-1,153)","4,834","(+/-1,226)","10,173","(+/-1,626)","10,025","(+/-1,824)","5,497","(+/-1,296)","10,391","(+/-1,482)","8,971","(+/-1,630)","5,305","(+/-1,121)","8,010","(+/-1,585)","9,253","(+/-1,656)","6,457","(+/-1,351)","5,138","(+/-1,271)","5,277","(+/-1,299)","5,331","(+/-1,292)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","8,939","(+/-1,538)","3,706",(+/-904),"8,765","(+/-1,334)","9,677","(+/-1,680)","16,399","(+/-2,292)","12,470","(+/-1,414)","9,951","(+/-1,530)","4,846","(+/-1,049)","10,083","(+/-1,611)","7,917","(+/-1,319)","8,339","(+/-1,754)","5,324","(+/-1,244)","3,968","(+/-1,399)","5,146","(+/-1,363)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",491,(+/-16),460,(+/-14),553,(+/-15),668,(+/-27),763,(+/-46),668,(+/-25),664,(+/-24),437,(+/-14),497,(+/-15),526,(+/-25),572,(+/-25),478,(+/-16),528,(+/-23),463,(+/-16)
Housing,"Gross Rent","Occupied units paying rent","103,614","(+/-4,831)","127,033","(+/-6,116)","77,945","(+/-4,472)","105,144","(+/-5,390)","168,888","(+/-6,723)",N,(N),N,(N),"95,060","(+/-4,675)","68,916","(+/-4,617)","81,644","(+/-4,765)","100,524","(+/-4,893)","87,760","(+/-4,817)","95,629","(+/-5,797)","70,783","(+/-4,496)"
Housing,"Gross Rent","Less than $500","5,507","(+/-1,316)","14,183","(+/-2,146)","4,292","(+/-1,256)","3,123","(+/-1,099)","11,873","(+/-2,265)",N,(N),N,(N),"13,428","(+/-1,917)","5,833","(+/-1,347)","3,696","(+/-1,185)","2,390",(+/-855),"9,275","(+/-1,993)","4,111","(+/-1,418)","4,473","(+/-1,656)"
Housing,"Gross Rent","$500 to $999","28,066","(+/-3,346)","62,656","(+/-4,378)","23,638","(+/-2,719)","6,350","(+/-1,368)","13,413","(+/-2,403)",N,(N),N,(N),"39,019","(+/-3,728)","14,032","(+/-1,839)","21,574","(+/-3,086)","6,537","(+/-1,460)","36,281","(+/-3,316)","6,614","(+/-1,891)","29,417","(+/-3,197)"
Housing,"Gross Rent","$1,000 to $1,499","29,472","(+/-2,820)","38,645","(+/-3,227)","26,997","(+/-2,637)","26,268","(+/-3,532)","39,282","(+/-3,853)",N,(N),N,(N),"30,430","(+/-3,249)","18,583","(+/-2,546)","26,106","(+/-2,831)","22,465","(+/-2,799)","28,300","(+/-3,538)","29,978","(+/-4,181)","20,902","(+/-2,670)"
Housing,"Gross Rent","$1,500 to $1,999","26,365","(+/-2,605)","9,100","(+/-1,880)","14,338","(+/-2,523)","43,724","(+/-3,765)","51,056","(+/-5,024)",N,(N),N,(N),"7,627","(+/-1,821)","15,221","(+/-2,240)","17,149","(+/-2,331)","41,325","(+/-3,261)","10,762","(+/-1,699)","37,042","(+/-4,629)","7,814","(+/-1,526)"
Housing,"Gross Rent","$2,000 to $2,499","9,217","(+/-1,977)","1,478",(+/-702),"4,940","(+/-1,336)","17,028","(+/-2,599)","31,331","(+/-4,998)",N,(N),N,(N),"3,082","(+/-1,242)","9,147","(+/-1,936)","8,641","(+/-2,054)","22,047","(+/-2,784)","1,655",(+/-790),"12,183","(+/-2,654)","5,907","(+/-1,511)"
Housing,"Gross Rent","$2,500 to $2,999","2,236",(+/-803),565,(+/-567),"2,113",(+/-838),"4,660","(+/-1,471)","13,495","(+/-2,588)",N,(N),N,(N),840,(+/-654),"3,607","(+/-1,276)","3,753","(+/-1,799)","3,221","(+/-1,092)","1,082",(+/-677),"4,612","(+/-1,887)",964,(+/-599)
Housing,"Gross Rent","$3,000 or more","2,751","(+/-1,018)",406,(+/-236),"1,627",(+/-938),"3,991","(+/-1,363)","8,438","(+/-1,626)",N,(N),N,(N),634,(+/-359),"2,493","(+/-1,254)",725,(+/-441),"2,539",(+/-860),405,(+/-422),"1,089",(+/-639),"1,306",(+/-662)
Housing,"Gross Rent","Median (dollars)","1,309",(+/-51),915,(+/-18),"1,184",(+/-43),"1,692",(+/-27),"1,695",(+/-42),"1,905",(+/-44),"1,840",(+/-38),944,(+/-35),"1,377",(+/-72),"1,304",(+/-49),"1,728",(+/-29),980,(+/-35),"1,596",(+/-45),"1,031",(+/-53)
Housing,"Gross Rent","No rent paid","8,216","(+/-1,944)","9,265","(+/-1,501)","4,918","(+/-1,062)","1,913",(+/-768),"3,990","(+/-1,072)",N,(N),N,(N),"7,686","(+/-1,674)","7,026","(+/-1,445)","5,103","(+/-1,172)","2,697","(+/-1,045)","10,514","(+/-1,799)","2,759","(+/-1,135)","7,889","(+/-1,827)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","310,498","(+/-4,036)","300,765","(+/-5,170)","296,637","(+/-4,460)","287,932","(+/-4,948)","343,861","(+/-7,034)","287,830","(+/-4,935)","264,810","(+/-4,594)","298,098","(+/-4,771)","294,336","(+/-4,946)","304,147","(+/-4,725)","306,504","(+/-4,130)","285,651","(+/-4,931)","282,731","(+/-5,890)","286,338","(+/-3,975)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","18,992","(+/-2,449)","28,221","(+/-3,377)","14,501","(+/-2,059)","16,769","(+/-2,721)","25,729","(+/-3,775)","9,330","(+/-1,861)","13,106","(+/-2,482)","24,607","(+/-3,018)","12,425","(+/-2,094)","21,049","(+/-3,017)","11,340","(+/-2,317)","20,239","(+/-2,604)","14,798","(+/-2,971)","14,241","(+/-2,274)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","12,473","(+/-1,832)","20,562","(+/-2,921)","11,174","(+/-2,162)","7,174","(+/-1,720)","15,675","(+/-2,689)","3,583",(+/-826),"5,265","(+/-1,421)","15,243","(+/-2,240)","9,061","(+/-1,740)","7,728","(+/-1,536)","7,044","(+/-1,650)","15,590","(+/-2,322)","5,813","(+/-1,410)","10,972","(+/-2,039)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","24,875","(+/-3,072)","29,841","(+/-3,421)","19,428","(+/-2,719)","19,043","(+/-2,362)","23,431","(+/-2,901)","9,134","(+/-1,789)","10,927","(+/-1,880)","25,109","(+/-2,814)","20,508","(+/-2,602)","20,827","(+/-2,544)","13,891","(+/-2,431)","23,550","(+/-2,527)","16,167","(+/-2,647)","24,111","(+/-2,828)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","22,332","(+/-2,662)","29,497","(+/-3,175)","20,673","(+/-2,849)","19,935","(+/-2,567)","20,448","(+/-2,748)","9,818","(+/-1,900)","14,484","(+/-1,974)","27,275","(+/-2,547)","21,686","(+/-2,425)","22,461","(+/-2,679)","14,724","(+/-2,236)","24,118","(+/-2,900)","17,719","(+/-3,110)","21,180","(+/-2,621)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","36,665","(+/-3,461)","40,628","(+/-3,378)","33,026","(+/-3,556)","29,146","(+/-3,132)","24,851","(+/-2,874)","19,343","(+/-2,280)","27,049","(+/-3,097)","38,746","(+/-3,609)","33,790","(+/-2,791)","30,074","(+/-3,576)","25,162","(+/-2,773)","35,561","(+/-3,555)","35,919","(+/-4,032)","33,909","(+/-2,810)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","57,340","(+/-4,636)","50,536","(+/-3,831)","47,132","(+/-3,809)","50,113","(+/-3,913)","49,387","(+/-5,748)","32,486","(+/-3,304)","44,463","(+/-3,957)","48,931","(+/-3,535)","48,473","(+/-3,851)","55,027","(+/-4,090)","49,416","(+/-3,904)","50,778","(+/-4,532)","48,521","(+/-5,036)","46,543","(+/-3,977)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","41,704","(+/-3,979)","36,124","(+/-2,795)","38,560","(+/-3,822)","36,225","(+/-3,426)","34,909","(+/-3,660)","28,468","(+/-2,342)","40,069","(+/-4,102)","35,454","(+/-3,219)","36,710","(+/-3,038)","42,719","(+/-3,741)","42,812","(+/-3,790)","34,895","(+/-3,754)","41,894","(+/-4,119)","36,229","(+/-3,492)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","52,401","(+/-3,615)","40,586","(+/-3,516)","54,214","(+/-4,335)","46,500","(+/-3,892)","58,738","(+/-4,659)","57,785","(+/-3,745)","50,725","(+/-3,445)","45,912","(+/-3,741)","53,855","(+/-3,872)","52,398","(+/-3,830)","63,697","(+/-4,236)","42,633","(+/-3,227)","53,453","(+/-5,011)","54,690","(+/-3,943)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","19,507","(+/-2,650)","14,039","(+/-1,989)","27,943","(+/-2,903)","26,536","(+/-2,714)","30,557","(+/-3,397)","40,043","(+/-2,916)","24,092","(+/-2,133)","20,847","(+/-2,505)","28,422","(+/-2,456)","25,618","(+/-2,756)","33,915","(+/-3,237)","17,707","(+/-2,367)","23,261","(+/-3,101)","23,222","(+/-3,477)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","24,209","(+/-2,524)","10,731","(+/-1,705)","29,986","(+/-3,496)","36,491","(+/-2,955)","60,136","(+/-3,314)","77,840","(+/-4,003)","34,630","(+/-2,521)","15,974","(+/-2,219)","29,406","(+/-2,668)","26,246","(+/-2,013)","44,503","(+/-3,684)","20,580","(+/-2,463)","25,186","(+/-2,948)","21,241","(+/-2,464)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","67,224","(+/-1,932)","50,621","(+/-1,761)","76,052","(+/-2,338)","75,697","(+/-1,857)","84,016","(+/-4,666)","123,681","(+/-3,370)","84,613","(+/-2,431)","58,679","(+/-3,420)","75,543","(+/-2,637)","72,143","(+/-2,773)","92,349","(+/-3,594)","60,966","(+/-2,013)","76,312","(+/-3,293)","70,423","(+/-2,935)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","91,000","(+/-3,075)","69,685","(+/-2,557)","99,154","(+/-3,385)","107,796","(+/-3,338)","134,999","(+/-5,254)","162,199","(+/-4,527)","111,731","(+/-3,444)","80,221","(+/-2,640)","101,186","(+/-2,893)","94,340","(+/-2,393)","119,540","(+/-3,725)","81,653","(+/-2,662)","95,743","(+/-3,100)","91,801","(+/-3,379)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","769,502","(+/-4,532)","723,670","(+/-8,854)","784,030","(+/-9,157)","758,732","(+/-10,575)","763,335","(+/-11,819)","795,184","(+/-9,650)","776,163","(+/-13,062)","747,914","(+/-8,226)","799,322","(+/-13,040)","824,200","(+/-9,496)","785,669","(+/-10,922)","747,520","(+/-4,809)","770,021","(+/-14,234)","787,567","(+/-7,944)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","682,016","(+/-7,297)","635,236","(+/-9,268)","709,337","(+/-11,025)","660,255","(+/-12,731)","693,145","(+/-13,746)","729,906","(+/-11,724)","646,201","(+/-12,675)","664,090","(+/-9,406)","699,866","(+/-12,882)","740,144","(+/-10,301)","697,426","(+/-11,483)","664,681","(+/-7,429)","679,614","(+/-15,190)","697,563","(+/-10,518)"
