Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",9.7,(+/-1.9),5.6,(+/-1.7),9.6,(+/-3.2),13.4,(+/-2.8),13.7,(+/-2.7),7.5,(+/-1.9),11.6,(+/-1.6),11.8,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",9.5,(+/-1.9),5.5,(+/-1.7),9.4,(+/-3.2),13.3,(+/-2.8),13.5,(+/-2.7),7.1,(+/-2.0),11.4,(+/-1.6),11.0,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",11.4,(+/-3.3),6.2,(+/-2.5),8.2,(+/-3.3),17.5,(+/-4.6),11.6,(+/-3.8),6.0,(+/-2.6),11.6,(+/-2.7),11.5,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",8.8,(+/-1.8),5.3,(+/-1.8),9.8,(+/-3.5),11.8,(+/-2.8),14.2,(+/-3.1),7.5,(+/-2.1),11.3,(+/-1.6),10.9,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",10.3,(+/-0.8),5.7,(+/-0.7),6.6,(+/-0.8),9.1,(+/-0.9),12.1,(+/-1.1),7.0,(+/-0.8),10.5,(+/-0.7),10.7,(+/-0.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.4,(+/-1.2),8.3,(+/-1.3),7.3,(+/-1.1),8.9,(+/-1.5),13.3,(+/-2.3),9.2,(+/-1.7),10.3,(+/-0.8),9.8,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",5.5,(+/-0.9),3.3,(+/-0.8),5.3,(+/-1.3),7.6,(+/-1.4),7.8,(+/-1.5),4.8,(+/-1.0),7.3,(+/-0.9),6.5,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",26.5,(+/-1.8),16.8,(+/-2.0),15.9,(+/-1.7),17.5,(+/-1.5),20.6,(+/-1.7),18.3,(+/-1.8),23.9,(+/-1.4),26.2,(+/-1.6)
Education,"School Enrollment","Population 3 years and over enrolled in school","171,242","(+/-4,060)","187,925","(+/-5,052)","163,554","(+/-6,658)","176,361","(+/-4,847)","174,150","(+/-6,839)","197,043","(+/-4,858)","159,219","(+/-3,053)","158,377","(+/-3,242)"
Education,"School Enrollment","Nursery school, preschool","9,005","(+/-1,079)","12,871","(+/-1,616)","11,338","(+/-1,580)","9,875","(+/-1,531)","11,845","(+/-2,268)","11,263","(+/-1,742)","11,241",(+/-980),"9,070","(+/-1,042)"
Education,"School Enrollment",Kindergarten,"8,874","(+/-1,406)","9,387","(+/-1,740)","10,059","(+/-1,654)","8,328","(+/-1,854)","6,497","(+/-1,551)","8,219","(+/-1,186)","9,243",(+/-941),"7,716",(+/-955)
Education,"School Enrollment","Elementary school (grades 1-8)","70,890","(+/-2,356)","80,180","(+/-2,984)","73,828","(+/-5,042)","72,858","(+/-2,630)","56,898","(+/-3,695)","92,419","(+/-3,180)","74,114","(+/-1,923)","67,181","(+/-1,902)"
Education,"School Enrollment","High school (grades 9-12)","37,596","(+/-2,069)","42,994","(+/-2,027)","37,828","(+/-2,858)","37,944","(+/-1,906)","33,163","(+/-3,055)","45,908","(+/-2,327)","37,888","(+/-1,456)","37,620","(+/-1,763)"
Education,"School Enrollment","College or graduate school","44,877","(+/-3,136)","42,493","(+/-3,744)","30,501","(+/-3,229)","47,356","(+/-3,517)","65,747","(+/-4,208)","39,234","(+/-2,915)","26,733","(+/-1,941)","36,790","(+/-2,323)"
Education,"Educational Attainment","Population 25 years and over","484,027","(+/-2,160)","493,759","(+/-3,094)","495,675","(+/-6,843)","478,270","(+/-2,766)","489,087","(+/-6,820)","488,820","(+/-4,267)","495,731","(+/-2,545)","516,206","(+/-2,785)"
Education,"Educational Attainment","Less than 9th grade","14,518","(+/-1,899)","10,682","(+/-2,468)","8,926","(+/-1,914)","19,894","(+/-2,391)","15,153","(+/-2,440)","9,357","(+/-1,623)","11,436","(+/-1,559)","9,072","(+/-1,783)"
Education,"Educational Attainment","9th to 12th grade, no diploma","18,141","(+/-1,793)","13,019","(+/-2,065)","13,073","(+/-2,482)","12,614","(+/-2,073)","15,574","(+/-2,341)","14,414","(+/-2,289)","18,511","(+/-1,635)","19,439","(+/-1,699)"
Education,"Educational Attainment","High school graduate (includes equivalency)","135,532","(+/-4,651)","103,980","(+/-5,737)","88,523","(+/-5,764)","86,910","(+/-5,918)","79,132","(+/-5,163)","117,607","(+/-4,938)","158,036","(+/-3,808)","149,958","(+/-4,676)"
Education,"Educational Attainment","Some college, no degree","94,297","(+/-3,729)","96,163","(+/-4,494)","82,665","(+/-5,188)","80,305","(+/-4,617)","75,890","(+/-4,612)","101,475","(+/-5,247)","105,426","(+/-3,063)","117,840","(+/-4,009)"
Education,"Educational Attainment","Associate's degree","65,971","(+/-3,535)","59,441","(+/-3,831)","47,588","(+/-3,555)","40,874","(+/-3,172)","40,435","(+/-3,852)","65,315","(+/-4,377)","74,932","(+/-2,992)","73,251","(+/-2,859)"
Education,"Educational Attainment","Bachelor's degree","102,495","(+/-4,715)","141,300","(+/-5,431)","162,106","(+/-6,149)","142,757","(+/-5,218)","161,302","(+/-6,403)","126,440","(+/-5,303)","90,513","(+/-3,071)","95,760","(+/-3,209)"
Education,"Educational Attainment","Graduate or professional degree","53,073","(+/-3,278)","69,174","(+/-4,512)","92,794","(+/-4,770)","94,916","(+/-4,582)","101,601","(+/-5,175)","54,212","(+/-3,537)","36,877","(+/-2,083)","50,886","(+/-2,821)"
Education,"Educational Attainment","Percent high school graduate or higher",93.3,(+/-0.5),95.2,(+/-0.5),95.6,(+/-0.6),93.2,(+/-0.7),93.7,(+/-0.7),95.1,(+/-0.6),94.0,(+/-0.4),94.5,(+/-0.5)
Education,"Educational Attainment","Percent bachelor's degree or higher",32.1,(+/-1.2),42.6,(+/-1.3),51.4,(+/-1.4),49.7,(+/-1.5),53.8,(+/-1.2),37.0,(+/-1.2),25.7,(+/-0.7),28.4,(+/-0.7)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","314,661",G,"266,942",G,"474,789",G,"358,264",G,"508,355",G,"236,709",G,"240,431",G,"228,476",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",591,G,170,H,58,H,35,J,32,J,153,J,"1,096",G,767,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",195,G,244,H,45,J,56,G,0,N,252,H,302,H,"3,758",G
Business,"Paid employees for pay period including March 12",Utilities,"1,644",J,760,J,"1,228",J,886,H,"4,111",J,"1,547",H,"1,377",H,"1,936",H
Business,"Paid employees for pay period including March 12",Construction,"12,687",G,"18,010",G,"22,993",G,"17,815",G,"18,862",H,"21,138",G,"16,225",G,"14,189",G
Business,"Paid employees for pay period including March 12",Manufacturing,"52,549",G,"34,556",G,"61,886",G,"32,665",G,"30,293",G,"36,392",G,"50,451",G,"21,239",G
Business,"Paid employees for pay period including March 12","Wholesale trade","10,261",G,"16,662",G,"30,922",G,"19,154",G,"15,178",G,"13,791",G,"15,815",G,"6,279",G
Business,"Paid employees for pay period including March 12","Retail trade","39,900",G,"35,956",G,"51,054",G,"35,062",G,"31,089",G,"34,596",G,"34,723",G,"37,306",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","11,736",G,"16,566",G,"13,798",G,"10,107",G,"19,714",G,"10,018",G,"8,347",G,"5,645",G
Business,"Paid employees for pay period including March 12",Information,"5,061",G,"7,516",H,"12,233",G,"6,039",G,"17,110",G,"2,501",G,"2,753",G,"3,140",G
Business,"Paid employees for pay period including March 12","Finance and insurance","9,529",H,"14,039",H,"37,647",H,"21,760",G,"44,295",G,"6,317",G,"8,204",G,"6,728",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","3,185",G,"3,632",G,"12,464",G,"5,984",G,"8,997",G,"2,931",G,"1,498",G,"2,559",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","44,370",H,"10,749",G,"37,583",G,"18,062",G,"49,328",G,"9,378",G,"6,694",G,"9,089",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","6,605",H,"9,189",H,"34,850",G,"25,713",G,"68,342",H,"6,688",J,"3,036",G,"3,196",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","8,058",G,"12,692",G,"30,262",G,"17,100",G,"21,542",G,"10,901",G,"5,251",G,"6,891",G
Business,"Paid employees for pay period including March 12","Educational services","6,068",G,"7,922",H,"7,533",G,"20,648",G,"15,822",G,"5,235",G,"3,288",H,"4,880",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","57,812",H,"32,764",G,"61,084",G,"72,508",G,"99,906",G,"37,045",G,"47,106",G,"54,988",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","3,796",G,"6,670",G,"6,896",G,"7,135",G,"8,751",G,"3,809",G,"2,169",G,"4,643",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","28,549",G,"24,752",G,"35,294",G,"30,105",G,"35,555",G,"22,818",G,"20,458",G,"30,017",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","12,027",G,"14,056",G,"16,913",G,"17,423",G,"19,410",G,"11,194",G,"11,607",G,"11,207",G
Business,"Paid employees for pay period including March 12","Industries not classified",38,H,37,J,46,J,7,J,14,J,5,J,31,J,19,G
Business,"Annual payroll ($1,000)","Total for all sectors","17,040,548",G,"16,154,321",G,"36,686,871",G,"23,280,421",G,"39,833,054",G,"12,979,523",G,"12,039,371",G,"11,188,968",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","30,542",G,"8,057",G,"3,005",H,"2,193",G,"2,885",H,"6,427",G,"62,863",G,"33,047",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","19,228",H,"25,838",G,"7,021",J,"9,005",H,0,N,"26,827",H,"25,894",H,"435,911",G
Business,"Annual payroll ($1,000)",Utilities,"179,515",J,"88,962",J,"163,629",J,"98,980",H,"542,361",J,"174,268",H,"134,755",H,"204,758",H
Business,"Annual payroll ($1,000)",Construction,"925,577",G,"1,594,315",G,"2,032,665",G,"1,536,761",G,"1,705,777",H,"1,787,336",G,"1,251,117",G,"1,202,198",G
Business,"Annual payroll ($1,000)",Manufacturing,"3,163,986",G,"2,721,564",G,"5,155,577",G,"2,618,300",G,"2,228,559",G,"2,479,068",G,"3,044,838",G,"1,361,292",H
Business,"Annual payroll ($1,000)","Wholesale trade","763,816",G,"1,400,035",G,"3,078,829",G,"1,674,557",H,"1,624,979",G,"1,065,674",G,"1,093,582",G,"369,233",G
Business,"Annual payroll ($1,000)","Retail trade","1,254,452",G,"1,221,437",G,"1,900,079",G,"1,174,540",G,"1,182,925",G,"1,118,144",G,"1,104,065",G,"1,219,617",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","580,349",G,"855,663",G,"839,609",G,"527,732",G,"1,420,162",H,"528,781",G,"389,391",G,"312,142",G
Business,"Annual payroll ($1,000)",Information,"338,142",G,"782,821",H,"1,440,983",G,"573,810",G,"2,097,376",G,"183,954",G,"150,435",G,"195,835",G
Business,"Annual payroll ($1,000)","Finance and insurance","887,497",H,"1,288,839",H,"5,101,433",H,"2,093,125",G,"6,089,468",G,"549,144",G,"577,675",G,"464,187",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","134,880",G,"199,963",G,"1,011,509",G,"369,826",G,"641,703",G,"148,414",G,"68,493",G,"108,554",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","3,837,395",H,"871,505",G,"3,949,368",G,"1,657,772",G,"5,343,797",G,"649,544",G,"447,962",H,"562,307",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","563,203",H,"957,063",H,"4,784,070",G,"3,653,369",G,"6,043,635",G,"573,008",J,"360,032",G,"236,137",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","364,989",G,"670,338",G,"1,676,319",G,"832,481",G,"1,306,477",G,"541,833",G,"252,403",G,"276,071",G
Business,"Annual payroll ($1,000)","Educational services","175,432",G,"243,149",H,"281,574",G,"681,522",G,"780,577",G,"168,998",G,"83,091",H,"134,118",G
Business,"Annual payroll ($1,000)","Health care and social assistance","2,820,270",H,"1,548,032",H,"3,449,448",G,"3,996,331",H,"6,221,548",G,"2,027,555",G,"2,239,239",G,"2,882,283",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","70,277",G,"532,420",H,"189,632",G,"277,283",H,"663,688",H,"96,350",G,"49,036",G,"136,330",G
Business,"Annual payroll ($1,000)","Accommodation and food services","577,611",G,"590,288",G,"907,843",G,"717,152",G,"1,040,354",G,"444,182",G,"388,036",G,"723,633",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","351,278",G,"553,812",G,"712,800",G,"785,375",G,"895,898",G,"409,926",G,"315,687",G,"330,648",G
Business,"Annual payroll ($1,000)","Industries not classified","2,109",G,220,G,"1,478",G,307,G,729,J,90,J,777,J,667,H
Business,"Total Establishments","Total for all sectors","17,671",X,"16,962",X,"23,377",X,"18,019",X,"20,642",X,"17,458",X,"20,425",X,"18,918",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",114,X,34,X,24,X,15,X,9,X,42,X,183,X,159,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",25,X,23,X,4,X,8,X,0,N,14,X,54,X,32,X
Business,"Total Establishments",Utilities,64,X,30,X,19,X,29,X,39,X,29,X,98,X,66,X
Business,"Total Establishments",Construction,"2,069",X,"2,234",X,"1,990",X,"1,242",X,"1,232",X,"3,135",X,"2,902",X,"2,689",X
Business,"Total Establishments",Manufacturing,892,X,688,X,917,X,661,X,733,X,"1,009",X,"1,080",X,819,X
Business,"Total Establishments","Wholesale trade",731,X,930,X,"1,534",X,767,X,848,X,764,X,937,X,590,X
Business,"Total Establishments","Retail trade","2,421",X,"1,764",X,"2,324",X,"1,932",X,"1,813",X,"1,891",X,"2,871",X,"2,791",X
Business,"Total Establishments","Transportation and warehousing",850,X,674,X,483,X,398,X,422,X,650,X,"1,095",X,604,X
Business,"Total Establishments",Information,259,X,228,X,421,X,310,X,505,X,212,X,322,X,276,X
Business,"Total Establishments","Finance and insurance","1,112",X,996,X,"2,046",X,"1,073",X,"1,282",X,923,X,"1,344",X,933,X
Business,"Total Establishments","Real estate and rental and leasing",601,X,982,X,"1,560",X,"1,072",X,"1,380",X,919,X,540,X,779,X
Business,"Total Establishments","Professional, scientific, and technical services","1,094",X,"1,906",X,"3,423",X,"2,310",X,"3,340",X,"1,628",X,"1,065",X,"1,251",X
Business,"Total Establishments","Management of companies and enterprises",77,X,176,X,263,X,165,X,223,X,61,X,86,X,69,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",767,X,"1,051",X,"1,421",X,839,X,"1,003",X,"1,057",X,839,X,855,X
Business,"Total Establishments","Educational services",204,X,232,X,376,X,368,X,373,X,210,X,124,X,165,X
Business,"Total Establishments","Health care and social assistance","2,261",X,"1,910",X,"2,801",X,"2,922",X,"3,065",X,"1,788",X,"2,221",X,"2,383",X
Business,"Total Establishments","Arts, entertainment, and recreation",370,X,330,X,421,X,406,X,454,X,302,X,432,X,468,X
Business,"Total Establishments","Accommodation and food services","1,581",X,"1,183",X,"1,478",X,"1,573",X,"1,807",X,"1,132",X,"1,616",X,"1,931",X
Business,"Total Establishments","Other services (except public administration)","2,158",X,"1,584",X,"1,857",X,"1,916",X,"2,100",X,"1,689",X,"2,593",X,"2,043",X
Business,"Total Establishments","Industries not classified",21,X,7,X,15,X,13,X,12,X,3,X,23,X,15,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
