Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE"
Business,"Annual payroll ($1,000)","Management of companies and enterprises","67,607",G,"359,215",G,"2,481,250",G,"360,033",H,"86,885",G,"603,121",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","416,756",G,"381,111",G,"1,163,445",G,"741,602",G,"317,637",G,"744,034",G
Business,"Annual payroll ($1,000)","Educational services","129,662",H,"53,187",G,"341,498",G,"138,470",H,"125,371",G,"177,487",H
Business,"Annual payroll ($1,000)","Health care and social assistance","1,812,006",G,"1,973,123",G,"4,342,529",G,"1,791,714",H,"2,331,598",G,"3,041,559",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","52,941",H,"55,607",G,"211,850",G,"91,544",H,"19,293",G,"134,973",G
Business,"Annual payroll ($1,000)","Accommodation and food services","444,414",G,"517,362",G,"873,009",G,"553,466",G,"357,773",G,"698,322",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","280,571",G,"269,696",G,"689,195",G,"340,616",G,"152,876",G,"446,575",G
Business,"Annual payroll ($1,000)","Industries not classified",448,G,322,G,"1,098",G,131,J,376,G,494,G
Business,"Total Establishments","Total for all sectors","15,389",X,"14,273",X,"19,507",X,"13,964",X,"12,385",X,"17,231",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",46,X,24,X,4,X,44,X,31,X,97,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",45,X,41,X,5,X,13,X,148,X,30,X
Business,"Total Establishments",Utilities,77,X,46,X,32,X,74,X,66,X,58,X
Business,"Total Establishments",Construction,"1,313",X,"1,452",X,"1,375",X,"1,532",X,793,X,"1,505",X
Business,"Total Establishments",Manufacturing,790,X,591,X,663,X,597,X,410,X,608,X
Business,"Total Establishments","Wholesale trade",681,X,571,X,926,X,604,X,435,X,631,X
Business,"Total Establishments","Retail trade","2,823",X,"2,474",X,"2,526",X,"1,975",X,"2,769",X,"2,445",X
Business,"Total Establishments","Transportation and warehousing",554,X,525,X,640,X,600,X,490,X,427,X
Business,"Total Establishments",Information,276,X,204,X,399,X,231,X,314,X,346,X
Business,"Total Establishments","Finance and insurance","1,032",X,905,X,"1,472",X,872,X,790,X,"1,078",X
Business,"Total Establishments","Real estate and rental and leasing",535,X,596,X,"1,156",X,654,X,419,X,947,X
Business,"Total Establishments","Professional, scientific, and technical services","1,024",X,975,X,"2,156",X,"1,302",X,808,X,"1,883",X
Business,"Total Establishments","Management of companies and enterprises",75,X,82,X,233,X,78,X,89,X,107,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",603,X,645,X,"1,090",X,740,X,385,X,846,X
Business,"Total Establishments","Educational services",118,X,137,X,247,X,124,X,84,X,216,X
Business,"Total Establishments","Health care and social assistance","1,929",X,"2,005",X,"2,597",X,"1,529",X,"1,988",X,"2,382",X
Business,"Total Establishments","Arts, entertainment, and recreation",188,X,190,X,325,X,226,X,104,X,316,X
Business,"Total Establishments","Accommodation and food services","1,448",X,"1,290",X,"1,824",X,"1,366",X,"1,110",X,"1,569",X
Business,"Total Establishments","Other services (except public administration)","1,814",X,"1,507",X,"1,822",X,"1,397",X,"1,137",X,"1,721",X
Business,"Total Establishments","Industries not classified",18,X,13,X,15,X,6,X,15,X,19,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
