Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Housing,"Housing Tenure",Owner-occupied,"195,578","(+/-4,672)","194,965","(+/-5,901)","215,187","(+/-5,421)","196,564","(+/-4,627)","218,198","(+/-4,679)","197,729","(+/-5,006)","235,307","(+/-5,171)","223,849","(+/-5,174)","200,133","(+/-5,869)","229,265","(+/-4,386)","229,818","(+/-5,772)","180,872","(+/-4,945)","217,242","(+/-5,987)","178,760","(+/-4,147)"
Housing,"Housing Tenure",Renter-occupied,"120,442","(+/-4,715)","127,710","(+/-5,896)","97,827","(+/-4,673)","118,318","(+/-5,155)","100,138","(+/-4,994)","112,839","(+/-4,603)","96,937","(+/-5,043)","72,396","(+/-5,159)","102,897","(+/-5,208)","82,136","(+/-4,478)","88,088","(+/-4,688)","119,277","(+/-5,662)","86,488","(+/-5,671)","153,709","(+/-5,708)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.42,(+/-0.05),2.60,(+/-0.05),2.42,(+/-0.05),2.49,(+/-0.04),2.36,(+/-0.05),2.45,(+/-0.04),2.41,(+/-0.04),2.65,(+/-0.04),2.57,(+/-0.05),2.52,(+/-0.04),2.40,(+/-0.05),2.68,(+/-0.06),2.70,(+/-0.05),2.51,(+/-0.05)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.15,(+/-0.06),2.07,(+/-0.08),2.18,(+/-0.07),2.06,(+/-0.06),2.09,(+/-0.08),2.24,(+/-0.07),2.18,(+/-0.06),2.35,(+/-0.10),2.27,(+/-0.07),2.24,(+/-0.08),2.18,(+/-0.10),2.30,(+/-0.08),2.30,(+/-0.11),2.17,(+/-0.05)
Housing,"Year Householder Moved into Unit","Occupied housing units","316,020","(+/-4,122)","322,675","(+/-5,349)","313,014","(+/-4,223)","314,882","(+/-3,802)","318,336","(+/-5,253)","310,568","(+/-4,106)","332,244","(+/-4,848)","296,245","(+/-3,813)","303,030","(+/-3,798)","311,401","(+/-3,742)","317,906","(+/-5,900)","300,149","(+/-6,025)","303,730","(+/-4,982)","332,469","(+/-5,847)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","76,405","(+/-4,299)","107,821","(+/-5,364)","92,889","(+/-5,402)","100,630","(+/-5,379)","81,662","(+/-5,314)","83,012","(+/-4,852)","90,522","(+/-4,933)","65,005","(+/-4,898)","84,198","(+/-4,566)","70,048","(+/-4,447)","71,643","(+/-4,359)","96,355","(+/-5,645)","78,459","(+/-4,661)","123,276","(+/-5,413)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","57,054","(+/-4,196)","70,592","(+/-5,043)","61,290","(+/-4,944)","61,895","(+/-4,582)","52,771","(+/-4,015)","58,159","(+/-4,077)","64,693","(+/-4,272)","57,538","(+/-4,457)","58,245","(+/-4,463)","57,140","(+/-3,876)","62,963","(+/-4,494)","63,299","(+/-4,255)","64,699","(+/-5,236)","70,327","(+/-4,626)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","64,901","(+/-3,597)","68,474","(+/-4,935)","57,245","(+/-3,893)","62,154","(+/-4,051)","60,730","(+/-3,807)","66,932","(+/-4,455)","74,031","(+/-4,144)","66,461","(+/-4,516)","60,681","(+/-3,544)","64,034","(+/-4,084)","74,877","(+/-4,178)","61,213","(+/-4,225)","71,977","(+/-5,032)","65,297","(+/-3,988)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","51,671","(+/-3,797)","42,248","(+/-3,201)","43,466","(+/-3,074)","42,063","(+/-3,949)","51,019","(+/-3,428)","47,640","(+/-3,561)","51,977","(+/-3,338)","43,479","(+/-3,535)","43,364","(+/-3,051)","51,357","(+/-3,489)","47,918","(+/-3,298)","44,404","(+/-3,739)","45,074","(+/-3,704)","39,634","(+/-3,461)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","31,483","(+/-2,783)","21,279","(+/-2,235)","30,403","(+/-2,824)","24,940","(+/-2,499)","34,541","(+/-2,782)","26,772","(+/-2,926)","24,118","(+/-2,375)","30,660","(+/-2,917)","29,831","(+/-2,229)","31,361","(+/-3,228)","31,472","(+/-2,895)","20,727","(+/-2,472)","25,468","(+/-2,366)","16,806","(+/-1,661)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","34,506","(+/-2,414)","12,261","(+/-1,656)","27,721","(+/-2,436)","23,200","(+/-2,088)","37,613","(+/-2,716)","28,053","(+/-2,798)","26,903","(+/-2,463)","33,102","(+/-2,724)","26,711","(+/-2,133)","37,461","(+/-2,686)","29,033","(+/-2,376)","14,151","(+/-1,876)","18,053","(+/-1,968)","17,129","(+/-1,774)"
Housing,Value,"Owner-occupied units","195,578","(+/-4,672)","194,965","(+/-5,901)","215,187","(+/-5,421)","196,564","(+/-4,627)","218,198","(+/-4,679)","197,729","(+/-5,006)","235,307","(+/-5,171)","223,849","(+/-5,174)","200,133","(+/-5,869)","229,265","(+/-4,386)","229,818","(+/-5,772)","180,872","(+/-4,945)","217,242","(+/-5,987)","178,760","(+/-4,147)"
Housing,Value,"Less than $50,000","22,171","(+/-2,519)","3,509","(+/-1,263)","19,271","(+/-2,961)","10,057","(+/-1,647)","16,612","(+/-2,466)","9,759","(+/-1,651)","18,031","(+/-1,889)","12,401","(+/-1,773)","12,629","(+/-2,096)","14,343","(+/-2,290)","12,988","(+/-1,657)","6,794","(+/-1,384)","9,534","(+/-1,511)","5,829","(+/-1,066)"
Housing,Value,"$50,000 to $99,999","29,514","(+/-2,376)","1,290",(+/-716),"19,758","(+/-2,609)","5,472","(+/-1,114)","16,754","(+/-2,125)","13,329","(+/-1,854)","20,989","(+/-2,192)","12,461","(+/-1,523)","15,905","(+/-2,093)","17,467","(+/-2,119)","12,907","(+/-1,854)","2,666",(+/-992),"7,983","(+/-1,456)","3,052","(+/-1,013)"
Housing,Value,"$100,000 to $149,999","24,664","(+/-2,392)","2,284","(+/-1,035)","19,256","(+/-2,404)","8,562","(+/-1,531)","23,359","(+/-2,685)","19,982","(+/-2,360)","19,051","(+/-1,821)","15,197","(+/-2,378)","21,856","(+/-2,675)","20,322","(+/-2,508)","13,117","(+/-2,036)","3,327",(+/-935),"8,819","(+/-1,643)","5,101","(+/-1,270)"
Housing,Value,"$150,000 to $199,999","25,916","(+/-2,660)","2,984","(+/-1,075)","27,972","(+/-2,693)","15,763","(+/-2,297)","27,352","(+/-2,593)","29,454","(+/-3,143)","20,147","(+/-2,154)","28,750","(+/-3,368)","23,004","(+/-2,400)","25,943","(+/-3,010)","18,196","(+/-2,271)","8,724","(+/-1,754)","14,406","(+/-2,016)","7,400","(+/-1,439)"
Housing,Value,"$200,000 to $299,999","44,092","(+/-3,672)","21,015","(+/-3,038)","47,993","(+/-3,629)","33,340","(+/-2,756)","57,230","(+/-3,843)","51,816","(+/-3,659)","43,159","(+/-2,904)","44,962","(+/-3,635)","49,461","(+/-3,471)","52,925","(+/-3,540)","42,152","(+/-3,568)","32,332","(+/-2,527)","33,916","(+/-2,877)","24,273","(+/-1,904)"
Housing,Value,"$300,000 to $499,999","35,696","(+/-2,521)","68,153","(+/-4,407)","51,437","(+/-3,803)","72,302","(+/-5,377)","48,986","(+/-3,500)","49,824","(+/-3,496)","68,408","(+/-3,961)","65,495","(+/-4,218)","47,675","(+/-3,806)","60,002","(+/-3,765)","71,551","(+/-4,311)","78,334","(+/-4,647)","83,146","(+/-3,851)","57,748","(+/-3,223)"
Housing,Value,"$500,000 to $999,999","12,634","(+/-1,590)","79,839","(+/-4,097)","25,994","(+/-2,982)","44,232","(+/-3,102)","24,103","(+/-2,789)","21,135","(+/-2,314)","38,074","(+/-2,675)","37,596","(+/-2,875)","25,416","(+/-2,716)","29,531","(+/-2,554)","46,041","(+/-3,183)","40,701","(+/-2,828)","53,970","(+/-3,654)","56,854","(+/-3,124)"
Housing,Value,"$1,000,000 or more",891,(+/-359),"15,891","(+/-2,058)","3,506",(+/-784),"6,836","(+/-1,028)","3,802","(+/-1,018)","2,430",(+/-837),"7,448","(+/-1,204)","6,987","(+/-1,216)","4,187",(+/-984),"8,732","(+/-1,448)","12,866","(+/-2,186)","7,994","(+/-1,492)","5,468","(+/-1,320)","18,503","(+/-1,752)"
Housing,Value,"Median (dollars)","188,500","(+/-8,769)","495,400","(+/-10,800)","239,600","(+/-7,357)","360,800","(+/-7,494)","242,500","(+/-6,551)","248,500","(+/-7,191)","292,100","(+/-8,092)","296,000","(+/-8,352)","251,000","(+/-7,871)","266,700","(+/-8,518)","338,800","(+/-9,283)","376,800","(+/-6,283)","368,300","(+/-7,429)","451,500","(+/-8,764)"
Housing,"Mortgage Status","Owner-occupied units","195,578","(+/-4,672)","194,965","(+/-5,901)","215,187","(+/-5,421)","196,564","(+/-4,627)","218,198","(+/-4,679)","197,729","(+/-5,006)","235,307","(+/-5,171)","223,849","(+/-5,174)","200,133","(+/-5,869)","229,265","(+/-4,386)","229,818","(+/-5,772)","180,872","(+/-4,945)","217,242","(+/-5,987)","178,760","(+/-4,147)"
Housing,"Mortgage Status","Housing units with a mortgage","106,373","(+/-4,533)","141,515","(+/-6,216)","118,646","(+/-5,353)","124,745","(+/-5,177)","115,256","(+/-4,744)","123,711","(+/-5,178)","132,639","(+/-5,319)","137,595","(+/-4,689)","120,885","(+/-5,173)","130,766","(+/-5,270)","114,246","(+/-5,144)","134,810","(+/-4,777)","155,282","(+/-5,604)","128,726","(+/-4,415)"
Housing,"Mortgage Status","Housing units without a mortgage","89,205","(+/-4,680)","53,450","(+/-2,965)","96,541","(+/-4,689)","71,819","(+/-3,804)","102,942","(+/-3,813)","74,018","(+/-3,814)","102,668","(+/-4,071)","86,254","(+/-4,138)","79,248","(+/-4,315)","98,499","(+/-4,238)","115,572","(+/-4,132)","46,062","(+/-3,884)","61,960","(+/-3,946)","50,034","(+/-2,973)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","106,373","(+/-4,533)","141,515","(+/-6,216)","118,646","(+/-5,353)","124,745","(+/-5,177)","115,256","(+/-4,744)","123,711","(+/-5,178)","132,639","(+/-5,319)","137,595","(+/-4,689)","120,885","(+/-5,173)","130,766","(+/-5,270)","114,246","(+/-5,144)","134,810","(+/-4,777)","155,282","(+/-5,604)","128,726","(+/-4,415)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",976,(+/-459),745,(+/-669),"1,359",(+/-566),"1,395",(+/-783),"1,862",(+/-718),"1,454",(+/-607),"1,710",(+/-501),"2,232",(+/-859),"1,173",(+/-590),"2,434",(+/-971),"2,204",(+/-793),989,(+/-546),"1,029",(+/-399),"1,156",(+/-539)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","23,098","(+/-2,503)","8,580","(+/-2,042)","21,766","(+/-2,295)","15,233","(+/-2,141)","28,862","(+/-3,197)","26,153","(+/-2,825)","18,455","(+/-1,977)","24,237","(+/-3,100)","23,993","(+/-2,620)","35,171","(+/-3,184)","19,255","(+/-1,837)","17,142","(+/-2,397)","15,705","(+/-2,525)","10,652","(+/-1,509)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","40,585","(+/-3,151)","23,424","(+/-2,649)","35,921","(+/-2,992)","31,031","(+/-2,977)","38,050","(+/-3,196)","42,503","(+/-3,663)","39,318","(+/-3,545)","40,754","(+/-3,422)","38,280","(+/-3,204)","39,840","(+/-3,454)","37,414","(+/-3,211)","37,881","(+/-3,724)","38,858","(+/-3,862)","29,155","(+/-2,953)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","23,492","(+/-3,001)","32,708","(+/-3,375)","28,959","(+/-2,837)","30,161","(+/-3,285)","22,966","(+/-3,040)","26,428","(+/-3,628)","30,233","(+/-3,022)","29,072","(+/-3,465)","29,303","(+/-2,810)","24,268","(+/-2,860)","25,440","(+/-2,437)","34,486","(+/-3,190)","39,421","(+/-3,286)","28,228","(+/-2,236)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","8,645","(+/-1,466)","26,434","(+/-3,012)","16,422","(+/-2,346)","21,217","(+/-2,985)","11,631","(+/-1,745)","15,426","(+/-2,353)","21,865","(+/-2,365)","16,190","(+/-2,189)","13,405","(+/-2,053)","12,571","(+/-1,835)","15,117","(+/-2,069)","19,443","(+/-2,931)","31,069","(+/-3,444)","21,011","(+/-2,451)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","5,372","(+/-1,170)","19,119","(+/-2,618)","7,177","(+/-1,350)","11,194","(+/-2,119)","5,374","(+/-1,593)","3,919",(+/-846),"8,137","(+/-1,453)","8,918","(+/-1,500)","6,684","(+/-1,283)","8,446","(+/-1,548)","5,776","(+/-1,218)","10,835","(+/-1,787)","13,288","(+/-2,666)","12,733","(+/-1,911)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","4,205","(+/-1,070)","30,505","(+/-3,257)","7,042","(+/-1,209)","14,514","(+/-1,608)","6,511","(+/-1,310)","7,828","(+/-1,272)","12,921","(+/-1,884)","16,192","(+/-2,211)","8,047","(+/-1,630)","8,036","(+/-1,325)","9,040","(+/-1,642)","14,034","(+/-1,928)","15,912","(+/-2,390)","25,791","(+/-2,369)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,334",(+/-39),"2,100",(+/-61),"1,505",(+/-46),"1,726",(+/-46),"1,334",(+/-41),"1,394",(+/-39),"1,602",(+/-43),"1,522",(+/-52),"1,457",(+/-44),"1,335",(+/-36),"1,476",(+/-36),"1,649",(+/-40),"1,749",(+/-50),"1,916",(+/-48)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","89,205","(+/-4,680)","53,450","(+/-2,965)","96,541","(+/-4,689)","71,819","(+/-3,804)","102,942","(+/-3,813)","74,018","(+/-3,814)","102,668","(+/-4,071)","86,254","(+/-4,138)","79,248","(+/-4,315)","98,499","(+/-4,238)","115,572","(+/-4,132)","46,062","(+/-3,884)","61,960","(+/-3,946)","50,034","(+/-2,973)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","7,548","(+/-1,536)","1,166",(+/-434),"10,908","(+/-1,883)","4,306","(+/-1,048)","19,629","(+/-2,395)","8,423","(+/-1,489)","9,946","(+/-1,346)","11,678","(+/-1,932)","8,812","(+/-1,653)","13,672","(+/-1,729)","18,581","(+/-2,274)","2,337","(+/-1,054)","5,099","(+/-1,171)","2,496",(+/-680)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","22,818","(+/-2,635)","5,155","(+/-1,291)","25,660","(+/-2,613)","14,381","(+/-1,944)","36,101","(+/-2,705)","20,111","(+/-2,353)","24,273","(+/-2,341)","28,632","(+/-2,643)","21,968","(+/-2,208)","33,329","(+/-3,076)","35,112","(+/-2,362)","8,472","(+/-1,720)","13,568","(+/-1,985)","8,863","(+/-1,388)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","31,494","(+/-2,420)","17,555","(+/-2,194)","31,465","(+/-2,467)","23,793","(+/-2,605)","27,512","(+/-2,443)","25,014","(+/-2,487)","33,388","(+/-2,606)","27,563","(+/-2,774)","26,644","(+/-2,786)","33,134","(+/-3,572)","32,881","(+/-2,556)","16,324","(+/-2,294)","20,440","(+/-2,152)","14,536","(+/-1,748)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","16,009","(+/-2,069)","13,805","(+/-1,830)","15,242","(+/-1,905)","15,348","(+/-1,810)","10,925","(+/-1,611)","12,108","(+/-1,446)","18,200","(+/-1,651)","10,230","(+/-1,575)","11,844","(+/-1,541)","10,026","(+/-1,503)","15,702","(+/-1,902)","10,943","(+/-1,692)","13,495","(+/-1,908)","10,578","(+/-1,455)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","6,154","(+/-1,131)","7,363","(+/-1,443)","6,689","(+/-1,352)","7,129","(+/-1,381)","4,636","(+/-1,492)","3,690",(+/-786),"8,078","(+/-1,504)","3,995",(+/-890),"5,990","(+/-1,201)","3,858","(+/-1,252)","5,304","(+/-1,135)","3,908","(+/-1,163)","4,549","(+/-1,225)","5,550","(+/-1,127)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","5,182","(+/-1,141)","8,406","(+/-1,304)","6,577","(+/-1,257)","6,862","(+/-1,252)","4,139",(+/-806),"4,672","(+/-1,065)","8,783","(+/-1,066)","4,156",(+/-950),"3,990","(+/-1,016)","4,480","(+/-1,018)","7,992","(+/-1,458)","4,078","(+/-1,043)","4,809","(+/-1,257)","8,011","(+/-1,150)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",484,(+/-13),638,(+/-23),475,(+/-14),541,(+/-17),384,(+/-10),464,(+/-16),500,(+/-14),417,(+/-13),465,(+/-14),412,(+/-14),421,(+/-10),547,(+/-21),520,(+/-21),589,(+/-20)
Housing,"Gross Rent","Occupied units paying rent","112,011","(+/-4,292)","125,472","(+/-5,950)","90,066","(+/-4,665)","113,465","(+/-5,051)","89,510","(+/-4,888)","105,021","(+/-4,401)","90,155","(+/-4,966)","65,508","(+/-4,966)","95,698","(+/-4,827)","74,781","(+/-4,549)","78,765","(+/-4,539)","116,002","(+/-5,586)","81,520","(+/-5,403)","150,646","(+/-5,848)"
Housing,"Gross Rent","Less than $500","10,049","(+/-1,796)","1,794",(+/-846),"10,519","(+/-1,890)","5,959","(+/-1,386)","8,972","(+/-1,681)","6,855","(+/-1,506)","8,189","(+/-1,372)","7,196","(+/-1,566)","5,745","(+/-1,289)","6,192","(+/-1,439)","9,105","(+/-1,865)","2,204","(+/-1,066)","5,374","(+/-1,546)","4,139","(+/-1,269)"
Housing,"Gross Rent","$500 to $999","55,316","(+/-3,886)","9,512","(+/-2,118)","33,338","(+/-3,050)","20,241","(+/-2,837)","41,288","(+/-3,378)","35,115","(+/-4,071)","26,428","(+/-2,822)","27,580","(+/-3,071)","33,426","(+/-3,290)","31,596","(+/-3,668)","25,419","(+/-3,119)","13,233","(+/-2,370)","19,315","(+/-2,499)","14,478","(+/-2,662)"
Housing,"Gross Rent","$1,000 to $1,499","33,707","(+/-3,351)","34,084","(+/-4,163)","31,490","(+/-3,259)","38,271","(+/-3,953)","27,232","(+/-3,269)","41,766","(+/-4,324)","27,494","(+/-2,967)","15,770","(+/-2,456)","32,367","(+/-2,763)","24,450","(+/-2,871)","22,659","(+/-2,376)","37,289","(+/-4,136)","22,071","(+/-3,302)","42,484","(+/-3,990)"
Housing,"Gross Rent","$1,500 to $1,999","9,966","(+/-2,150)","50,666","(+/-4,752)","10,705","(+/-2,139)","34,094","(+/-3,470)","7,801","(+/-1,609)","13,934","(+/-2,521)","17,110","(+/-2,731)","6,936","(+/-1,699)","17,890","(+/-1,987)","8,244","(+/-2,039)","13,244","(+/-2,341)","40,573","(+/-4,354)","20,105","(+/-3,177)","53,727","(+/-4,484)"
Housing,"Gross Rent","$2,000 to $2,499","1,856",(+/-864),"19,041","(+/-3,229)","2,766","(+/-1,274)","8,835","(+/-1,565)","2,228",(+/-778),"3,871","(+/-1,455)","8,147","(+/-2,028)","5,490","(+/-1,883)","3,541","(+/-1,280)","2,640","(+/-1,062)","4,254","(+/-1,238)","15,707","(+/-2,570)","10,781","(+/-2,091)","22,201","(+/-2,924)"
Housing,"Gross Rent","$2,500 to $2,999",832,(+/-656),"6,304","(+/-1,516)",746,(+/-649),"2,670",(+/-996),"1,067",(+/-708),"1,382",(+/-623),"1,298",(+/-734),"1,097",(+/-546),"1,791",(+/-906),525,(+/-377),"1,169",(+/-383),"5,120","(+/-1,768)","2,779","(+/-1,372)","8,246","(+/-1,724)"
Housing,"Gross Rent","$3,000 or more",285,(+/-196),"4,071","(+/-1,356)",502,(+/-407),"3,395",(+/-886),922,(+/-569),"2,098",(+/-767),"1,489",(+/-634),"1,439",(+/-551),938,(+/-364),"1,134",(+/-744),"2,915",(+/-705),"1,876",(+/-858),"1,095",(+/-557),"5,371","(+/-1,229)"
Housing,"Gross Rent","Median (dollars)",928,(+/-26),"1,671",(+/-36),"1,017",(+/-39),"1,415",(+/-35),937,(+/-34),"1,116",(+/-36),"1,177",(+/-51),967,(+/-36),"1,121",(+/-34),991,(+/-60),"1,087",(+/-46),"1,565",(+/-43),"1,377",(+/-55),"1,632",(+/-31)
Housing,"Gross Rent","No rent paid","8,431","(+/-1,496)","2,238",(+/-740),"7,761","(+/-1,426)","4,853","(+/-1,136)","10,628","(+/-1,901)","7,818","(+/-1,928)","6,782","(+/-1,250)","6,888","(+/-1,673)","7,199","(+/-1,386)","7,355","(+/-1,481)","9,323","(+/-1,630)","3,275","(+/-1,124)","4,968","(+/-1,627)","3,063",(+/-972)
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","316,020","(+/-4,122)","322,675","(+/-5,349)","313,014","(+/-4,223)","314,882","(+/-3,802)","318,336","(+/-5,253)","310,568","(+/-4,106)","332,244","(+/-4,848)","296,245","(+/-3,813)","303,030","(+/-3,798)","311,401","(+/-3,742)","317,906","(+/-5,900)","300,149","(+/-6,025)","303,730","(+/-4,982)","332,469","(+/-5,847)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","22,312","(+/-2,633)","10,736","(+/-2,155)","19,535","(+/-2,485)","16,351","(+/-2,436)","18,945","(+/-2,915)","19,615","(+/-2,816)","21,202","(+/-2,384)","13,960","(+/-2,259)","15,384","(+/-1,949)","16,771","(+/-2,861)","13,631","(+/-2,261)","12,725","(+/-2,213)","12,057","(+/-2,067)","15,723","(+/-2,435)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","15,561","(+/-1,889)","5,217","(+/-1,386)","14,117","(+/-2,129)","10,411","(+/-1,928)","13,582","(+/-1,971)","11,390","(+/-2,030)","15,433","(+/-1,572)","11,658","(+/-1,964)","13,651","(+/-2,112)","9,572","(+/-1,785)","15,043","(+/-2,340)","6,944","(+/-1,557)","8,392","(+/-1,908)","8,480","(+/-1,822)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","31,704","(+/-3,255)","11,123","(+/-2,430)","26,189","(+/-2,922)","21,827","(+/-2,966)","27,550","(+/-2,618)","21,177","(+/-2,582)","25,159","(+/-2,943)","20,459","(+/-2,523)","24,061","(+/-2,577)","22,287","(+/-2,561)","27,865","(+/-3,059)","14,755","(+/-2,485)","15,716","(+/-2,244)","17,513","(+/-2,501)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","26,249","(+/-2,157)","14,367","(+/-2,079)","26,782","(+/-2,190)","19,347","(+/-2,759)","30,786","(+/-3,597)","26,144","(+/-3,381)","25,324","(+/-2,671)","20,322","(+/-2,136)","26,153","(+/-2,711)","29,025","(+/-3,266)","28,846","(+/-2,497)","17,934","(+/-2,783)","19,577","(+/-2,908)","19,706","(+/-2,850)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","46,353","(+/-3,674)","24,961","(+/-3,259)","36,647","(+/-3,005)","33,174","(+/-3,555)","39,681","(+/-3,834)","42,010","(+/-4,424)","41,480","(+/-3,530)","36,169","(+/-3,592)","38,898","(+/-3,603)","39,897","(+/-4,244)","41,414","(+/-3,105)","36,860","(+/-3,698)","35,168","(+/-3,634)","32,015","(+/-3,587)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","58,334","(+/-4,174)","49,370","(+/-4,297)","57,060","(+/-4,206)","53,409","(+/-4,045)","59,707","(+/-4,617)","56,186","(+/-4,204)","54,886","(+/-3,153)","52,821","(+/-3,919)","55,728","(+/-3,393)","56,826","(+/-4,317)","60,291","(+/-4,186)","55,031","(+/-5,336)","45,416","(+/-3,886)","52,220","(+/-3,433)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","45,155","(+/-2,997)","38,424","(+/-3,520)","43,064","(+/-3,597)","37,679","(+/-3,426)","44,321","(+/-4,034)","41,429","(+/-3,981)","45,474","(+/-3,466)","38,421","(+/-3,600)","38,983","(+/-2,967)","38,867","(+/-3,300)","43,713","(+/-3,676)","39,374","(+/-3,943)","37,884","(+/-3,601)","37,864","(+/-3,748)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","40,750","(+/-3,052)","60,980","(+/-5,093)","50,044","(+/-4,057)","57,386","(+/-4,015)","47,698","(+/-3,613)","46,687","(+/-3,687)","52,847","(+/-4,001)","54,510","(+/-3,640)","47,380","(+/-3,372)","51,616","(+/-4,010)","43,165","(+/-3,095)","53,152","(+/-4,079)","58,615","(+/-4,214)","61,857","(+/-4,157)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","14,229","(+/-2,070)","37,796","(+/-3,578)","20,728","(+/-2,224)","29,021","(+/-3,173)","18,771","(+/-2,249)","22,396","(+/-2,953)","24,964","(+/-2,696)","20,754","(+/-2,921)","21,344","(+/-2,483)","23,058","(+/-2,199)","22,759","(+/-2,563)","26,119","(+/-2,849)","32,945","(+/-3,379)","33,851","(+/-2,970)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","15,373","(+/-1,780)","69,701","(+/-4,169)","18,848","(+/-1,993)","36,277","(+/-3,021)","17,295","(+/-2,249)","23,534","(+/-2,617)","25,475","(+/-2,142)","27,171","(+/-2,504)","21,448","(+/-2,496)","23,482","(+/-2,468)","21,179","(+/-2,403)","37,255","(+/-3,343)","37,960","(+/-3,324)","53,240","(+/-3,120)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","55,409","(+/-1,954)","104,376","(+/-3,663)","64,902","(+/-2,832)","76,468","(+/-2,297)","60,759","(+/-1,405)","64,946","(+/-2,029)","66,712","(+/-1,841)","71,855","(+/-2,136)","64,306","(+/-2,592)","65,580","(+/-2,665)","62,114","(+/-1,780)","78,809","(+/-3,420)","85,141","(+/-3,298)","86,119","(+/-2,668)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","74,664","(+/-2,519)","139,769","(+/-3,982)","83,073","(+/-2,309)","107,374","(+/-3,114)","80,984","(+/-2,323)","88,390","(+/-3,003)","89,135","(+/-2,673)","95,580","(+/-2,653)","87,032","(+/-2,996)","89,374","(+/-2,818)","85,525","(+/-2,836)","110,325","(+/-3,887)","110,172","(+/-3,684)","130,695","(+/-3,902)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","737,720","(+/-3,765)","781,688","(+/-12,953)","713,418","(+/-6,026)","758,635","(+/-1,194)","742,065","(+/-9,510)","758,205","(+/-10,133)","779,891","(+/-4,110)","767,132","(+/-5,400)","724,860","(+/-8,389)","763,793","(+/-5,671)","754,618","(+/-3,623)","768,549","(+/-14,691)","786,956","(+/-15,060)","785,678","(+/-15,505)"
