Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE"
Workers,Industry,Construction,"27,962","(+/-3,243)","18,383","(+/-4,084)","10,247","(+/-2,317)","25,025","(+/-2,524)","23,027","(+/-3,137)","21,616","(+/-2,868)","25,155","(+/-3,107)","22,306","(+/-2,535)","25,484","(+/-2,563)","20,903","(+/-2,516)","29,061","(+/-2,848)","21,371","(+/-2,862)","27,600","(+/-2,397)","29,309","(+/-2,572)","24,515","(+/-1,952)","20,691","(+/-2,193)","25,309","(+/-2,745)"
Workers,Industry,Manufacturing,"53,612","(+/-4,484)","26,493","(+/-3,932)","22,809","(+/-3,723)","48,115","(+/-3,596)","31,200","(+/-3,403)","46,311","(+/-3,703)","54,206","(+/-4,012)","34,615","(+/-3,229)","52,489","(+/-3,388)","39,118","(+/-3,475)","59,130","(+/-3,794)","31,356","(+/-3,040)","47,350","(+/-3,264)","41,381","(+/-2,662)","47,117","(+/-2,510)","52,814","(+/-3,739)","40,406","(+/-3,307)"
Workers,Industry,"Wholesale trade","9,759","(+/-2,367)","7,668","(+/-2,267)","4,239","(+/-1,558)","9,511","(+/-1,604)","4,747","(+/-1,147)","12,402","(+/-2,150)","8,347","(+/-1,719)","8,695","(+/-1,576)","7,011","(+/-1,326)","8,182","(+/-2,110)","11,901","(+/-1,802)","6,561","(+/-1,495)","8,060","(+/-1,473)","8,517","(+/-1,580)","5,124","(+/-1,121)","8,085","(+/-1,521)","7,066","(+/-1,120)"
Workers,Industry,"Retail trade","46,428","(+/-4,202)","32,755","(+/-4,388)","30,765","(+/-4,075)","38,428","(+/-2,914)","37,016","(+/-3,506)","41,393","(+/-3,582)","43,538","(+/-4,104)","43,796","(+/-4,027)","45,041","(+/-2,819)","44,851","(+/-4,134)","42,544","(+/-3,479)","38,652","(+/-3,528)","45,973","(+/-3,360)","45,393","(+/-3,404)","37,661","(+/-2,356)","39,071","(+/-2,658)","41,881","(+/-3,554)"
Workers,Industry,"Transportation and warehousing, and utilities","17,980","(+/-2,206)","26,171","(+/-4,860)","23,399","(+/-4,075)","15,911","(+/-2,299)","21,082","(+/-3,112)","18,152","(+/-2,602)","31,349","(+/-3,662)","29,814","(+/-2,859)","28,849","(+/-3,096)","29,367","(+/-3,484)","23,170","(+/-2,979)","21,188","(+/-2,576)","24,216","(+/-2,121)","26,006","(+/-2,464)","20,262","(+/-1,863)","21,571","(+/-2,448)","24,856","(+/-2,903)"
Workers,Industry,Information,"7,215","(+/-1,706)","5,790","(+/-2,020)","8,335","(+/-1,876)","5,856","(+/-1,200)","7,294","(+/-1,577)","7,322","(+/-1,406)","6,035","(+/-1,233)","5,169","(+/-1,151)","4,780","(+/-1,267)","7,151","(+/-1,576)","5,600","(+/-1,167)","7,163","(+/-1,429)","4,591","(+/-1,223)","5,163","(+/-1,738)","4,177","(+/-1,059)","4,513","(+/-1,012)","5,843","(+/-1,329)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","30,724","(+/-3,472)","15,170","(+/-2,588)","27,384","(+/-3,539)","35,261","(+/-3,257)","28,596","(+/-3,046)","37,557","(+/-2,971)","16,760","(+/-2,590)","18,786","(+/-2,048)","14,267","(+/-1,627)","25,146","(+/-2,932)","19,638","(+/-2,131)","32,038","(+/-3,413)","16,074","(+/-1,477)","16,215","(+/-2,153)","12,835","(+/-1,683)","20,519","(+/-2,057)","31,818","(+/-3,074)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","56,341","(+/-3,557)","36,743","(+/-4,260)","63,731","(+/-5,390)","61,518","(+/-3,829)","50,356","(+/-4,503)","62,054","(+/-4,246)","46,850","(+/-4,124)","32,164","(+/-3,111)","22,913","(+/-2,263)","45,656","(+/-4,261)","40,100","(+/-4,249)","48,999","(+/-3,829)","27,644","(+/-2,181)","31,228","(+/-2,255)","22,450","(+/-1,989)","32,766","(+/-2,513)","56,966","(+/-3,543)"
Workers,Industry,"Educational services, and health care and social assistance","91,721","(+/-4,947)","99,001","(+/-6,103)","131,662","(+/-9,016)","109,299","(+/-5,187)","110,603","(+/-5,238)","95,721","(+/-5,281)","96,240","(+/-5,310)","84,178","(+/-4,731)","97,132","(+/-4,416)","100,284","(+/-6,637)","87,582","(+/-4,447)","119,012","(+/-6,521)","85,972","(+/-3,924)","79,961","(+/-3,266)","102,326","(+/-4,042)","92,514","(+/-5,167)","101,565","(+/-5,637)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","27,630","(+/-3,436)","25,698","(+/-3,302)","37,790","(+/-3,950)","27,824","(+/-3,229)","28,589","(+/-3,725)","28,337","(+/-3,441)","27,431","(+/-2,654)","29,827","(+/-3,099)","24,238","(+/-2,299)","31,399","(+/-3,718)","33,077","(+/-3,706)","35,346","(+/-3,554)","24,679","(+/-2,208)","32,195","(+/-2,547)","28,024","(+/-2,612)","27,075","(+/-2,657)","29,687","(+/-3,601)"
Workers,Industry,"Other services, except public administration","18,733","(+/-2,441)","15,618","(+/-2,600)","18,649","(+/-3,500)","15,451","(+/-2,108)","17,027","(+/-2,422)","16,383","(+/-2,101)","14,329","(+/-2,041)","17,389","(+/-2,227)","17,076","(+/-1,852)","18,104","(+/-2,374)","22,127","(+/-2,934)","14,395","(+/-1,888)","18,553","(+/-1,960)","17,397","(+/-2,109)","14,380","(+/-1,619)","17,624","(+/-1,999)","16,591","(+/-2,455)"
Workers,Industry,"Public administration","10,723","(+/-1,729)","16,647","(+/-3,133)","23,081","(+/-3,320)","11,388","(+/-1,844)","13,927","(+/-1,987)","10,394","(+/-2,072)","9,288","(+/-1,474)","16,836","(+/-2,443)","16,614","(+/-2,091)","26,822","(+/-3,001)","11,399","(+/-1,643)","10,667","(+/-1,593)","21,000","(+/-2,166)","13,144","(+/-1,735)","13,634","(+/-1,355)","12,151","(+/-1,410)","9,971","(+/-1,583)"
Workers,"Class of Worker","Civilian employed population 16 years and over","400,757","(+/-7,049)","327,495","(+/-12,174)","402,977","(+/-14,443)","405,945","(+/-8,268)","374,090","(+/-7,754)","404,810","(+/-7,222)","381,241","(+/-6,420)","346,893","(+/-6,843)","365,154","(+/-6,235)","403,018","(+/-7,652)","392,587","(+/-6,295)","388,963","(+/-9,159)","362,060","(+/-6,420)","353,617","(+/-6,358)","342,062","(+/-5,926)","354,175","(+/-5,640)","394,167","(+/-8,532)"
Workers,"Class of Worker","Private wage and salary workers","340,985","(+/-7,796)","269,319","(+/-11,275)","336,468","(+/-13,321)","349,688","(+/-8,682)","315,451","(+/-8,024)","343,865","(+/-7,462)","327,261","(+/-6,587)","285,828","(+/-6,370)","299,828","(+/-6,346)","326,142","(+/-8,179)","332,542","(+/-7,004)","333,616","(+/-9,414)","290,095","(+/-6,349)","297,976","(+/-6,416)","272,228","(+/-5,882)","295,887","(+/-5,659)","337,874","(+/-7,781)"
Workers,"Class of Worker","Government workers","36,540","(+/-2,878)","39,720","(+/-4,730)","51,789","(+/-5,125)","36,728","(+/-3,096)","39,328","(+/-4,007)","39,776","(+/-3,565)","34,515","(+/-3,314)","42,684","(+/-3,714)","44,867","(+/-3,168)","57,028","(+/-4,585)","35,144","(+/-3,039)","39,663","(+/-3,637)","50,705","(+/-3,433)","36,982","(+/-2,618)","50,818","(+/-2,526)","40,648","(+/-2,629)","35,662","(+/-2,676)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","23,038","(+/-3,112)","17,959","(+/-3,547)","14,494","(+/-2,887)","19,002","(+/-2,473)","19,091","(+/-2,331)","20,706","(+/-2,674)","19,093","(+/-2,517)","17,765","(+/-2,184)","19,923","(+/-1,943)","19,828","(+/-2,637)","24,564","(+/-2,643)","15,080","(+/-1,867)","19,976","(+/-1,916)","17,515","(+/-2,147)","18,401","(+/-1,464)","16,156","(+/-2,117)","20,129","(+/-2,519)"
Workers,"Class of Worker","Unpaid family workers",194,(+/-192),497,(+/-487),226,(+/-329),527,(+/-470),220,(+/-249),463,(+/-272),372,(+/-280),616,(+/-441),536,(+/-248),20,(+/-24),337,(+/-220),604,(+/-359),"1,284",(+/-618),"1,144",(+/-605),615,(+/-322),"1,484",(+/-605),502,(+/-324)
Housing,"Housing Occupancy","Total housing units","303,932","(+/-2,332)","319,566","(+/-8,109)","406,731","(+/-8,225)","313,662","(+/-3,537)","311,831","(+/-3,922)","306,118","(+/-2,421)","323,455","(+/-1,324)","378,817","(+/-1,856)","357,227","(+/-2,635)","331,743","(+/-2,819)","310,334","(+/-2,765)","385,227","(+/-5,994)","347,253","(+/-1,263)","366,274","(+/-2,584)","371,235","(+/-1,777)","351,827",(+/-860),"354,565","(+/-4,760)"
Housing,"Housing Occupancy","Occupied housing units","293,949","(+/-3,583)","294,824","(+/-7,708)","362,808","(+/-8,818)","300,674","(+/-4,016)","292,198","(+/-4,436)","291,470","(+/-3,172)","305,762","(+/-2,979)","310,244","(+/-4,148)","314,774","(+/-4,278)","318,309","(+/-3,683)","297,329","(+/-2,989)","341,091","(+/-6,290)","312,432","(+/-3,649)","324,689","(+/-4,187)","315,356","(+/-3,308)","320,345","(+/-3,381)","327,955","(+/-5,273)"
Housing,"Housing Occupancy","Vacant housing units","9,983","(+/-2,430)","24,742","(+/-3,493)","43,923","(+/-4,208)","12,988","(+/-2,451)","19,633","(+/-3,338)","14,648","(+/-2,648)","17,693","(+/-2,728)","68,573","(+/-4,040)","42,453","(+/-3,476)","13,434","(+/-2,491)","13,005","(+/-2,385)","44,136","(+/-3,914)","34,821","(+/-3,347)","41,585","(+/-3,754)","55,879","(+/-3,054)","31,482","(+/-3,342)","26,610","(+/-3,361)"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.4,(+/-0.3),1.6,(+/-0.6),1.2,(+/-0.5),0.8,(+/-0.4),0.8,(+/-0.4),0.5,(+/-0.3),0.3,(+/-0.2),0.8,(+/-0.3),0.6,(+/-0.3),0.4,(+/-0.2),0.6,(+/-0.3),0.8,(+/-0.4),1.0,(+/-0.4),1.0,(+/-0.4),0.9,(+/-0.4),1.0,(+/-0.4),0.7,(+/-0.3)
Housing,"Housing Occupancy","Rental vacancy rate",2.3,(+/-1.2),5.7,(+/-1.6),4.1,(+/-1.1),5.1,(+/-1.8),4.8,(+/-1.7),4.2,(+/-1.4),2.5,(+/-1.1),6.6,(+/-1.6),2.9,(+/-1.3),2.5,(+/-1.0),3.5,(+/-1.3),8.0,(+/-1.6),4.1,(+/-1.3),7.0,(+/-1.7),4.4,(+/-1.4),6.1,(+/-1.7),7.4,(+/-1.8)
Housing,"Housing Tenure","Occupied housing units","293,949","(+/-3,583)","294,824","(+/-7,708)","362,808","(+/-8,818)","300,674","(+/-4,016)","292,198","(+/-4,436)","291,470","(+/-3,172)","305,762","(+/-2,979)","310,244","(+/-4,148)","314,774","(+/-4,278)","318,309","(+/-3,683)","297,329","(+/-2,989)","341,091","(+/-6,290)","312,432","(+/-3,649)","324,689","(+/-4,187)","315,356","(+/-3,308)","320,345","(+/-3,381)","327,955","(+/-5,273)"
Housing,"Housing Tenure",Owner-occupied,"228,158","(+/-3,989)","166,166","(+/-6,816)","172,106","(+/-6,000)","223,307","(+/-3,626)","197,865","(+/-4,669)","208,340","(+/-4,357)","210,783","(+/-4,246)","221,023","(+/-4,427)","234,603","(+/-4,879)","220,800","(+/-4,326)","211,573","(+/-4,580)","213,927","(+/-5,150)","236,426","(+/-4,596)","245,625","(+/-4,636)","229,295","(+/-3,906)","234,503","(+/-4,225)","243,271","(+/-5,556)"
Housing,"Housing Tenure",Renter-occupied,"65,791","(+/-3,486)","128,658","(+/-6,705)","190,702","(+/-8,280)","77,367","(+/-3,658)","94,333","(+/-4,115)","83,130","(+/-4,094)","94,979","(+/-4,447)","89,221","(+/-4,160)","80,171","(+/-3,332)","97,509","(+/-3,977)","85,756","(+/-4,049)","127,164","(+/-5,096)","76,006","(+/-3,807)","79,064","(+/-3,859)","86,061","(+/-3,269)","85,842","(+/-3,792)","84,684","(+/-4,636)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.71,(+/-0.03),2.56,(+/-0.07),2.31,(+/-0.08),2.73,(+/-0.04),2.73,(+/-0.04),2.75,(+/-0.04),2.55,(+/-0.04),2.45,(+/-0.05),2.44,(+/-0.04),2.48,(+/-0.04),2.69,(+/-0.04),2.29,(+/-0.04),2.47,(+/-0.03),2.31,(+/-0.03),2.32,(+/-0.03),2.37,(+/-0.04),2.41,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.03,(+/-0.09),2.11,(+/-0.08),1.79,(+/-0.06),1.91,(+/-0.08),2.02,(+/-0.08),2.20,(+/-0.08),2.29,(+/-0.08),2.21,(+/-0.08),2.06,(+/-0.06),2.17,(+/-0.08),2.17,(+/-0.09),1.84,(+/-0.06),2.04,(+/-0.07),1.99,(+/-0.07),1.92,(+/-0.06),2.01,(+/-0.07),1.79,(+/-0.07)
Housing,"Year Householder Moved into Unit","Occupied housing units","293,949","(+/-3,583)","294,824","(+/-7,708)","362,808","(+/-8,818)","300,674","(+/-4,016)","292,198","(+/-4,436)","291,470","(+/-3,172)","305,762","(+/-2,979)","310,244","(+/-4,148)","314,774","(+/-4,278)","318,309","(+/-3,683)","297,329","(+/-2,989)","341,091","(+/-6,290)","312,432","(+/-3,649)","324,689","(+/-4,187)","315,356","(+/-3,308)","320,345","(+/-3,381)","327,955","(+/-5,273)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","51,121","(+/-3,566)","69,301","(+/-6,785)","125,889","(+/-7,207)","62,251","(+/-3,046)","62,601","(+/-4,851)","64,770","(+/-4,247)","64,816","(+/-4,211)","63,147","(+/-3,508)","57,916","(+/-3,853)","72,677","(+/-3,873)","66,396","(+/-4,505)","86,267","(+/-5,157)","54,210","(+/-3,515)","52,215","(+/-3,900)","64,948","(+/-3,308)","60,914","(+/-3,784)","68,209","(+/-3,850)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","45,253","(+/-3,383)","53,763","(+/-6,159)","64,136","(+/-6,215)","47,644","(+/-3,395)","49,189","(+/-3,877)","54,323","(+/-3,605)","50,541","(+/-3,872)","50,484","(+/-3,233)","48,112","(+/-3,766)","57,445","(+/-4,957)","47,607","(+/-3,446)","55,079","(+/-3,822)","46,103","(+/-2,953)","53,176","(+/-3,379)","44,120","(+/-2,664)","50,104","(+/-3,568)","48,614","(+/-3,123)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","63,032","(+/-3,636)","64,802","(+/-5,571)","67,470","(+/-4,999)","66,542","(+/-4,188)","61,118","(+/-4,454)","64,832","(+/-4,100)","66,863","(+/-4,011)","62,130","(+/-3,949)","63,868","(+/-2,990)","64,042","(+/-4,153)","68,959","(+/-3,525)","63,557","(+/-4,207)","66,171","(+/-3,562)","66,664","(+/-3,345)","62,275","(+/-2,987)","70,012","(+/-3,102)","68,855","(+/-3,496)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","51,707","(+/-3,332)","48,092","(+/-5,148)","37,890","(+/-3,335)","52,803","(+/-2,892)","49,876","(+/-4,130)","52,434","(+/-2,947)","53,990","(+/-3,824)","53,400","(+/-3,070)","54,118","(+/-2,974)","53,049","(+/-3,645)","50,866","(+/-3,742)","50,037","(+/-3,768)","56,348","(+/-2,878)","49,501","(+/-3,033)","51,183","(+/-2,474)","56,840","(+/-3,610)","55,466","(+/-3,669)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","43,075","(+/-3,185)","31,263","(+/-3,795)","25,005","(+/-2,896)","35,062","(+/-2,440)","32,350","(+/-2,681)","26,729","(+/-2,159)","30,355","(+/-2,409)","32,494","(+/-2,259)","38,948","(+/-2,342)","33,404","(+/-2,631)","31,039","(+/-2,325)","31,029","(+/-2,110)","36,330","(+/-1,905)","40,099","(+/-2,515)","39,357","(+/-2,172)","35,408","(+/-2,384)","36,528","(+/-2,647)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","39,761","(+/-2,694)","27,603","(+/-2,907)","42,418","(+/-3,536)","36,372","(+/-2,486)","37,064","(+/-2,292)","28,382","(+/-2,177)","39,197","(+/-2,623)","48,589","(+/-2,978)","51,812","(+/-2,365)","37,692","(+/-2,710)","32,462","(+/-2,355)","55,122","(+/-3,044)","53,270","(+/-2,539)","63,034","(+/-2,385)","53,473","(+/-2,331)","47,067","(+/-2,519)","50,283","(+/-3,494)"
Housing,Value,"Owner-occupied units","228,158","(+/-3,989)","166,166","(+/-6,816)","172,106","(+/-6,000)","223,307","(+/-3,626)","197,865","(+/-4,669)","208,340","(+/-4,357)","210,783","(+/-4,246)","221,023","(+/-4,427)","234,603","(+/-4,879)","220,800","(+/-4,326)","211,573","(+/-4,580)","213,927","(+/-5,150)","236,426","(+/-4,596)","245,625","(+/-4,636)","229,295","(+/-3,906)","234,503","(+/-4,225)","243,271","(+/-5,556)"
Housing,Value,"Less than $50,000","6,228","(+/-1,408)","7,927","(+/-2,036)","8,132","(+/-1,848)","5,894","(+/-1,271)","6,799","(+/-1,505)","6,465","(+/-1,308)","7,488","(+/-1,420)","11,657","(+/-1,515)","19,420","(+/-2,045)","10,506","(+/-1,985)","11,377","(+/-1,953)","12,419","(+/-1,598)","20,609","(+/-1,868)","22,563","(+/-1,712)","23,481","(+/-1,983)","19,610","(+/-1,928)","9,943","(+/-1,376)"
Housing,Value,"$50,000 to $99,999","1,854",(+/-568),"12,102","(+/-2,229)","14,258","(+/-2,256)","3,443",(+/-937),"9,428","(+/-1,645)","5,863","(+/-1,426)","7,022","(+/-1,415)","21,154","(+/-2,053)","27,911","(+/-2,092)","12,309","(+/-2,156)","6,116","(+/-1,246)","25,056","(+/-2,413)","27,980","(+/-1,987)","38,446","(+/-2,640)","37,457","(+/-2,102)","32,741","(+/-2,174)","19,676","(+/-2,081)"
Housing,Value,"$100,000 to $149,999","3,103",(+/-787),"13,889","(+/-2,773)","17,104","(+/-2,742)","5,110","(+/-1,080)","14,022","(+/-2,268)","8,616","(+/-1,424)","9,681","(+/-1,527)","28,305","(+/-2,652)","27,998","(+/-2,132)","16,119","(+/-2,156)","11,960","(+/-1,654)","27,708","(+/-2,732)","30,285","(+/-2,279)","36,059","(+/-2,863)","34,763","(+/-1,882)","34,394","(+/-2,078)","28,476","(+/-2,618)"
Housing,Value,"$150,000 to $199,999","4,891","(+/-1,239)","28,802","(+/-4,197)","19,245","(+/-2,893)","11,624","(+/-1,792)","18,040","(+/-2,332)","12,290","(+/-1,766)","22,680","(+/-2,549)","37,046","(+/-2,868)","38,721","(+/-2,832)","31,365","(+/-3,195)","21,109","(+/-2,203)","35,203","(+/-2,918)","39,558","(+/-3,163)","40,326","(+/-2,848)","36,219","(+/-2,326)","37,733","(+/-2,660)","32,656","(+/-3,009)"
Housing,Value,"$200,000 to $299,999","25,188","(+/-2,556)","52,099","(+/-5,414)","38,255","(+/-4,282)","31,368","(+/-2,250)","41,178","(+/-3,370)","28,406","(+/-2,321)","58,661","(+/-3,645)","58,146","(+/-3,258)","61,651","(+/-3,354)","64,563","(+/-3,420)","58,860","(+/-3,805)","49,679","(+/-3,184)","59,065","(+/-3,296)","53,832","(+/-2,757)","45,909","(+/-2,751)","49,644","(+/-3,049)","63,964","(+/-3,365)"
Housing,Value,"$300,000 to $499,999","97,001","(+/-3,938)","38,697","(+/-3,506)","42,375","(+/-4,051)","90,881","(+/-3,812)","55,522","(+/-3,446)","67,710","(+/-3,466)","71,275","(+/-4,288)","48,208","(+/-2,725)","46,018","(+/-2,232)","60,216","(+/-3,318)","75,544","(+/-3,592)","42,986","(+/-2,905)","45,216","(+/-2,844)","39,471","(+/-2,810)","34,691","(+/-2,236)","41,887","(+/-2,809)","57,869","(+/-3,303)"
Housing,Value,"$500,000 to $999,999","79,532","(+/-3,447)","10,662","(+/-2,168)","27,240","(+/-3,003)","65,764","(+/-3,444)","43,917","(+/-2,797)","69,141","(+/-3,345)","29,990","(+/-2,637)","14,337","(+/-1,942)","10,353","(+/-1,368)","23,039","(+/-2,099)","22,211","(+/-2,160)","17,063","(+/-1,926)","11,421","(+/-1,321)","12,838","(+/-1,446)","14,216","(+/-1,575)","16,025","(+/-1,821)","25,881","(+/-2,457)"
Housing,Value,"$1,000,000 or more","10,361","(+/-1,560)","1,988",(+/-723),"5,497","(+/-1,307)","9,223","(+/-1,401)","8,959","(+/-1,290)","9,849","(+/-1,563)","3,986",(+/-962),"2,170",(+/-495),"2,531",(+/-693),"2,683",(+/-839),"4,396",(+/-986),"3,813",(+/-962),"2,292",(+/-633),"2,090",(+/-744),"2,559",(+/-658),"2,469",(+/-614),"4,806","(+/-1,021)"
Housing,Value,"Median (dollars)","447,700","(+/-6,294)","235,000","(+/-6,474)","271,700","(+/-8,821)","411,200","(+/-7,797)","330,400","(+/-9,474)","427,400","(+/-9,672)","299,800","(+/-6,800)","220,800","(+/-4,944)","204,700","(+/-4,533)","258,900","(+/-6,870)","294,000","(+/-6,386)","211,100","(+/-5,396)","199,600","(+/-5,560)","176,600","(+/-5,294)","172,600","(+/-3,317)","188,500","(+/-4,543)","243,200","(+/-5,162)"
Housing,"Mortgage Status","Owner-occupied units","228,158","(+/-3,989)","166,166","(+/-6,816)","172,106","(+/-6,000)","223,307","(+/-3,626)","197,865","(+/-4,669)","208,340","(+/-4,357)","210,783","(+/-4,246)","221,023","(+/-4,427)","234,603","(+/-4,879)","220,800","(+/-4,326)","211,573","(+/-4,580)","213,927","(+/-5,150)","236,426","(+/-4,596)","245,625","(+/-4,636)","229,295","(+/-3,906)","234,503","(+/-4,225)","243,271","(+/-5,556)"
Housing,"Mortgage Status","Housing units with a mortgage","140,094","(+/-4,586)","100,064","(+/-6,372)","103,133","(+/-5,451)","144,048","(+/-3,907)","119,744","(+/-4,822)","136,385","(+/-3,656)","125,154","(+/-4,532)","118,413","(+/-3,938)","119,313","(+/-4,452)","134,868","(+/-4,256)","127,255","(+/-4,677)","121,364","(+/-4,599)","125,464","(+/-4,347)","122,243","(+/-4,383)","109,067","(+/-3,539)","124,417","(+/-3,710)","138,561","(+/-5,171)"
Housing,"Mortgage Status","Housing units without a mortgage","88,064","(+/-4,195)","66,102","(+/-5,363)","68,973","(+/-4,573)","79,259","(+/-3,328)","78,121","(+/-3,471)","71,955","(+/-3,643)","85,629","(+/-3,681)","102,610","(+/-3,894)","115,290","(+/-3,779)","85,932","(+/-3,710)","84,318","(+/-3,796)","92,563","(+/-4,247)","110,962","(+/-3,270)","123,382","(+/-4,169)","120,228","(+/-3,216)","110,086","(+/-3,729)","104,710","(+/-4,190)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","140,094","(+/-4,586)","100,064","(+/-6,372)","103,133","(+/-5,451)","144,048","(+/-3,907)","119,744","(+/-4,822)","136,385","(+/-3,656)","125,154","(+/-4,532)","118,413","(+/-3,938)","119,313","(+/-4,452)","134,868","(+/-4,256)","127,255","(+/-4,677)","121,364","(+/-4,599)","125,464","(+/-4,347)","122,243","(+/-4,383)","109,067","(+/-3,539)","124,417","(+/-3,710)","138,561","(+/-5,171)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",161,(+/-139),"2,053","(+/-1,035)",708,(+/-503),600,(+/-351),941,(+/-472),585,(+/-374),993,(+/-702),275,(+/-211),"1,718",(+/-731),851,(+/-482),164,(+/-145),"1,174",(+/-560),"1,664",(+/-492),"1,926",(+/-626),"2,218",(+/-704),"1,619",(+/-469),"1,107",(+/-551)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","3,147","(+/-1,029)","19,548","(+/-3,233)","13,526","(+/-2,808)","5,142","(+/-1,119)","7,969","(+/-1,591)","4,342","(+/-1,070)","7,799","(+/-1,438)","16,405","(+/-1,624)","19,787","(+/-1,521)","13,049","(+/-2,044)","9,432","(+/-1,335)","19,162","(+/-1,834)","24,932","(+/-2,209)","27,898","(+/-2,586)","27,965","(+/-1,812)","28,041","(+/-2,149)","15,193","(+/-2,062)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","15,301","(+/-2,389)","34,523","(+/-3,810)","25,570","(+/-3,497)","17,678","(+/-2,140)","19,099","(+/-2,215)","19,151","(+/-1,884)","32,516","(+/-3,105)","37,949","(+/-3,076)","41,419","(+/-2,937)","36,810","(+/-3,226)","30,370","(+/-2,521)","38,667","(+/-3,096)","42,567","(+/-2,536)","43,593","(+/-3,243)","37,147","(+/-2,132)","44,157","(+/-2,806)","38,170","(+/-3,088)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","31,288","(+/-3,034)","21,143","(+/-2,862)","23,792","(+/-3,411)","31,251","(+/-2,699)","30,548","(+/-3,219)","27,865","(+/-2,119)","35,868","(+/-2,790)","32,039","(+/-2,602)","29,691","(+/-2,452)","38,718","(+/-3,414)","38,426","(+/-3,024)","26,722","(+/-2,597)","30,443","(+/-2,313)","23,582","(+/-2,464)","21,349","(+/-1,914)","24,590","(+/-1,734)","37,283","(+/-2,681)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","31,924","(+/-2,832)","11,274","(+/-2,753)","12,812","(+/-1,907)","30,324","(+/-2,602)","23,245","(+/-2,404)","26,608","(+/-2,515)","20,034","(+/-2,008)","16,573","(+/-1,964)","14,809","(+/-1,892)","22,447","(+/-2,549)","24,154","(+/-2,633)","16,394","(+/-2,054)","13,559","(+/-1,507)","12,301","(+/-1,826)","10,890","(+/-1,601)","11,719","(+/-1,539)","18,056","(+/-2,059)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","22,139","(+/-2,109)","6,356","(+/-1,835)","9,993","(+/-2,234)","22,681","(+/-2,331)","13,262","(+/-1,412)","21,360","(+/-2,288)","12,070","(+/-1,851)","7,263","(+/-1,231)","6,902","(+/-1,273)","11,652","(+/-1,789)","12,164","(+/-1,474)","8,103","(+/-1,582)","5,970","(+/-1,078)","6,013","(+/-1,283)","4,027",(+/-784),"6,877","(+/-1,167)","12,911","(+/-1,887)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","36,134","(+/-2,823)","5,167","(+/-1,379)","16,732","(+/-2,645)","36,372","(+/-2,647)","24,680","(+/-2,534)","36,474","(+/-2,313)","15,874","(+/-2,204)","7,909","(+/-1,342)","4,987",(+/-823),"11,341","(+/-1,581)","12,545","(+/-1,650)","11,142","(+/-1,676)","6,329","(+/-1,076)","6,930","(+/-1,549)","5,471","(+/-1,080)","7,414","(+/-1,216)","15,841","(+/-1,843)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","2,316",(+/-44),"1,416",(+/-45),"1,741",(+/-68),"2,286",(+/-42),"2,028",(+/-59),"2,305",(+/-44),"1,782",(+/-40),"1,563",(+/-34),"1,460",(+/-24),"1,690",(+/-32),"1,786",(+/-43),"1,527",(+/-44),"1,423",(+/-27),"1,341",(+/-29),"1,309",(+/-29),"1,351",(+/-27),"1,678",(+/-33)
