Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE"
Business,"Annual payroll ($1,000)","Finance and insurance","2,521,309",G,"387,476",G,"475,833",G,"569,038",G,"857,827",G,"887,208",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","665,528",G,"139,054",G,"278,998",G,"183,600",G,"291,445",G,"276,235",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","5,412,677",H,"376,096",G,"832,040",G,"736,588",G,"1,307,671",G,"1,244,070",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","5,471,643",H,"427,873",G,"460,837",H,"380,079",G,"384,500",H,"206,500",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","1,064,042",G,"361,843",G,"542,402",G,"543,811",G,"658,797",G,"956,335",G
Business,"Annual payroll ($1,000)","Educational services","443,835",G,"97,999",H,"279,156",H,"96,494",G,"168,412",H,"253,439",H
Business,"Annual payroll ($1,000)","Health care and social assistance","3,854,699",G,"2,330,031",G,"3,025,866",G,"2,874,046",G,"2,661,638",G,"2,433,190",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","241,403",G,"84,813",G,"315,402",H,"134,062",G,"115,607",H,"81,327",G
Business,"Annual payroll ($1,000)","Accommodation and food services","1,157,576",G,"615,747",G,"833,345",G,"716,286",G,"742,871",G,"719,523",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","773,287",G,"272,128",G,"530,664",G,"318,748",G,"457,402",G,"450,288",G
Business,"Annual payroll ($1,000)","Industries not classified",457,H,760,G,612,H,320,G,620,H,753,G
Business,"Total Establishments","Total for all sectors","22,959",X,"18,006",X,"19,275",X,"18,649",X,"22,626",X,"20,182",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",124,X,375,X,40,X,440,X,196,X,176,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",12,X,42,X,7,X,31,X,18,X,18,X
Business,"Total Establishments",Utilities,47,X,101,X,47,X,31,X,52,X,31,X
Business,"Total Establishments",Construction,"1,986",X,"2,505",X,"2,129",X,"2,179",X,"3,412",X,"2,653",X
Business,"Total Establishments",Manufacturing,840,X,739,X,860,X,837,X,"1,017",X,"1,016",X
Business,"Total Establishments","Wholesale trade",815,X,639,X,872,X,584,X,940,X,959,X
Business,"Total Establishments","Retail trade","2,268",X,"2,492",X,"2,204",X,"2,489",X,"2,305",X,"2,228",X
Business,"Total Establishments","Transportation and warehousing",461,X,677,X,818,X,474,X,612,X,507,X
Business,"Total Establishments",Information,580,X,322,X,337,X,351,X,385,X,351,X
Business,"Total Establishments","Finance and insurance","1,079",X,823,X,604,X,873,X,"1,272",X,"1,131",X
Business,"Total Establishments","Real estate and rental and leasing","1,617",X,"1,007",X,"1,048",X,"1,151",X,"1,529",X,"1,144",X
Business,"Total Establishments","Professional, scientific, and technical services","3,523",X,"1,318",X,"1,908",X,"1,624",X,"2,623",X,"2,066",X
Business,"Total Establishments","Management of companies and enterprises",170,X,67,X,80,X,83,X,103,X,142,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,124",X,913,X,957,X,905,X,"1,200",X,"1,214",X
Business,"Total Establishments","Educational services",413,X,196,X,312,X,225,X,281,X,281,X
Business,"Total Establishments","Health care and social assistance","2,858",X,"2,046",X,"2,716",X,"2,364",X,"2,623",X,"2,636",X
Business,"Total Establishments","Arts, entertainment, and recreation",443,X,286,X,377,X,296,X,388,X,297,X
Business,"Total Establishments","Accommodation and food services","2,572",X,"1,894",X,"2,228",X,"2,097",X,"1,816",X,"1,686",X
Business,"Total Establishments","Other services (except public administration)","2,010",X,"1,545",X,"1,713",X,"1,602",X,"1,838",X,"1,633",X
Business,"Total Establishments","Industries not classified",17,X,19,X,18,X,13,X,16,X,13,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
