Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",10.1,(+/-1.2),10.4,(+/-0.9),12.4,(+/-1.1),6.7,(+/-0.8),7.1,(+/-0.7),10.6,(+/-1.3),8.1,(+/-0.9),9.4,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",13.2,(+/-3.3),6.2,(+/-1.9),13.9,(+/-2.7),7.2,(+/-1.7),8.0,(+/-2.1),15.1,(+/-3.2),8.2,(+/-2.3),13.4,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",13.1,(+/-3.4),5.4,(+/-1.8),13.8,(+/-2.7),6.9,(+/-1.7),7.7,(+/-2.1),14.4,(+/-3.3),8.1,(+/-2.3),13.1,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",11.9,(+/-5.1),3.5,(+/-2.8),15.1,(+/-5.3),9.2,(+/-3.3),7.3,(+/-3.0),17.6,(+/-5.6),4.7,(+/-2.5),12.5,(+/-5.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",13.7,(+/-3.7),5.9,(+/-2.0),13.5,(+/-2.8),6.1,(+/-1.6),7.8,(+/-2.4),13.3,(+/-3.3),9.1,(+/-2.6),13.2,(+/-3.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",9.4,(+/-0.9),11.3,(+/-0.9),12.0,(+/-1.0),6.6,(+/-0.7),6.8,(+/-0.6),9.3,(+/-1.0),8.1,(+/-0.8),8.1,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.7,(+/-2.4),6.9,(+/-1.4),13.2,(+/-1.5),7.8,(+/-1.5),8.1,(+/-1.5),7.6,(+/-1.6),7.5,(+/-1.2),9.6,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",7.4,(+/-1.6),3.3,(+/-0.8),8.6,(+/-1.3),4.7,(+/-0.9),5.0,(+/-0.9),8.7,(+/-1.5),5.2,(+/-1.0),7.6,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",14.5,(+/-1.3),27.3,(+/-2.3),24.5,(+/-2.2),17.1,(+/-1.9),16.0,(+/-1.9),17.7,(+/-2.0),16.7,(+/-1.5),17.4,(+/-2.5)
Education,"School Enrollment","Population 3 years and over enrolled in school","149,259","(+/-5,143)","199,386","(+/-6,600)","155,579","(+/-4,717)","182,259","(+/-6,264)","188,613","(+/-4,750)","167,571","(+/-6,902)","146,094","(+/-4,752)","183,019","(+/-6,796)"
Education,"School Enrollment","Nursery school, preschool","10,890","(+/-2,865)","9,414","(+/-1,647)","7,545","(+/-1,530)","13,379","(+/-1,865)","10,870","(+/-1,989)","10,964","(+/-1,932)","8,243","(+/-1,580)","10,711","(+/-2,428)"
Education,"School Enrollment",Kindergarten,"6,563","(+/-1,701)","6,544","(+/-2,293)","7,693","(+/-1,783)","7,474","(+/-1,443)","7,382","(+/-1,579)","9,480","(+/-1,609)","4,948","(+/-1,051)","9,618","(+/-2,199)"
Education,"School Enrollment","Elementary school (grades 1-8)","54,205","(+/-3,013)","63,090","(+/-3,486)","65,980","(+/-2,617)","78,608","(+/-4,084)","76,668","(+/-2,138)","70,528","(+/-2,937)","57,979","(+/-2,889)","81,914","(+/-3,862)"
Education,"School Enrollment","High school (grades 9-12)","28,703","(+/-2,279)","31,607","(+/-2,328)","37,679","(+/-2,269)","45,585","(+/-2,702)","36,484","(+/-1,666)","41,183","(+/-3,026)","34,448","(+/-1,974)","42,857","(+/-3,255)"
Education,"School Enrollment","College or graduate school","48,898","(+/-4,646)","88,731","(+/-5,223)","36,682","(+/-3,451)","37,213","(+/-3,105)","57,209","(+/-4,400)","35,416","(+/-3,694)","40,476","(+/-3,119)","37,919","(+/-3,842)"
Education,"Educational Attainment","Population 25 years and over","535,830","(+/-1,981)","499,360","(+/-6,441)","527,201","(+/-4,680)","535,224","(+/-6,493)","493,510","(+/-1,228)","504,810","(+/-4,581)","547,717","(+/-4,857)","491,471","(+/-5,515)"
Education,"Educational Attainment","Less than 9th grade","23,024","(+/-3,361)","7,397","(+/-1,328)","13,841","(+/-2,282)","10,520","(+/-1,686)","8,787","(+/-2,264)","23,629","(+/-3,818)","8,505","(+/-1,679)","24,963","(+/-3,673)"
Education,"Educational Attainment","9th to 12th grade, no diploma","21,562","(+/-3,042)","10,783","(+/-2,032)","23,366","(+/-3,100)","13,657","(+/-1,891)","14,080","(+/-2,325)","23,304","(+/-3,533)","17,711","(+/-2,233)","32,715","(+/-3,983)"
Education,"Educational Attainment","High school graduate (includes equivalency)","69,875","(+/-4,659)","65,877","(+/-4,441)","139,658","(+/-5,386)","98,048","(+/-5,131)","90,022","(+/-5,014)","92,200","(+/-5,361)","103,719","(+/-5,669)","139,498","(+/-5,869)"
Education,"Educational Attainment","Some college, no degree","84,354","(+/-5,705)","77,311","(+/-5,062)","119,954","(+/-4,559)","109,036","(+/-6,248)","108,649","(+/-5,996)","97,949","(+/-5,388)","102,991","(+/-5,997)","97,237","(+/-5,441)"
Education,"Educational Attainment","Associate's degree","27,064","(+/-3,146)","33,014","(+/-3,648)","53,080","(+/-3,919)","49,744","(+/-4,261)","52,285","(+/-3,968)","39,869","(+/-3,203)","39,536","(+/-3,229)","46,252","(+/-4,131)"
Education,"Educational Attainment","Bachelor's degree","181,585","(+/-6,228)","172,082","(+/-7,444)","115,407","(+/-5,047)","160,198","(+/-6,236)","129,360","(+/-5,885)","141,640","(+/-5,529)","170,381","(+/-5,910)","99,453","(+/-5,284)"
Education,"Educational Attainment","Graduate or professional degree","128,366","(+/-5,951)","132,896","(+/-5,577)","61,895","(+/-4,032)","94,021","(+/-4,738)","90,327","(+/-5,294)","86,219","(+/-4,492)","104,874","(+/-4,167)","51,353","(+/-4,043)"
Education,"Educational Attainment","Percent high school graduate or higher",91.7,(+/-0.9),96.4,(+/-0.4),92.9,(+/-0.6),95.5,(+/-0.5),95.4,(+/-0.7),90.7,(+/-1.0),95.2,(+/-0.5),88.3,(+/-1.0)
Education,"Educational Attainment","Percent bachelor's degree or higher",57.8,(+/-1.3),61.1,(+/-1.4),33.6,(+/-1.1),47.5,(+/-1.2),44.5,(+/-1.6),45.1,(+/-1.2),50.3,(+/-1.2),30.7,(+/-1.2)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","487,982",G,"334,003",G,"241,887",G,"211,866",G,"253,426",G,"359,039",G,"269,094",G,"228,000",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",244,H,185,H,644,G,282,G,32,J,40,H,229,J,98,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction","4,281",G,"1,385",H,"4,034",G,"1,088",G,273,J,677,G,"1,015",H,"3,961",G
Business,"Paid employees for pay period including March 12",Utilities,"2,778",J,797,H,"1,963",H,"1,041",H,226,J,490,J,996,J,"1,444",J
Business,"Paid employees for pay period including March 12",Construction,"17,690",G,"18,006",G,"21,808",G,"21,628",G,"15,148",G,"28,361",G,"20,181",G,"34,519",G
Business,"Paid employees for pay period including March 12",Manufacturing,"15,326",G,"26,661",G,"13,290",G,"15,003",G,"12,194",G,"12,048",G,"19,724",G,"21,130",H
Business,"Paid employees for pay period including March 12","Wholesale trade","21,812",G,"14,140",G,"7,055",G,"9,838",G,"6,950",G,"19,683",G,"8,385",H,"14,568",G
Business,"Paid employees for pay period including March 12","Retail trade","34,632",G,"41,759",G,"38,599",G,"32,650",G,"33,374",G,"36,264",G,"38,346",G,"33,069",H
Business,"Paid employees for pay period including March 12","Transportation and warehousing","33,780",H,"4,828",G,"7,733",G,"6,114",G,"6,062",G,"13,773",G,"4,432",H,"21,918",G
Business,"Paid employees for pay period including March 12",Information,"20,734",G,"14,301",G,"3,318",G,"7,374",H,"6,442",G,"23,871",H,"10,039",G,"2,504",H
Business,"Paid employees for pay period including March 12","Finance and insurance","31,851",G,"7,836",G,"6,652",G,"9,012",G,"13,714",H,"25,635",G,"17,284",G,"5,663",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","15,831",G,"9,447",G,"6,097",G,"3,964",G,"4,378",G,"6,157",G,"4,311",G,"4,234",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","63,332",G,"39,235",G,"11,189",G,"13,696",G,"27,569",G,"30,990",G,"30,540",G,"9,538",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","16,159",G,"5,231",G,"1,524",H,"2,612",J,"1,636",J,"16,244",H,"10,791",G,"4,001",J
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","47,257",G,"15,411",G,"9,985",G,"14,061",H,"17,693",G,"26,369",G,"17,435",G,"13,760",G
Business,"Paid employees for pay period including March 12","Educational services","18,056",H,"6,012",G,"3,733",G,"5,172",G,"8,797",H,"6,804",G,"5,657",G,"2,532",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","60,283",G,"38,692",G,"45,829",G,"30,078",G,"40,884",G,"60,996",G,"32,120",G,"21,098",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","11,282",G,"19,297",G,"7,795",G,"3,726",G,"3,760",G,"4,799",G,"4,804",G,"2,138",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","54,608",G,"56,116",G,"39,885",G,"24,417",G,"31,915",G,"31,616",G,"30,536",G,"22,471",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","18,006",G,"14,638",G,"10,715",G,"10,100",G,"22,365",G,"14,197",G,"12,237",G,"9,345",G
Business,"Paid employees for pay period including March 12","Industries not classified",40,H,26,G,39,J,10,J,14,J,25,G,32,J,9,J
Business,"Annual payroll ($1,000)","Total for all sectors","41,418,652",G,"22,389,139",G,"11,928,710",G,"12,627,675",G,"14,940,484",G,"26,678,787",G,"17,265,273",G,"13,585,776",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","6,961",J,"8,905",H,"29,945",G,"12,759",G,718,G,"3,778",H,"15,403",J,"3,929",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","991,533",G,"149,079",H,"405,757",G,"126,813",G,"26,401",J,"111,007",G,"117,348",H,"435,248",G
Business,"Annual payroll ($1,000)",Utilities,"431,630",H,"93,104",G,"205,474",H,"105,001",H,"21,244",J,"72,570",J,"116,128",J,"177,418",J
Business,"Annual payroll ($1,000)",Construction,"1,460,403",G,"1,257,870",G,"1,385,023",G,"1,558,222",G,"1,015,269",G,"2,335,858",G,"1,506,397",G,"2,719,169",G
Business,"Annual payroll ($1,000)",Manufacturing,"925,281",G,"2,026,867",G,"758,784",H,"1,122,641",H,"965,904",G,"883,361",G,"1,943,117",G,"1,391,114",H
Business,"Annual payroll ($1,000)","Wholesale trade","1,881,505",G,"2,085,209",G,"446,414",G,"815,793",G,"1,034,945",H,"1,753,054",G,"776,341",H,"1,106,439",G
Business,"Annual payroll ($1,000)","Retail trade","1,429,333",G,"1,619,264",G,"1,451,769",G,"1,187,877",G,"1,244,205",G,"1,592,927",G,"1,406,837",G,"1,383,744",H
Business,"Annual payroll ($1,000)","Transportation and warehousing","2,873,969",H,"228,654",G,"412,605",G,"308,926",G,"306,043",G,"703,663",G,"272,523",H,"1,115,793",G
Business,"Annual payroll ($1,000)",Information,"2,996,958",G,"2,328,979",G,"167,169",G,"745,219",H,"530,309",G,"2,930,200",H,"1,331,309",G,"218,939",G
Business,"Annual payroll ($1,000)","Finance and insurance","4,721,627",G,"856,649",G,"518,111",G,"936,177",H,"1,208,650",H,"2,554,134",G,"1,068,229",G,"470,095",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","1,347,957",G,"580,923",G,"327,417",G,"262,954",G,"266,852",G,"469,769",G,"267,253",G,"264,170",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","8,424,591",G,"4,203,774",G,"784,001",G,"1,154,949",G,"2,623,689",G,"3,124,336",G,"3,053,173",G,"864,766",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","2,873,687",G,"531,697",G,"164,799",H,"425,516",J,"148,846",J,"2,014,910",H,"1,065,209",G,"440,032",J
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","2,160,927",G,"736,682",G,"451,993",G,"775,500",G,"961,932",H,"1,471,137",G,"767,327",G,"727,179",G
Business,"Annual payroll ($1,000)","Educational services","935,761",H,"246,908",G,"136,426",G,"187,188",G,"311,976",H,"317,589",G,"210,840",G,"85,011",G
Business,"Annual payroll ($1,000)","Health care and social assistance","4,145,149",G,"2,461,708",G,"2,552,325",G,"1,801,315",G,"2,299,408",G,"4,291,647",G,"1,868,012",G,"1,176,953",H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","902,449",G,"674,812",G,"247,483",G,"107,967",G,"101,152",G,"448,098",J,"146,336",G,"70,869",G
Business,"Annual payroll ($1,000)","Accommodation and food services","1,955,639",G,"1,704,193",G,"1,091,087",G,"596,150",G,"826,491",G,"887,252",G,"811,652",G,"537,328",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","951,397",G,"592,840",G,"391,486",G,"396,255",G,"1,045,659",G,"709,824",G,"521,073",G,"396,879",G
Business,"Annual payroll ($1,000)","Industries not classified","1,895",G,"1,022",G,642,H,453,G,791,G,"3,673",H,766,G,701,H
Business,"Total Establishments","Total for all sectors","27,776",X,"30,203",X,"24,496",X,"19,863",X,"18,625",X,"22,274",X,"22,635",X,"15,088",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",14,X,62,X,89,X,101,X,13,X,4,X,44,X,20,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",177,X,79,X,217,X,132,X,15,X,70,X,76,X,153,X
Business,"Total Establishments",Utilities,43,X,50,X,133,X,81,X,15,X,18,X,53,X,39,X
Business,"Total Establishments",Construction,"1,597",X,"3,268",X,"3,629",X,"2,516",X,"1,978",X,"2,241",X,"2,726",X,"2,490",X
Business,"Total Establishments",Manufacturing,719,X,958,X,726,X,532,X,430,X,495,X,628,X,616,X
Business,"Total Establishments","Wholesale trade","1,226",X,923,X,782,X,791,X,530,X,962,X,779,X,845,X
Business,"Total Establishments","Retail trade","2,381",X,"3,048",X,"3,123",X,"2,012",X,"2,009",X,"2,058",X,"2,440",X,"1,611",X
Business,"Total Establishments","Transportation and warehousing",616,X,398,X,657,X,609,X,357,X,618,X,324,X,835,X
Business,"Total Establishments",Information,723,X,655,X,384,X,424,X,320,X,543,X,444,X,213,X
Business,"Total Establishments","Finance and insurance","1,805",X,"1,461",X,"1,116",X,"1,341",X,"1,165",X,"1,768",X,"1,276",X,726,X
Business,"Total Establishments","Real estate and rental and leasing","2,464",X,"2,663",X,"1,911",X,"1,513",X,"1,640",X,"1,723",X,"1,680",X,954,X
Business,"Total Establishments","Professional, scientific, and technical services","5,627",X,"5,482",X,"2,697",X,"2,976",X,"2,656",X,"3,273",X,"3,838",X,"1,348",X
Business,"Total Establishments","Management of companies and enterprises",288,X,100,X,70,X,99,X,81,X,184,X,113,X,70,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,312",X,"1,629",X,"1,285",X,"1,022",X,"1,003",X,"1,287",X,"1,193",X,922,X
Business,"Total Establishments","Educational services",513,X,546,X,288,X,304,X,322,X,385,X,390,X,176,X
Business,"Total Establishments","Health care and social assistance","2,763",X,"3,018",X,"2,248",X,"1,951",X,"2,329",X,"2,764",X,"2,306",X,"1,327",X
Business,"Total Establishments","Arts, entertainment, and recreation",553,X,811,X,546,X,330,X,336,X,337,X,437,X,189,X
Business,"Total Establishments","Accommodation and food services","2,546",X,"2,635",X,"2,401",X,"1,318",X,"1,561",X,"1,615",X,"1,840",X,"1,191",X
Business,"Total Establishments","Other services (except public administration)","2,393",X,"2,390",X,"2,171",X,"1,798",X,"1,854",X,"1,909",X,"2,027",X,"1,354",X
Business,"Total Establishments","Industries not classified",16,X,27,X,23,X,13,X,11,X,20,X,21,X,9,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
