Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE"
People,Race,"Some other race","39,047","(+/-5,123)","73,214","(+/-11,450)","42,718","(+/-7,754)","37,582","(+/-6,522)","70,217","(+/-10,358)","89,701","(+/-11,941)","73,785","(+/-10,485)","84,854","(+/-11,471)","115,808","(+/-13,289)","59,587","(+/-7,641)","86,837","(+/-9,680)","56,429","(+/-10,423)","49,294","(+/-5,703)","64,115","(+/-7,445)","80,679","(+/-11,229)","147,244","(+/-12,112)","41,638","(+/-6,152)","126,694","(+/-15,787)","59,353","(+/-5,905)","111,325","(+/-13,969)","53,687","(+/-7,732)","57,937","(+/-8,701)","104,468","(+/-10,519)","34,930","(+/-7,428)","57,427","(+/-7,928)","45,895","(+/-7,184)","69,772","(+/-9,136)","115,726","(+/-12,571)","187,167","(+/-15,030)","99,239","(+/-13,591)","54,182","(+/-7,496)","89,442","(+/-13,336)","148,719","(+/-16,431)","79,653","(+/-9,286)","96,282","(+/-12,584)","109,553","(+/-14,374)","50,209","(+/-8,667)","65,799","(+/-10,992)"
People,Race,"Two or more races","97,321","(+/-6,544)","160,829","(+/-13,457)","103,357","(+/-9,070)","102,431","(+/-8,435)","188,644","(+/-14,270)","153,267","(+/-11,702)","173,016","(+/-15,181)","151,109","(+/-15,212)","152,696","(+/-14,707)","126,461","(+/-10,457)","174,070","(+/-11,240)","133,665","(+/-12,036)","131,728","(+/-10,816)","122,601","(+/-9,817)","428,139","(+/-19,130)","342,008","(+/-13,701)","152,695","(+/-9,052)","156,500","(+/-15,742)","155,410","(+/-8,767)","289,260","(+/-21,873)","171,827","(+/-13,640)","163,553","(+/-13,105)","278,668","(+/-14,998)","96,901","(+/-8,576)","125,065","(+/-10,772)","116,337","(+/-9,056)","273,852","(+/-14,630)","363,108","(+/-18,390)","276,305","(+/-17,785)","141,170","(+/-13,212)","139,424","(+/-11,204)","168,686","(+/-15,429)","219,094","(+/-13,790)","421,761","(+/-16,042)","254,512","(+/-22,682)","123,178","(+/-10,703)","137,912","(+/-14,635)","142,268","(+/-14,527)"
People,"Hispanic or Latino and Race","Total population","785,535","(+/-4,557)","839,055","(+/-26,523)","872,647","(+/-11,135)","845,835","(+/-12,077)","827,361","(+/-10,865)","814,151","(+/-14,085)","809,564","(+/-24,040)","868,181","(+/-24,523)","764,812","(+/-24,417)","817,807","(+/-12,697)","790,592","(+/-6,510)","849,835","(+/-18,213)","790,888","(+/-9,345)","778,849","(+/-10,232)","799,844","(+/-15,260)","766,538","(+/-6,415)","800,590","(+/-11,520)","788,066","(+/-27,687)","771,186","(+/-5,022)","768,443","(+/-24,901)","839,290","(+/-19,040)","852,846","(+/-22,435)","786,734","(+/-19,067)","784,279","(+/-15,551)","813,686","(+/-18,137)","854,717","(+/-10,860)","779,431","(+/-6,120)","799,580","(+/-19,873)","740,677","(+/-27,223)","772,920","(+/-19,751)","868,119","(+/-9,693)","762,001","(+/-21,103)","734,551","(+/-25,352)","778,323","(+/-13,777)","834,055","(+/-31,539)","789,655","(+/-15,842)","765,870","(+/-15,254)","796,788","(+/-26,314)"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)","139,911","(+/-2,465)","282,496","(+/-20,469)","146,630","(+/-8,266)","126,912","(+/-7,248)","271,625","(+/-15,351)","296,066","(+/-12,616)","256,612","(+/-16,408)","284,385","(+/-19,312)","306,104","(+/-19,940)","215,090","(+/-9,575)","321,670","(+/-5,418)","204,812","(+/-13,971)","234,312","(+/-7,803)","212,044","(+/-7,225)","650,782","(+/-14,147)","629,996","(+/-6,540)","205,505","(+/-8,879)","343,694","(+/-21,905)","300,852","(+/-4,320)","545,548","(+/-22,803)","272,449","(+/-15,679)","242,070","(+/-14,182)","495,821","(+/-15,603)","145,042","(+/-10,586)","193,751","(+/-14,456)","169,309","(+/-7,943)","427,796","(+/-6,089)","605,928","(+/-20,387)","554,684","(+/-24,132)","271,036","(+/-16,608)","213,559","(+/-7,940)","285,138","(+/-20,217)","433,771","(+/-21,830)","704,839","(+/-13,836)","439,944","(+/-25,246)","260,483","(+/-14,157)","213,989","(+/-13,972)","231,033","(+/-17,683)"
People,"Hispanic or Latino and Race",Mexican,"122,307","(+/-3,808)","197,393","(+/-17,911)","100,092","(+/-9,230)","94,239","(+/-6,030)","215,042","(+/-15,134)","229,528","(+/-12,677)","117,750","(+/-14,733)","174,903","(+/-17,317)","179,576","(+/-14,955)","170,358","(+/-8,499)","258,374","(+/-10,063)","158,366","(+/-14,398)","197,201","(+/-8,151)","157,538","(+/-8,685)","611,347","(+/-15,193)","585,041","(+/-9,867)","167,634","(+/-9,507)","227,077","(+/-18,788)","251,404","(+/-7,619)","456,333","(+/-22,552)","208,851","(+/-15,305)","154,320","(+/-13,875)","432,882","(+/-16,909)","98,674","(+/-9,952)","159,258","(+/-14,270)","118,217","(+/-8,366)","376,830","(+/-8,797)","539,313","(+/-19,453)","446,852","(+/-23,205)","225,936","(+/-16,695)","161,934","(+/-10,162)","214,090","(+/-18,301)","341,821","(+/-18,512)","664,068","(+/-14,594)","356,130","(+/-23,566)","201,696","(+/-14,466)","151,312","(+/-12,580)","136,189","(+/-14,423)"
People,"Hispanic or Latino and Race","Puerto Rican","2,284","(+/-1,342)","8,497","(+/-2,626)","4,923","(+/-2,037)","4,154","(+/-2,325)","7,581","(+/-3,099)","6,680","(+/-2,865)","7,168","(+/-3,176)","6,918","(+/-2,317)","5,935","(+/-3,057)","2,315","(+/-1,057)","19,565","(+/-4,599)","11,988","(+/-4,049)","4,188","(+/-1,493)","5,627","(+/-2,063)","3,187","(+/-1,419)","8,249","(+/-3,148)","5,575","(+/-2,511)","3,548","(+/-1,199)","2,398","(+/-1,462)","12,495","(+/-4,285)","5,854","(+/-1,987)","6,099","(+/-2,369)","12,630","(+/-4,829)","6,402","(+/-3,077)","7,024","(+/-2,784)","11,606","(+/-4,668)","3,806","(+/-1,489)","6,567","(+/-2,471)","7,769","(+/-2,913)","6,583","(+/-2,173)","16,270","(+/-3,910)","4,500","(+/-1,884)","7,411","(+/-2,859)","3,220","(+/-2,169)","9,899","(+/-3,410)","7,347","(+/-2,703)","5,768","(+/-2,508)","7,418","(+/-2,844)"
People,"Hispanic or Latino and Race",Cuban,158,(+/-85),"5,565","(+/-3,134)","2,022","(+/-1,753)","1,685",(+/-869),"1,921","(+/-1,887)","4,020","(+/-2,305)","16,928","(+/-5,243)","10,563","(+/-4,217)","6,711","(+/-3,128)","4,763","(+/-2,331)","8,150","(+/-3,595)","4,336","(+/-2,352)","2,334","(+/-1,489)","4,032","(+/-2,318)",983,(+/-659),"2,298","(+/-1,706)","2,899","(+/-1,547)","8,383","(+/-3,251)","1,950","(+/-1,283)","3,131","(+/-2,232)","2,292",(+/-893),"7,199","(+/-3,981)","3,029","(+/-2,012)","3,122","(+/-1,602)","1,256",(+/-804),"4,030","(+/-3,138)","1,872","(+/-1,659)","2,904","(+/-1,890)","7,100","(+/-3,166)","1,267",(+/-990),"4,494","(+/-2,042)","3,404","(+/-1,747)","4,646","(+/-2,410)",996,(+/-967),"3,616","(+/-1,840)","3,403","(+/-1,606)","8,224","(+/-3,535)","6,767","(+/-2,869)"
People,"Hispanic or Latino and Race","Other Hispanic or Latino","15,162","(+/-3,425)","71,041","(+/-12,152)","39,593","(+/-9,133)","26,834","(+/-4,834)","47,081","(+/-8,143)","55,838","(+/-7,677)","114,766","(+/-10,680)","92,001","(+/-12,616)","113,882","(+/-14,655)","37,654","(+/-6,792)","35,581","(+/-6,745)","30,122","(+/-6,522)","30,589","(+/-6,004)","44,847","(+/-6,330)","35,265","(+/-5,100)","34,408","(+/-7,163)","29,397","(+/-5,955)","104,686","(+/-13,366)","45,100","(+/-6,168)","73,589","(+/-10,542)","55,452","(+/-6,864)","74,452","(+/-9,569)","47,280","(+/-6,781)","36,844","(+/-5,653)","26,213","(+/-5,594)","35,456","(+/-4,539)","45,288","(+/-6,349)","57,144","(+/-10,790)","92,963","(+/-9,630)","37,250","(+/-7,371)","30,861","(+/-4,634)","63,144","(+/-11,589)","79,893","(+/-12,394)","36,555","(+/-5,401)","70,299","(+/-12,185)","48,037","(+/-8,428)","48,685","(+/-9,227)","80,659","(+/-10,584)"
People,"Hispanic or Latino and Race","Not Hispanic or Latino","645,624","(+/-4,418)","556,559","(+/-21,426)","726,017","(+/-10,548)","718,923","(+/-11,317)","555,736","(+/-13,939)","518,085","(+/-10,316)","552,952","(+/-23,609)","583,796","(+/-21,325)","458,708","(+/-21,404)","602,717","(+/-11,080)","468,922","(+/-7,215)","645,023","(+/-17,452)","556,576","(+/-8,053)","566,805","(+/-8,409)","149,062","(+/-4,898)","136,542","(+/-3,072)","595,085","(+/-10,044)","444,372","(+/-20,092)","470,334","(+/-3,334)","222,895","(+/-12,755)","566,841","(+/-12,865)","610,776","(+/-18,091)","290,913","(+/-12,049)","639,237","(+/-17,295)","619,935","(+/-14,072)","685,408","(+/-10,430)","351,635","(+/-4,124)","193,652","(+/-10,378)","185,993","(+/-15,856)","501,884","(+/-17,298)","654,560","(+/-8,232)","476,863","(+/-18,712)","300,780","(+/-14,242)","73,484","(+/-2,355)","394,111","(+/-17,992)","529,172","(+/-16,682)","551,881","(+/-13,626)","565,755","(+/-21,434)"
People,"Place of Birth","Total population","785,535","(+/-4,557)","839,055","(+/-26,523)","872,647","(+/-11,135)","845,835","(+/-12,077)","827,361","(+/-10,865)","814,151","(+/-14,085)","809,564","(+/-24,040)","868,181","(+/-24,523)","764,812","(+/-24,417)","817,807","(+/-12,697)","790,592","(+/-6,510)","849,835","(+/-18,213)","790,888","(+/-9,345)","778,849","(+/-10,232)","799,844","(+/-15,260)","766,538","(+/-6,415)","800,590","(+/-11,520)","788,066","(+/-27,687)","771,186","(+/-5,022)","768,443","(+/-24,901)","839,290","(+/-19,040)","852,846","(+/-22,435)","786,734","(+/-19,067)","784,279","(+/-15,551)","813,686","(+/-18,137)","854,717","(+/-10,860)","779,431","(+/-6,120)","799,580","(+/-19,873)","740,677","(+/-27,223)","772,920","(+/-19,751)","868,119","(+/-9,693)","762,001","(+/-21,103)","734,551","(+/-25,352)","778,323","(+/-13,777)","834,055","(+/-31,539)","789,655","(+/-15,842)","765,870","(+/-15,254)","796,788","(+/-26,314)"
People,"Place of Birth",Native,"727,955","(+/-5,827)","674,781","(+/-23,204)","701,410","(+/-14,324)","692,963","(+/-12,155)","680,066","(+/-12,728)","672,076","(+/-12,359)","488,258","(+/-20,258)","692,633","(+/-20,730)","535,886","(+/-19,618)","709,192","(+/-12,758)","698,065","(+/-9,604)","757,512","(+/-18,110)","717,127","(+/-10,139)","699,035","(+/-11,879)","627,332","(+/-13,569)","598,019","(+/-9,573)","716,292","(+/-12,787)","602,007","(+/-22,352)","711,247","(+/-7,902)","643,654","(+/-21,870)","765,392","(+/-19,127)","640,380","(+/-20,144)","663,071","(+/-18,720)","668,912","(+/-16,547)","723,991","(+/-16,298)","706,872","(+/-10,591)","708,092","(+/-7,665)","664,728","(+/-19,759)","502,781","(+/-22,507)","638,663","(+/-17,488)","766,330","(+/-11,741)","553,635","(+/-18,206)","469,532","(+/-20,211)","601,215","(+/-12,973)","698,055","(+/-27,001)","679,209","(+/-15,095)","635,298","(+/-15,551)","616,343","(+/-21,286)"
People,"Place of Birth","Born in United States","717,895","(+/-6,218)","654,110","(+/-22,404)","686,734","(+/-14,471)","679,379","(+/-12,626)","667,230","(+/-13,208)","659,030","(+/-12,380)","471,304","(+/-20,164)","677,899","(+/-20,029)","520,793","(+/-18,863)","698,309","(+/-12,362)","671,786","(+/-9,588)","739,746","(+/-17,497)","708,040","(+/-10,150)","690,167","(+/-11,796)","617,129","(+/-13,573)","582,706","(+/-9,650)","704,674","(+/-12,728)","590,413","(+/-22,486)","700,072","(+/-7,837)","622,955","(+/-21,776)","746,252","(+/-18,961)","624,179","(+/-20,446)","641,134","(+/-18,122)","657,533","(+/-16,448)","711,898","(+/-16,478)","687,084","(+/-10,669)","696,239","(+/-8,071)","651,103","(+/-19,701)","487,137","(+/-22,394)","630,100","(+/-17,372)","742,696","(+/-11,890)","541,206","(+/-17,973)","458,353","(+/-20,087)","590,644","(+/-12,127)","677,496","(+/-26,536)","670,529","(+/-15,065)","618,392","(+/-15,332)","604,223","(+/-20,929)"
People,"Place of Birth","State of residence","532,286","(+/-10,688)","414,700","(+/-19,234)","405,058","(+/-14,105)","433,823","(+/-12,644)","509,976","(+/-12,729)","487,755","(+/-11,420)","320,011","(+/-17,628)","461,477","(+/-17,862)","397,943","(+/-18,454)","499,074","(+/-13,505)","464,469","(+/-11,224)","489,600","(+/-19,284)","522,177","(+/-10,571)","523,380","(+/-12,440)","527,012","(+/-13,538)","457,674","(+/-11,689)","544,067","(+/-11,418)","448,179","(+/-18,720)","563,998","(+/-9,650)","480,957","(+/-19,979)","478,736","(+/-19,337)","432,654","(+/-17,337)","460,862","(+/-16,205)","401,680","(+/-15,009)","494,445","(+/-16,152)","392,349","(+/-10,543)","578,017","(+/-9,423)","537,270","(+/-19,680)","418,179","(+/-20,791)","462,924","(+/-16,555)","446,145","(+/-12,047)","360,684","(+/-14,876)","353,233","(+/-18,374)","521,063","(+/-12,544)","484,938","(+/-23,718)","526,652","(+/-13,690)","366,311","(+/-14,319)","393,043","(+/-16,546)"
People,"Place of Birth","Different state","185,609","(+/-8,259)","239,410","(+/-13,349)","281,676","(+/-13,549)","245,556","(+/-9,860)","157,254","(+/-9,835)","171,275","(+/-9,864)","151,293","(+/-10,369)","216,422","(+/-12,296)","122,850","(+/-8,666)","199,235","(+/-9,415)","207,317","(+/-8,650)","250,146","(+/-12,896)","185,863","(+/-8,555)","166,787","(+/-7,064)","90,117","(+/-5,640)","125,032","(+/-8,644)","160,607","(+/-9,364)","142,234","(+/-9,980)","136,074","(+/-7,287)","141,998","(+/-9,936)","267,516","(+/-10,202)","191,525","(+/-12,024)","180,272","(+/-12,246)","255,853","(+/-10,330)","217,453","(+/-10,356)","294,735","(+/-11,324)","118,222","(+/-6,892)","113,833","(+/-9,110)","68,958","(+/-7,554)","167,176","(+/-11,224)","296,551","(+/-9,387)","180,522","(+/-10,078)","105,120","(+/-8,938)","69,581","(+/-5,498)","192,558","(+/-12,411)","143,877","(+/-10,019)","252,081","(+/-10,358)","211,180","(+/-10,615)"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","10,060","(+/-2,147)","20,671","(+/-3,641)","14,676","(+/-3,251)","13,584","(+/-3,164)","12,836","(+/-2,964)","13,046","(+/-2,540)","16,954","(+/-4,563)","14,734","(+/-3,525)","15,093","(+/-3,553)","10,883","(+/-2,183)","26,279","(+/-3,823)","17,766","(+/-3,504)","9,087","(+/-1,834)","8,868","(+/-2,042)","10,203","(+/-1,818)","15,313","(+/-2,989)","11,618","(+/-2,758)","11,594","(+/-2,472)","11,175","(+/-2,996)","20,699","(+/-4,534)","19,140","(+/-3,476)","16,201","(+/-3,305)","21,937","(+/-4,187)","11,379","(+/-2,668)","12,093","(+/-2,755)","19,788","(+/-3,291)","11,853","(+/-3,007)","13,625","(+/-2,673)","15,644","(+/-3,228)","8,563","(+/-2,195)","23,634","(+/-4,453)","12,429","(+/-2,878)","11,179","(+/-2,891)","10,571","(+/-2,737)","20,559","(+/-3,871)","8,680","(+/-1,981)","16,906","(+/-2,773)","12,120","(+/-3,016)"
People,"Place of Birth","Foreign born","57,580","(+/-4,270)","164,274","(+/-12,579)","171,237","(+/-11,234)","152,872","(+/-9,281)","147,295","(+/-10,016)","142,075","(+/-9,248)","321,306","(+/-16,233)","175,548","(+/-15,330)","228,926","(+/-14,987)","108,615","(+/-7,969)","92,527","(+/-7,134)","92,323","(+/-8,209)","73,761","(+/-5,971)","79,814","(+/-6,715)","172,512","(+/-9,139)","168,519","(+/-7,392)","84,298","(+/-7,600)","186,059","(+/-13,134)","59,939","(+/-5,484)","124,789","(+/-12,067)","73,898","(+/-7,237)","212,466","(+/-15,249)","123,663","(+/-8,675)","115,367","(+/-8,855)","89,695","(+/-7,850)","147,845","(+/-7,520)","71,339","(+/-5,984)","134,852","(+/-9,379)","237,896","(+/-12,640)","134,257","(+/-10,150)","101,789","(+/-8,134)","208,366","(+/-14,631)","265,019","(+/-17,531)","177,108","(+/-8,779)","136,000","(+/-12,815)","110,446","(+/-8,274)","130,572","(+/-10,640)","180,445","(+/-15,135)"
People,Ancestry,"Total population","785,535","(+/-4,557)","839,055","(+/-26,523)","872,647","(+/-11,135)","845,835","(+/-12,077)","827,361","(+/-10,865)","814,151","(+/-14,085)","809,564","(+/-24,040)","868,181","(+/-24,523)","764,812","(+/-24,417)","817,807","(+/-12,697)","790,592","(+/-6,510)","849,835","(+/-18,213)","790,888","(+/-9,345)","778,849","(+/-10,232)","799,844","(+/-15,260)","766,538","(+/-6,415)","800,590","(+/-11,520)","788,066","(+/-27,687)","771,186","(+/-5,022)","768,443","(+/-24,901)","839,290","(+/-19,040)","852,846","(+/-22,435)","786,734","(+/-19,067)","784,279","(+/-15,551)","813,686","(+/-18,137)","854,717","(+/-10,860)","779,431","(+/-6,120)","799,580","(+/-19,873)","740,677","(+/-27,223)","772,920","(+/-19,751)","868,119","(+/-9,693)","762,001","(+/-21,103)","734,551","(+/-25,352)","778,323","(+/-13,777)","834,055","(+/-31,539)","789,655","(+/-15,842)","765,870","(+/-15,254)","796,788","(+/-26,314)"
People,Ancestry,American,"133,017","(+/-12,123)","37,211","(+/-5,332)","60,831","(+/-7,691)","52,096","(+/-6,196)","41,960","(+/-6,054)","51,243","(+/-6,488)","23,240","(+/-5,859)","49,102","(+/-9,967)","20,243","(+/-4,961)","36,753","(+/-4,982)","47,421","(+/-6,228)","39,564","(+/-6,119)","46,582","(+/-5,543)","33,800","(+/-4,946)","21,821","(+/-4,727)","19,723","(+/-4,492)","41,692","(+/-5,192)","27,909","(+/-5,087)","43,454","(+/-4,508)","33,669","(+/-6,432)","35,793","(+/-4,617)","38,939","(+/-7,028)","28,580","(+/-5,594)","38,165","(+/-4,478)","83,371","(+/-8,400)","46,668","(+/-6,112)","26,828","(+/-3,699)","28,028","(+/-7,032)","20,766","(+/-4,891)","21,901","(+/-3,929)","44,349","(+/-5,852)","26,898","(+/-5,326)","24,379","(+/-4,376)","15,695","(+/-4,224)","23,375","(+/-5,888)","54,646","(+/-8,380)","22,133","(+/-4,321)","29,219","(+/-5,150)"
People,Ancestry,Arab,644,(+/-346),"6,936","(+/-3,394)","9,523","(+/-3,195)","6,564","(+/-3,110)","5,763","(+/-3,173)","3,392","(+/-1,480)","15,497","(+/-4,270)","5,569","(+/-2,861)","4,188","(+/-2,175)","4,277","(+/-1,532)","1,497",(+/-879),"3,469","(+/-1,522)","1,263",(+/-664),"2,499","(+/-1,107)","1,375",(+/-721),"2,498","(+/-1,343)","4,816","(+/-2,307)","2,276",(+/-930),702,(+/-411),"4,582","(+/-3,384)","1,651",(+/-968),"9,095","(+/-4,320)","4,550","(+/-2,816)","8,380","(+/-3,962)","3,625","(+/-2,186)","4,277","(+/-1,492)",432,(+/-355),892,(+/-657),"3,300","(+/-3,441)","3,019","(+/-1,589)","3,541","(+/-1,711)","6,643","(+/-3,469)","8,130","(+/-5,760)",231,(+/-253),"1,468",(+/-715),"3,074","(+/-1,379)","7,838","(+/-2,573)","8,678","(+/-5,068)"
People,Ancestry,Czech,"1,568",(+/-683),"5,435","(+/-2,607)","3,230","(+/-1,192)","4,474","(+/-1,266)","4,183","(+/-1,921)","5,370","(+/-1,424)","2,721",(+/-771),"5,076","(+/-1,564)",949,(+/-570),"19,280","(+/-2,514)","2,452",(+/-964),"3,914","(+/-1,153)","3,224","(+/-1,200)","4,953","(+/-1,398)","1,944",(+/-892),388,(+/-310),"11,190","(+/-2,386)","3,610","(+/-1,243)","1,218",(+/-546),"1,542",(+/-724),"7,604","(+/-2,115)","13,385","(+/-2,860)","1,478",(+/-621),"4,858","(+/-1,268)","2,894","(+/-1,009)","3,609","(+/-1,324)","15,712","(+/-2,578)","2,024",(+/-994),"1,278",(+/-737),919,(+/-700),"11,679","(+/-2,611)","4,106","(+/-1,380)","1,889",(+/-874),471,(+/-318),"4,021","(+/-1,492)","4,713","(+/-1,937)","7,646","(+/-2,046)","7,833","(+/-3,088)"
People,Ancestry,Danish,"1,365",(+/-712),"2,705","(+/-1,446)","2,821",(+/-945),"1,670",(+/-791),"1,608",(+/-667),954,(+/-503),548,(+/-374),"2,719","(+/-1,773)",257,(+/-316),"1,640",(+/-712),"1,243",(+/-589),"1,264",(+/-726),"1,281",(+/-509),"1,844","(+/-1,034)",365,(+/-169),738,(+/-472),665,(+/-390),544,(+/-305),"1,072",(+/-536),"1,058",(+/-755),"4,533","(+/-2,108)",525,(+/-340),"1,232",(+/-971),"2,429",(+/-917),"1,894",(+/-820),"3,591","(+/-1,287)",711,(+/-476),252,(+/-190),139,(+/-165),550,(+/-543),"1,512",(+/-773),"1,341",(+/-903),563,(+/-402),521,(+/-380),881,(+/-615),972,(+/-672),"2,111",(+/-807),"2,655","(+/-1,720)"
People,Ancestry,Dutch,"4,999","(+/-1,420)","6,074","(+/-4,037)","5,570","(+/-1,798)","5,795","(+/-1,446)","4,179","(+/-1,251)","3,218","(+/-1,036)","3,092","(+/-1,371)","1,806",(+/-685),836,(+/-339),"6,283","(+/-1,553)","4,935","(+/-1,964)","5,524","(+/-2,020)","7,155","(+/-2,025)","5,755","(+/-1,761)","1,520",(+/-815),908,(+/-584),"3,952","(+/-1,111)","1,559",(+/-555),"3,137",(+/-953),"1,414",(+/-772),"5,855","(+/-1,524)","3,900","(+/-1,202)","3,178","(+/-1,821)","5,500","(+/-1,839)","2,895","(+/-1,011)","4,475","(+/-1,257)","1,726",(+/-672),"1,623",(+/-805),661,(+/-478),"1,559",(+/-763),"4,850","(+/-1,274)","2,688","(+/-1,195)","1,568",(+/-653),793,(+/-428),"3,385","(+/-1,200)","4,308","(+/-1,274)","5,119","(+/-1,179)","5,807","(+/-2,197)"
People,Ancestry,English,"77,957","(+/-6,821)","81,398","(+/-8,872)","92,406","(+/-8,848)","90,128","(+/-8,266)","73,979","(+/-7,545)","75,865","(+/-8,139)","37,317","(+/-4,735)","60,395","(+/-6,608)","20,603","(+/-3,009)","78,479","(+/-6,571)","57,496","(+/-4,654)","89,900","(+/-7,395)","77,882","(+/-6,099)","70,464","(+/-6,458)","19,964","(+/-2,993)","17,626","(+/-2,816)","79,142","(+/-5,906)","28,963","(+/-4,388)","75,408","(+/-6,549)","28,710","(+/-4,852)","109,815","(+/-8,102)","62,651","(+/-7,895)","45,859","(+/-5,092)","112,658","(+/-9,938)","88,382","(+/-8,289)","95,585","(+/-8,186)","47,005","(+/-5,113)","23,302","(+/-3,353)","12,265","(+/-3,535)","29,058","(+/-4,936)","94,194","(+/-6,264)","57,221","(+/-5,572)","20,333","(+/-4,197)","11,082","(+/-2,249)","45,082","(+/-5,348)","63,383","(+/-6,078)","98,052","(+/-6,739)","80,645","(+/-8,389)"
People,Ancestry,"French (except Basque)","9,117","(+/-1,822)","17,107","(+/-3,978)","14,086","(+/-2,512)","14,571","(+/-3,106)","8,570","(+/-2,104)","8,830","(+/-2,315)","9,962","(+/-1,914)","17,613","(+/-4,400)","6,799","(+/-2,031)","14,761","(+/-3,000)","6,324","(+/-1,574)","8,847","(+/-2,369)","10,993","(+/-3,091)","25,091","(+/-4,608)","5,940","(+/-2,024)","2,953","(+/-1,315)","12,632","(+/-2,764)","9,946","(+/-2,652)","7,600","(+/-2,020)","6,407","(+/-1,818)","17,265","(+/-2,729)","13,633","(+/-3,249)","7,865","(+/-2,369)","15,169","(+/-3,176)","9,649","(+/-2,277)","15,353","(+/-3,310)","8,041","(+/-1,740)","6,085","(+/-2,261)","3,169","(+/-1,429)","7,492","(+/-2,605)","13,827","(+/-2,559)","6,942","(+/-1,928)","3,978","(+/-1,360)","2,170",(+/-977),"12,546","(+/-3,929)","19,541","(+/-3,668)","19,268","(+/-3,569)","17,213","(+/-2,862)"
