Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",23.6,(+/-4.8),5.8,(+/-1.7),11.1,(+/-2.1),14.4,(+/-2.1),15.9,(+/-3.2),11.1,(+/-1.4),16.9,(+/-2.5),17.0,(+/-2.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",22.7,(+/-4.9),5.7,(+/-1.7),10.7,(+/-2.1),13.9,(+/-2.2),15.5,(+/-3.2),10.3,(+/-1.4),16.4,(+/-2.6),16.4,(+/-2.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",27.6,(+/-7.3),7.9,(+/-3.1),11.6,(+/-3.6),14.5,(+/-3.3),18.1,(+/-4.9),10.9,(+/-2.4),19.5,(+/-4.7),18.4,(+/-3.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",20.8,(+/-5.1),5.1,(+/-1.6),10.4,(+/-2.2),13.6,(+/-2.4),14.6,(+/-3.3),10.1,(+/-1.6),15.4,(+/-2.5),15.8,(+/-2.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.5,(+/-1.2),6.0,(+/-0.6),10.1,(+/-0.7),12.1,(+/-0.9),11.3,(+/-1.0),9.9,(+/-0.7),12.8,(+/-0.9),13.5,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",15.4,(+/-2.3),6.9,(+/-1.0),8.8,(+/-1.4),12.2,(+/-1.4),11.6,(+/-1.5),10.3,(+/-1.2),10.0,(+/-1.4),12.1,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",13.2,(+/-2.3),4.0,(+/-0.8),6.4,(+/-1.0),9.0,(+/-1.2),9.5,(+/-1.6),6.9,(+/-0.7),10.6,(+/-1.4),10.0,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",23.4,(+/-1.9),15.9,(+/-1.8),24.8,(+/-2.2),28.0,(+/-1.8),19.9,(+/-1.7),24.4,(+/-1.8),25.3,(+/-1.8),31.9,(+/-2.0)
Education,"School Enrollment","Population 3 years and over enrolled in school","177,629","(+/-6,798)","174,263","(+/-6,854)","187,879","(+/-6,554)","182,027","(+/-5,765)","172,188","(+/-5,400)","179,026","(+/-5,117)","183,865","(+/-5,012)","180,295","(+/-4,820)"
Education,"School Enrollment","Nursery school, preschool","10,111","(+/-1,885)","12,741","(+/-2,125)","11,431","(+/-1,587)","11,050","(+/-1,629)","12,245","(+/-2,155)","11,323","(+/-1,223)","11,486","(+/-1,695)","8,472","(+/-1,483)"
Education,"School Enrollment",Kindergarten,"8,378","(+/-2,067)","10,133","(+/-2,315)","6,687","(+/-1,356)","10,515","(+/-1,503)","11,226","(+/-1,777)","8,946","(+/-1,525)","8,067","(+/-1,296)","11,812","(+/-1,791)"
Education,"School Enrollment","Elementary school (grades 1-8)","66,580","(+/-4,481)","76,616","(+/-3,569)","74,005","(+/-3,802)","79,036","(+/-3,938)","70,538","(+/-3,613)","80,365","(+/-3,015)","78,349","(+/-3,163)","77,597","(+/-2,897)"
Education,"School Enrollment","High school (grades 9-12)","37,150","(+/-2,703)","42,267","(+/-2,680)","38,986","(+/-2,407)","39,726","(+/-2,624)","38,684","(+/-3,023)","42,326","(+/-2,270)","39,993","(+/-2,258)","46,086","(+/-2,616)"
Education,"School Enrollment","College or graduate school","55,410","(+/-5,001)","32,506","(+/-3,252)","56,770","(+/-4,148)","41,700","(+/-2,820)","39,495","(+/-3,912)","36,066","(+/-2,728)","45,970","(+/-3,682)","36,328","(+/-3,112)"
Education,"Educational Attainment","Population 25 years and over","515,828","(+/-6,003)","544,983","(+/-7,384)","536,182","(+/-6,905)","529,096","(+/-5,537)","524,838","(+/-5,386)","537,673","(+/-5,101)","533,530","(+/-2,725)","533,680","(+/-4,255)"
Education,"Educational Attainment","Less than 9th grade","11,323","(+/-1,944)","7,772","(+/-1,896)","13,332","(+/-2,221)","18,734","(+/-2,441)","16,566","(+/-2,374)","13,272","(+/-1,652)","13,393","(+/-1,732)","18,307","(+/-1,978)"
Education,"Educational Attainment","9th to 12th grade, no diploma","29,078","(+/-3,363)","15,267","(+/-2,080)","24,977","(+/-2,885)","31,818","(+/-2,718)","23,265","(+/-3,013)","30,244","(+/-3,100)","30,802","(+/-2,904)","41,661","(+/-3,241)"
Education,"Educational Attainment","High school graduate (includes equivalency)","125,237","(+/-6,804)","106,012","(+/-5,414)","151,954","(+/-5,893)","174,692","(+/-4,957)","138,781","(+/-5,956)","188,222","(+/-5,848)","168,650","(+/-6,273)","197,066","(+/-5,280)"
Education,"Educational Attainment","Some college, no degree","98,327","(+/-5,441)","95,823","(+/-4,978)","105,456","(+/-5,039)","117,551","(+/-4,807)","117,766","(+/-5,565)","111,449","(+/-3,962)","127,341","(+/-5,999)","108,890","(+/-5,109)"
Education,"Educational Attainment","Associate's degree","40,076","(+/-4,077)","46,237","(+/-4,059)","50,404","(+/-4,010)","50,040","(+/-3,120)","37,056","(+/-3,327)","46,041","(+/-3,060)","49,152","(+/-3,099)","49,792","(+/-3,587)"
Education,"Educational Attainment","Bachelor's degree","113,378","(+/-6,579)","161,451","(+/-6,784)","116,581","(+/-5,303)","87,004","(+/-4,967)","119,290","(+/-5,919)","93,854","(+/-4,385)","91,041","(+/-4,466)","77,668","(+/-4,403)"
Education,"Educational Attainment","Graduate or professional degree","98,409","(+/-5,197)","112,421","(+/-4,905)","73,478","(+/-4,382)","49,257","(+/-3,707)","72,114","(+/-4,525)","54,591","(+/-3,609)","53,151","(+/-4,061)","40,296","(+/-3,140)"
Education,"Educational Attainment","Percent high school graduate or higher",92.2,(+/-0.7),95.8,(+/-0.5),92.9,(+/-0.7),90.4,(+/-0.7),92.4,(+/-0.7),91.9,(+/-0.7),91.7,(+/-0.6),88.8,(+/-0.7)
Education,"Educational Attainment","Percent bachelor's degree or higher",41.1,(+/-1.3),50.3,(+/-1.3),35.4,(+/-1.1),25.8,(+/-1.0),36.5,(+/-1.1),27.6,(+/-1.1),27.0,(+/-1.2),22.1,(+/-0.9)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","511,045",G,"375,464",G,"255,846",G,"191,821",G,"405,786",G,"222,505",G,"305,869",G,"219,422",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",26,H,83,H,87,H,208,H,37,G,233,H,133,G,535,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",98,H,313,G,293,G,197,J,139,J,488,G,386,G,"1,738",G
Business,"Paid employees for pay period including March 12",Utilities,"4,224",J,"1,783",H,"2,286",H,"1,067",G,"2,699",J,"1,572",G,"1,423",G,"1,494",J
Business,"Paid employees for pay period including March 12",Construction,"23,159",G,"25,629",G,"15,707",G,"13,710",G,"26,787",G,"11,607",G,"14,152",G,"12,159",G
Business,"Paid employees for pay period including March 12",Manufacturing,"49,418",G,"25,812",G,"29,408",G,"29,718",G,"36,051",G,"34,471",G,"39,506",G,"33,130",G
Business,"Paid employees for pay period including March 12","Wholesale trade","29,657",G,"17,764",H,"9,624",G,"7,314",G,"29,709",H,"10,096",G,"14,923",G,"9,580",G
Business,"Paid employees for pay period including March 12","Retail trade","31,848",G,"44,563",G,"41,257",G,"34,933",G,"37,103",G,"36,386",G,"43,196",G,"35,861",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","25,841",G,"6,211",G,"9,758",G,"7,077",G,"10,311",G,"15,518",G,"19,143",H,"9,147",G
Business,"Paid employees for pay period including March 12",Information,"10,752",H,"12,449",H,"5,026",H,"2,170",G,"9,127",G,"2,742",G,"5,751",G,"2,595",G
Business,"Paid employees for pay period including March 12","Finance and insurance","31,591",H,"30,890",G,"14,574",G,"7,582",H,"26,868",G,"8,154",G,"9,827",G,"7,780",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","9,581",H,"5,923",G,"3,466",G,"2,585",G,"6,430",G,"2,481",G,"6,197",G,"2,605",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","39,975",G,"32,042",H,"10,951",G,"6,967",G,"50,892",G,"6,828",G,"11,705",G,"5,428",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","36,527",G,"21,178",H,"3,755",H,648,H,"11,482",G,"2,666",G,"9,679",G,"2,242",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","39,451",G,"18,523",G,"9,694",G,"6,832",G,"22,107",G,"10,356",G,"16,472",G,"7,508",G
Business,"Paid employees for pay period including March 12","Educational services","42,826",H,"8,642",G,"4,614",G,"3,892",G,"8,226",G,"4,658",G,"4,315",G,"1,086",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","72,573",G,"63,976",H,"45,405",G,"32,073",G,"62,347",G,"35,838",G,"51,903",G,"49,826",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","7,476",G,"8,818",G,"4,000",G,"1,688",G,"8,084",G,"3,331",G,"6,127",G,"1,753",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","37,562",G,"34,104",G,"33,319",G,"24,841",G,"37,362",G,"24,623",G,"36,894",G,"24,837",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","18,342",G,"16,748",G,"12,594",G,"8,305",G,"19,939",G,"10,422",G,"14,096",G,"10,041",G
Business,"Paid employees for pay period including March 12","Industries not classified",118,J,13,J,28,G,14,J,86,H,35,J,41,J,77,J
Business,"Annual payroll ($1,000)","Total for all sectors","36,166,478",G,"25,255,220",G,"12,490,285",G,"8,231,037",G,"27,542,315",G,"10,228,506",G,"14,634,763",G,"9,417,890",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","1,212",G,"2,609",G,"2,756",H,"9,031",G,662,G,"9,601",H,"4,102",G,"27,019",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","8,043",G,"21,427",G,"16,713",G,"11,319",H,"14,860",J,"29,098",G,"22,999",H,"128,959",H
Business,"Annual payroll ($1,000)",Utilities,"525,405",J,"203,232",H,"269,884",H,"104,352",G,"342,621",J,"171,574",G,"141,023",G,"138,390",H
Business,"Annual payroll ($1,000)",Construction,"2,066,534",G,"1,869,422",G,"972,830",G,"790,666",G,"2,282,126",H,"838,338",G,"798,499",G,"709,184",G
Business,"Annual payroll ($1,000)",Manufacturing,"3,859,136",H,"1,670,695",G,"1,730,320",G,"1,594,305",G,"2,932,284",G,"2,087,464",G,"2,151,039",G,"1,764,664",G
Business,"Annual payroll ($1,000)","Wholesale trade","2,725,980",G,"1,436,533",G,"615,215",G,"407,488",G,"1,608,392",G,"649,195",G,"968,077",G,"545,450",G
Business,"Annual payroll ($1,000)","Retail trade","1,136,423",G,"1,597,388",G,"1,525,629",G,"1,123,176",G,"1,293,311",G,"1,106,305",G,"1,441,496",G,"1,121,358",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","1,281,989",G,"340,979",G,"453,134",G,"317,080",G,"566,879",G,"681,789",G,"997,071",H,"463,131",G
Business,"Annual payroll ($1,000)",Information,"945,551",H,"1,707,154",H,"266,167",H,"103,860",G,"891,196",G,"132,417",G,"311,213",G,"134,627",H
Business,"Annual payroll ($1,000)","Finance and insurance","3,498,710",G,"3,405,103",G,"1,262,949",H,"474,937",H,"2,805,231",G,"519,221",G,"689,518",G,"454,767",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","749,281",H,"375,981",H,"183,183",G,"104,005",G,"472,024",G,"111,888",G,"280,820",G,"112,022",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","3,808,596",G,"3,000,954",G,"667,593",G,"463,276",G,"5,183,120",G,"391,113",G,"787,638",G,"274,283",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","5,005,039",G,"2,401,937",H,"292,343",H,"50,573",H,"1,410,174",G,"290,328",G,"820,105",G,"150,215",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","1,775,209",G,"910,413",G,"400,823",G,"234,715",G,"1,044,893",H,"341,014",G,"594,805",G,"238,178",G
Business,"Annual payroll ($1,000)","Educational services","2,859,417",H,"298,789",G,"140,066",H,"119,417",G,"339,751",G,"141,281",G,"121,698",H,"26,834",G
Business,"Annual payroll ($1,000)","Health care and social assistance","3,629,627",H,"4,382,472",H,"2,456,038",G,"1,563,776",G,"3,960,956",G,"1,847,746",G,"3,043,315",G,"2,312,697",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","571,935",H,"218,728",G,"80,711",G,"38,828",G,"688,827",G,"62,051",G,"158,981",G,"45,031",G
Business,"Annual payroll ($1,000)","Accommodation and food services","944,220",G,"791,504",G,"712,336",G,"474,792",G,"935,388",G,"496,039",G,"846,451",G,"467,093",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","772,037",G,"619,470",G,"441,066",G,"244,640",G,"765,532",G,"321,515",G,"455,503",G,"303,006",G
Business,"Annual payroll ($1,000)","Industries not classified","2,134",G,430,H,529,H,801,J,"4,088",H,529,H,410,H,982,H
Business,"Total Establishments","Total for all sectors","23,720",X,"21,737",X,"17,724",X,"16,259",X,"19,660",X,"17,043",X,"19,430",X,"17,384",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",6,X,23,X,28,X,51,X,5,X,65,X,42,X,95,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",5,X,18,X,28,X,35,X,9,X,59,X,23,X,71,X
Business,"Total Establishments",Utilities,36,X,34,X,54,X,58,X,29,X,83,X,49,X,72,X
Business,"Total Establishments",Construction,"1,099",X,"2,053",X,"2,197",X,"2,127",X,"1,432",X,"1,815",X,"1,949",X,"1,700",X
Business,"Total Establishments",Manufacturing,765,X,618,X,598,X,625,X,664,X,624,X,758,X,838,X
Business,"Total Establishments","Wholesale trade","1,196",X,"1,056",X,676,X,620,X,947,X,762,X,794,X,715,X
Business,"Total Establishments","Retail trade","2,213",X,"2,437",X,"2,352",X,"2,511",X,"2,288",X,"2,472",X,"2,950",X,"2,772",X
Business,"Total Establishments","Transportation and warehousing",750,X,608,X,527,X,678,X,578,X,830,X,835,X,863,X
Business,"Total Establishments",Information,409,X,346,X,278,X,257,X,372,X,296,X,301,X,264,X
Business,"Total Establishments","Finance and insurance","1,349",X,"1,983",X,"1,207",X,"1,016",X,"1,256",X,"1,211",X,"1,292",X,"1,150",X
Business,"Total Establishments","Real estate and rental and leasing","1,031",X,"1,139",X,869,X,694,X,"1,060",X,733,X,"1,105",X,643,X
Business,"Total Establishments","Professional, scientific, and technical services","2,441",X,"2,414",X,"1,495",X,"1,108",X,"2,432",X,"1,194",X,"1,551",X,981,X
Business,"Total Establishments","Management of companies and enterprises",607,X,255,X,86,X,41,X,163,X,74,X,107,X,69,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,106",X,"1,242",X,"1,010",X,812,X,"1,023",X,814,X,992,X,716,X
Business,"Total Establishments","Educational services",313,X,325,X,195,X,136,X,277,X,158,X,158,X,119,X
Business,"Total Establishments","Health care and social assistance","5,743",X,"3,193",X,"2,218",X,"1,914",X,"3,033",X,"2,085",X,"2,016",X,"2,664",X
Business,"Total Establishments","Arts, entertainment, and recreation",323,X,412,X,327,X,214,X,320,X,272,X,371,X,184,X
Business,"Total Establishments","Accommodation and food services","2,047",X,"1,634",X,"1,698",X,"1,481",X,"1,799",X,"1,445",X,"1,967",X,"1,513",X
Business,"Total Establishments","Other services (except public administration)","2,141",X,"1,931",X,"1,861",X,"1,859",X,"1,945",X,"2,010",X,"2,137",X,"1,872",X
Business,"Total Establishments","Industries not classified",140,X,16,X,20,X,22,X,28,X,41,X,33,X,83,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
