Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE"
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","301,270",G,"288,873",G,"475,578",G,"171,412",G,"105,670",G,"338,464",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","1,297,713",G,"1,699,190",G,"1,166,352",G,"835,914",H,"479,939",G,"1,733,034",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","621,126",G,"684,489",H,"176,982",G,"122,479",H,"164,628",G,"593,985",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","813,221",G,"660,355",G,"919,110",G,"327,839",G,"356,855",G,"924,100",G
Business,"Annual payroll ($1,000)","Educational services","631,079",H,"882,863",G,"129,841",G,"92,253",G,"96,493",G,"279,607",G
Business,"Annual payroll ($1,000)","Health care and social assistance","3,204,900",G,"2,096,981",G,"2,766,947",G,"2,846,452",G,"2,514,246",G,"2,684,544",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","633,332",J,"176,766",G,"58,368",G,"51,327",G,"47,240",H,"107,308",G
Business,"Annual payroll ($1,000)","Accommodation and food services","755,393",G,"1,219,448",G,"762,508",G,"528,954",G,"428,763",G,"745,717",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","495,979",G,"478,408",G,"369,230",G,"313,996",G,"335,072",G,"710,688",G
Business,"Annual payroll ($1,000)","Industries not classified",572,G,"1,111",H,"1,861",H,287,G,900,G,364,J
Business,"Total Establishments","Total for all sectors","20,153",X,"16,472",X,"19,694",X,"15,853",X,"16,362",X,"18,958",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",60,X,9,X,41,X,197,X,199,X,19,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",140,X,40,X,409,X,361,X,158,X,78,X
Business,"Total Establishments",Utilities,46,X,59,X,61,X,135,X,141,X,55,X
Business,"Total Establishments",Construction,"1,858",X,975,X,"1,652",X,"1,280",X,"1,293",X,"1,768",X
Business,"Total Establishments",Manufacturing,458,X,507,X,718,X,428,X,429,X,510,X
Business,"Total Establishments","Wholesale trade","1,086",X,666,X,975,X,680,X,642,X,946,X
Business,"Total Establishments","Retail trade","2,594",X,"2,560",X,"2,874",X,"2,497",X,"2,715",X,"2,682",X
Business,"Total Establishments","Transportation and warehousing",772,X,737,X,707,X,603,X,562,X,527,X
Business,"Total Establishments",Information,255,X,288,X,245,X,245,X,253,X,239,X
Business,"Total Establishments","Finance and insurance","1,453",X,828,X,"1,296",X,"1,135",X,"1,168",X,"1,345",X
Business,"Total Establishments","Real estate and rental and leasing","1,074",X,866,X,"1,035",X,771,X,747,X,"1,029",X
Business,"Total Establishments","Professional, scientific, and technical services","2,578",X,"1,998",X,"2,397",X,"1,414",X,"1,486",X,"2,397",X
Business,"Total Establishments","Management of companies and enterprises",156,X,122,X,93,X,67,X,59,X,113,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,133",X,742,X,896,X,605,X,665,X,998,X
Business,"Total Establishments","Educational services",243,X,292,X,200,X,149,X,146,X,262,X
Business,"Total Establishments","Health care and social assistance","2,350",X,"1,606",X,"2,518",X,"2,051",X,"2,427",X,"2,078",X
Business,"Total Establishments","Arts, entertainment, and recreation",344,X,306,X,288,X,209,X,209,X,279,X
Business,"Total Establishments","Accommodation and food services","1,959",X,"2,259",X,"1,705",X,"1,391",X,"1,353",X,"1,845",X
Business,"Total Establishments","Other services (except public administration)","1,583",X,"1,595",X,"1,571",X,"1,623",X,"1,688",X,"1,776",X
Business,"Total Establishments","Industries not classified",11,X,17,X,13,X,12,X,22,X,12,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
