Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE"
Workers,Industry,Construction,"18,557","(+/-2,563)","15,555","(+/-2,721)","23,067","(+/-3,413)","21,877","(+/-2,757)","16,014","(+/-2,604)","22,318","(+/-2,751)","13,815","(+/-3,032)","22,798","(+/-2,972)","12,805","(+/-2,032)","19,061","(+/-2,454)","21,143","(+/-2,344)","20,631","(+/-2,404)","17,775","(+/-2,438)","23,054","(+/-3,015)","22,420","(+/-2,057)","23,659","(+/-2,514)","18,821","(+/-2,255)"
Workers,Industry,Manufacturing,"28,598","(+/-3,833)","34,723","(+/-3,654)","45,521","(+/-4,679)","48,032","(+/-4,157)","36,894","(+/-3,853)","33,678","(+/-3,367)","30,196","(+/-4,163)","62,626","(+/-4,643)","36,717","(+/-3,486)","55,207","(+/-4,274)","51,255","(+/-3,871)","38,850","(+/-2,381)","31,252","(+/-3,710)","42,994","(+/-3,589)","42,347","(+/-3,053)","65,253","(+/-4,052)","53,123","(+/-4,033)"
Workers,Industry,"Wholesale trade","7,853","(+/-2,037)","6,451","(+/-1,572)","8,552","(+/-1,515)","11,543","(+/-2,376)","10,359","(+/-1,765)","11,034","(+/-1,904)","6,277","(+/-1,554)","11,682","(+/-2,034)","7,889","(+/-1,517)","12,400","(+/-1,885)","13,462","(+/-1,946)","5,854","(+/-1,029)","5,269","(+/-1,426)","9,075","(+/-1,591)","9,566","(+/-1,464)","8,278","(+/-1,568)","6,884","(+/-1,382)"
Workers,Industry,"Retail trade","33,048","(+/-4,506)","34,948","(+/-3,348)","37,633","(+/-4,155)","33,349","(+/-3,630)","29,413","(+/-2,920)","35,452","(+/-3,668)","26,557","(+/-3,413)","42,576","(+/-3,577)","37,050","(+/-3,837)","40,401","(+/-3,464)","46,635","(+/-4,109)","38,907","(+/-3,124)","37,419","(+/-3,683)","48,676","(+/-4,356)","38,964","(+/-2,888)","37,269","(+/-3,006)","42,064","(+/-3,485)"
Workers,Industry,"Transportation and warehousing, and utilities","32,950","(+/-3,792)","39,133","(+/-4,969)","27,582","(+/-3,143)","32,593","(+/-4,526)","21,362","(+/-3,288)","29,554","(+/-3,833)","24,913","(+/-4,104)","29,140","(+/-3,101)","18,526","(+/-3,048)","18,886","(+/-2,781)","26,499","(+/-3,284)","22,685","(+/-2,427)","21,303","(+/-2,214)","35,807","(+/-3,678)","19,673","(+/-1,712)","23,063","(+/-2,248)","22,324","(+/-2,871)"
Workers,Industry,Information,"3,688",(+/-974),"3,979","(+/-1,181)","7,248","(+/-1,406)","4,650","(+/-1,251)","12,821","(+/-2,493)","7,813","(+/-1,659)","6,516","(+/-1,738)","6,868","(+/-1,495)","9,245","(+/-1,812)","6,813","(+/-1,573)","6,798","(+/-1,368)","4,234","(+/-1,016)","4,386","(+/-1,051)","6,967","(+/-1,611)","4,632",(+/-983),"3,860","(+/-1,012)","3,496",(+/-905)
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","20,983","(+/-2,864)","19,799","(+/-2,838)","27,106","(+/-3,354)","18,658","(+/-2,464)","51,739","(+/-3,990)","31,641","(+/-3,191)","41,173","(+/-5,760)","28,655","(+/-2,818)","35,348","(+/-2,938)","30,095","(+/-2,660)","33,673","(+/-3,419)","17,027","(+/-2,210)","16,235","(+/-2,099)","26,020","(+/-2,989)","19,530","(+/-2,072)","27,776","(+/-2,218)","18,382","(+/-2,141)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","39,469","(+/-4,209)","26,358","(+/-3,351)","57,383","(+/-4,633)","42,858","(+/-4,211)","106,893","(+/-6,798)","50,096","(+/-3,916)","82,646","(+/-6,484)","49,863","(+/-3,784)","63,674","(+/-5,065)","54,575","(+/-3,903)","55,714","(+/-4,370)","22,767","(+/-2,201)","34,260","(+/-4,184)","49,213","(+/-3,828)","27,148","(+/-2,925)","30,161","(+/-2,682)","28,348","(+/-2,370)"
Workers,Industry,"Educational services, and health care and social assistance","98,715","(+/-7,063)","86,169","(+/-5,062)","82,252","(+/-5,348)","65,932","(+/-5,609)","99,254","(+/-6,111)","85,671","(+/-4,607)","94,406","(+/-8,408)","80,791","(+/-5,569)","105,015","(+/-6,319)","77,912","(+/-4,843)","86,756","(+/-5,219)","87,218","(+/-4,245)","99,739","(+/-5,536)","86,308","(+/-5,020)","87,808","(+/-4,562)","86,811","(+/-4,555)","90,516","(+/-4,984)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","24,589","(+/-3,568)","23,608","(+/-3,364)","40,457","(+/-4,621)","42,684","(+/-5,290)","32,060","(+/-3,785)","28,151","(+/-2,998)","34,035","(+/-4,718)","31,700","(+/-3,699)","36,832","(+/-4,178)","33,340","(+/-3,631)","32,386","(+/-3,431)","23,788","(+/-2,306)","32,424","(+/-4,020)","30,434","(+/-3,222)","23,703","(+/-2,321)","27,992","(+/-2,825)","29,159","(+/-3,102)"
Workers,Industry,"Other services, except public administration","14,366","(+/-2,296)","15,840","(+/-2,387)","20,557","(+/-2,789)","19,093","(+/-2,988)","17,358","(+/-2,500)","16,141","(+/-2,194)","18,401","(+/-3,093)","17,956","(+/-2,641)","20,915","(+/-3,099)","14,596","(+/-1,930)","18,548","(+/-2,679)","17,120","(+/-1,529)","16,106","(+/-2,292)","18,893","(+/-2,613)","16,950","(+/-2,117)","17,243","(+/-2,353)","14,491","(+/-1,956)"
Workers,Industry,"Public administration","16,695","(+/-2,739)","11,885","(+/-1,918)","10,840","(+/-1,985)","12,284","(+/-2,797)","13,828","(+/-2,414)","16,005","(+/-2,453)","15,330","(+/-3,354)","8,880","(+/-1,373)","8,217","(+/-1,897)","11,140","(+/-1,788)","12,157","(+/-2,343)","22,390","(+/-2,487)","21,494","(+/-2,609)","11,566","(+/-1,770)","22,140","(+/-1,996)","13,058","(+/-1,822)","11,709","(+/-1,506)"
Workers,"Class of Worker","Civilian employed population 16 years and over","342,015","(+/-13,111)","322,025","(+/-9,154)","389,127","(+/-13,292)","353,986","(+/-12,493)","448,560","(+/-12,128)","368,386","(+/-8,854)","394,953","(+/-13,768)","395,286","(+/-10,279)","393,399","(+/-12,032)","375,777","(+/-8,265)","407,143","(+/-8,998)","334,813","(+/-6,450)","341,437","(+/-7,457)","392,872","(+/-8,246)","351,458","(+/-8,023)","373,526","(+/-6,704)","344,367","(+/-7,036)"
Workers,"Class of Worker","Private wage and salary workers","269,146","(+/-11,460)","258,009","(+/-8,674)","330,802","(+/-12,298)","294,624","(+/-9,749)","379,909","(+/-12,593)","302,552","(+/-8,218)","328,654","(+/-12,946)","342,013","(+/-9,992)","334,886","(+/-11,425)","313,760","(+/-7,719)","344,513","(+/-9,101)","249,432","(+/-6,041)","257,466","(+/-8,401)","327,370","(+/-8,555)","269,091","(+/-7,554)","306,708","(+/-6,543)","281,144","(+/-6,900)"
Workers,"Class of Worker","Government workers","60,277","(+/-5,352)","48,819","(+/-4,364)","40,221","(+/-4,457)","41,412","(+/-5,765)","47,378","(+/-4,655)","49,420","(+/-4,104)","51,336","(+/-5,596)","37,554","(+/-3,039)","38,099","(+/-3,266)","43,918","(+/-3,716)","48,196","(+/-4,141)","62,943","(+/-3,794)","68,162","(+/-4,104)","47,657","(+/-3,408)","60,171","(+/-3,866)","46,026","(+/-3,038)","47,160","(+/-3,258)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","12,395","(+/-2,319)","14,665","(+/-2,576)","17,517","(+/-2,827)","17,119","(+/-2,940)","20,416","(+/-2,824)","16,099","(+/-2,484)","14,817","(+/-2,391)","14,991","(+/-2,708)","19,755","(+/-2,561)","17,637","(+/-2,508)","13,410","(+/-2,213)","21,679","(+/-2,108)","15,246","(+/-2,620)","17,291","(+/-2,322)","21,578","(+/-2,463)","19,891","(+/-2,792)","15,788","(+/-2,408)"
Workers,"Class of Worker","Unpaid family workers",197,(+/-253),532,(+/-564),587,(+/-636),831,(+/-456),857,(+/-913),315,(+/-196),146,(+/-170),728,(+/-588),659,(+/-533),462,(+/-290),"1,024",(+/-570),759,(+/-417),563,(+/-419),554,(+/-586),618,(+/-366),901,(+/-468),275,(+/-234)
Housing,"Housing Occupancy","Total housing units","325,013","(+/-8,287)","327,910","(+/-7,158)","291,406","(+/-7,390)","265,472","(+/-6,666)","367,559","(+/-7,041)","312,258","(+/-5,670)","368,801","(+/-9,491)","289,978","(+/-6,075)","326,322","(+/-7,308)","287,613","(+/-3,566)","292,006","(+/-4,817)","348,814","(+/-2,270)","357,272","(+/-4,048)","286,608","(+/-3,741)","341,093","(+/-3,492)","328,975","(+/-4,549)","353,627","(+/-3,581)"
Housing,"Housing Occupancy","Occupied housing units","298,665","(+/-8,175)","291,541","(+/-7,052)","275,205","(+/-7,216)","247,835","(+/-6,457)","346,882","(+/-7,524)","298,572","(+/-5,587)","334,019","(+/-9,564)","280,622","(+/-5,571)","312,197","(+/-6,870)","273,906","(+/-4,232)","283,965","(+/-4,790)","306,758","(+/-3,980)","319,582","(+/-5,268)","270,841","(+/-3,733)","307,990","(+/-4,508)","304,873","(+/-5,296)","317,835","(+/-4,655)"
Housing,"Housing Occupancy","Vacant housing units","26,348","(+/-2,990)","36,369","(+/-3,851)","16,201","(+/-2,815)","17,637","(+/-2,297)","20,677","(+/-3,609)","13,686","(+/-2,132)","34,782","(+/-3,627)","9,356","(+/-2,254)","14,125","(+/-2,630)","13,707","(+/-2,716)","8,041","(+/-1,741)","42,056","(+/-3,691)","37,690","(+/-4,286)","15,767","(+/-2,363)","33,103","(+/-3,116)","24,102","(+/-3,097)","35,792","(+/-3,688)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.0,(+/-0.4),1.3,(+/-0.4),0.9,(+/-0.5),0.7,(+/-0.4),0.4,(+/-0.3),0.4,(+/-0.3),1.7,(+/-0.7),0.4,(+/-0.4),0.5,(+/-0.4),0.5,(+/-0.3),0.5,(+/-0.3),1.4,(+/-0.4),0.4,(+/-0.3),0.5,(+/-0.3),0.8,(+/-0.3),0.7,(+/-0.4),1.0,(+/-0.4)
Housing,"Housing Occupancy","Rental vacancy rate",4.9,(+/-1.3),6.5,(+/-1.6),2.2,(+/-0.7),1.8,(+/-1.0),2.1,(+/-0.7),3.0,(+/-1.3),3.3,(+/-1.0),2.1,(+/-1.2),3.2,(+/-1.0),4.9,(+/-2.1),2.6,(+/-1.3),3.2,(+/-1.0),7.6,(+/-1.7),4.1,(+/-1.3),5.2,(+/-1.6),2.6,(+/-1.1),9.4,(+/-1.8)
Housing,"Housing Tenure","Occupied housing units","298,665","(+/-8,175)","291,541","(+/-7,052)","275,205","(+/-7,216)","247,835","(+/-6,457)","346,882","(+/-7,524)","298,572","(+/-5,587)","334,019","(+/-9,564)","280,622","(+/-5,571)","312,197","(+/-6,870)","273,906","(+/-4,232)","283,965","(+/-4,790)","306,758","(+/-3,980)","319,582","(+/-5,268)","270,841","(+/-3,733)","307,990","(+/-4,508)","304,873","(+/-5,296)","317,835","(+/-4,655)"
Housing,"Housing Tenure",Owner-occupied,"189,080","(+/-6,509)","187,397","(+/-5,384)","157,562","(+/-7,000)","159,104","(+/-5,137)","204,788","(+/-5,761)","230,179","(+/-5,217)","143,992","(+/-7,855)","202,843","(+/-5,843)","191,363","(+/-4,841)","209,050","(+/-5,237)","216,419","(+/-4,959)","227,638","(+/-4,935)","200,289","(+/-4,953)","207,143","(+/-5,040)","236,456","(+/-4,705)","242,471","(+/-4,891)","210,975","(+/-5,292)"
Housing,"Housing Tenure",Renter-occupied,"109,585","(+/-6,382)","104,144","(+/-5,150)","117,643","(+/-6,070)","88,731","(+/-5,228)","142,094","(+/-6,020)","68,393","(+/-4,426)","190,027","(+/-8,667)","77,779","(+/-4,270)","120,834","(+/-6,056)","64,856","(+/-4,416)","67,546","(+/-4,891)","79,120","(+/-3,210)","119,293","(+/-4,496)","63,698","(+/-3,959)","71,534","(+/-3,608)","62,402","(+/-3,941)","106,860","(+/-4,424)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.70,(+/-0.08),2.57,(+/-0.07),2.78,(+/-0.08),2.98,(+/-0.08),2.44,(+/-0.04),2.53,(+/-0.05),2.50,(+/-0.09),2.67,(+/-0.05),2.52,(+/-0.06),2.75,(+/-0.05),2.77,(+/-0.04),2.44,(+/-0.04),2.35,(+/-0.05),2.84,(+/-0.05),2.43,(+/-0.03),2.55,(+/-0.04),2.29,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.10,(+/-0.09),2.13,(+/-0.08),2.33,(+/-0.09),2.48,(+/-0.10),1.73,(+/-0.05),1.97,(+/-0.10),1.87,(+/-0.06),2.37,(+/-0.09),1.97,(+/-0.08),2.34,(+/-0.11),2.26,(+/-0.11),2.07,(+/-0.08),1.90,(+/-0.06),2.38,(+/-0.11),2.02,(+/-0.07),2.03,(+/-0.10),1.97,(+/-0.07)
Housing,"Year Householder Moved into Unit","Occupied housing units","298,665","(+/-8,175)","291,541","(+/-7,052)","275,205","(+/-7,216)","247,835","(+/-6,457)","346,882","(+/-7,524)","298,572","(+/-5,587)","334,019","(+/-9,564)","280,622","(+/-5,571)","312,197","(+/-6,870)","273,906","(+/-4,232)","283,965","(+/-4,790)","306,758","(+/-3,980)","319,582","(+/-5,268)","270,841","(+/-3,733)","307,990","(+/-4,508)","304,873","(+/-5,296)","317,835","(+/-4,655)"
Housing,"Year Householder Moved into Unit","Moved in 2021 or later","60,920","(+/-5,195)","63,429","(+/-4,691)","76,310","(+/-5,386)","47,342","(+/-4,065)","125,207","(+/-6,583)","64,997","(+/-4,578)","119,159","(+/-7,280)","62,250","(+/-4,342)","91,335","(+/-5,164)","63,598","(+/-3,705)","65,678","(+/-3,818)","64,350","(+/-3,672)","93,806","(+/-5,060)","58,819","(+/-3,389)","60,983","(+/-3,789)","60,632","(+/-3,533)","81,795","(+/-4,712)"
Housing,"Year Householder Moved into Unit","Moved in 2018 to 2020","47,737","(+/-4,456)","49,727","(+/-4,420)","49,757","(+/-3,774)","40,749","(+/-4,172)","55,348","(+/-3,960)","52,514","(+/-4,189)","64,761","(+/-5,356)","54,671","(+/-4,213)","52,864","(+/-4,861)","52,025","(+/-3,644)","51,197","(+/-3,745)","51,312","(+/-2,816)","57,641","(+/-4,319)","48,359","(+/-3,588)","52,808","(+/-3,673)","54,369","(+/-3,720)","56,169","(+/-4,024)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2017","69,763","(+/-4,502)","63,658","(+/-5,262)","57,553","(+/-4,131)","59,037","(+/-4,783)","65,325","(+/-3,804)","56,510","(+/-4,030)","67,164","(+/-4,919)","61,349","(+/-3,917)","66,658","(+/-4,594)","57,645","(+/-3,358)","63,753","(+/-3,950)","67,640","(+/-3,406)","65,649","(+/-4,161)","61,509","(+/-3,427)","71,687","(+/-4,046)","67,493","(+/-3,355)","68,189","(+/-3,918)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","47,364","(+/-4,045)","45,689","(+/-3,326)","41,601","(+/-4,180)","44,356","(+/-3,808)","44,064","(+/-3,825)","47,622","(+/-3,558)","36,705","(+/-3,858)","47,425","(+/-3,760)","44,943","(+/-4,034)","47,528","(+/-3,113)","54,838","(+/-3,227)","50,687","(+/-2,655)","42,300","(+/-3,248)","57,947","(+/-3,289)","50,773","(+/-2,959)","53,377","(+/-3,086)","48,099","(+/-2,976)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","33,545","(+/-3,336)","32,880","(+/-3,223)","25,268","(+/-2,665)","30,570","(+/-3,079)","28,757","(+/-2,818)","35,962","(+/-3,306)","20,423","(+/-3,660)","30,877","(+/-3,009)","29,368","(+/-2,568)","31,842","(+/-2,713)","30,846","(+/-2,314)","34,912","(+/-2,372)","27,241","(+/-2,510)","24,625","(+/-2,171)","32,224","(+/-2,023)","33,606","(+/-2,344)","29,924","(+/-2,241)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","39,336","(+/-2,661)","36,158","(+/-3,035)","24,716","(+/-2,463)","25,781","(+/-2,490)","28,181","(+/-2,757)","40,967","(+/-3,185)","25,807","(+/-3,040)","24,050","(+/-2,281)","27,029","(+/-3,163)","21,268","(+/-2,016)","17,653","(+/-1,662)","37,857","(+/-1,986)","32,945","(+/-2,463)","19,582","(+/-1,965)","39,515","(+/-2,409)","35,396","(+/-2,109)","33,659","(+/-2,061)"
Housing,Value,"Owner-occupied units","189,080","(+/-6,509)","187,397","(+/-5,384)","157,562","(+/-7,000)","159,104","(+/-5,137)","204,788","(+/-5,761)","230,179","(+/-5,217)","143,992","(+/-7,855)","202,843","(+/-5,843)","191,363","(+/-4,841)","209,050","(+/-5,237)","216,419","(+/-4,959)","227,638","(+/-4,935)","200,289","(+/-4,953)","207,143","(+/-5,040)","236,456","(+/-4,705)","242,471","(+/-4,891)","210,975","(+/-5,292)"
Housing,Value,"Less than $50,000","9,457","(+/-1,874)","17,043","(+/-2,097)","5,898","(+/-1,106)","6,144","(+/-1,343)","2,600",(+/-904),"7,027","(+/-1,494)","4,520","(+/-1,466)","5,181","(+/-1,318)","5,116","(+/-1,429)","6,244","(+/-1,483)","4,177",(+/-859),"30,204","(+/-2,433)","21,044","(+/-2,375)","6,993","(+/-1,283)","22,950","(+/-1,920)","12,019","(+/-1,669)","19,943","(+/-1,904)"
Housing,Value,"$50,000 to $99,999","7,634","(+/-1,545)","27,438","(+/-2,621)","1,101",(+/-587),"2,310",(+/-791),"1,147",(+/-537),"2,962","(+/-1,058)","6,226","(+/-1,341)","2,708",(+/-895),"1,809",(+/-599),"2,872","(+/-1,041)","2,871",(+/-944),"47,473","(+/-3,031)","40,692","(+/-2,888)","7,799","(+/-1,062)","48,770","(+/-2,629)","27,212","(+/-2,037)","51,842","(+/-2,966)"
Housing,Value,"$100,000 to $149,999","14,914","(+/-2,608)","32,848","(+/-3,218)","4,976","(+/-1,396)","6,135","(+/-1,788)","6,054","(+/-1,494)","12,403","(+/-2,423)","8,420","(+/-2,090)","8,102","(+/-1,700)","8,415","(+/-1,552)","10,615","(+/-1,916)","8,218","(+/-1,580)","33,661","(+/-2,133)","34,375","(+/-2,686)","15,731","(+/-1,884)","42,723","(+/-2,695)","38,430","(+/-2,814)","51,894","(+/-3,109)"
Housing,Value,"$150,000 to $199,999","23,419","(+/-2,370)","34,040","(+/-2,907)","8,915","(+/-1,523)","14,655","(+/-2,436)","7,911","(+/-1,905)","16,918","(+/-2,335)","12,312","(+/-2,545)","17,665","(+/-2,718)","12,217","(+/-1,958)","23,038","(+/-2,675)","16,212","(+/-2,149)","32,635","(+/-2,572)","31,821","(+/-2,932)","21,920","(+/-2,369)","36,831","(+/-2,716)","44,934","(+/-3,086)","37,608","(+/-2,618)"
Housing,Value,"$200,000 to $299,999","57,881","(+/-4,229)","46,979","(+/-3,214)","35,705","(+/-3,250)","58,236","(+/-4,403)","31,690","(+/-4,004)","56,129","(+/-3,997)","34,106","(+/-3,737)","56,325","(+/-3,463)","31,305","(+/-2,800)","48,022","(+/-3,529)","53,527","(+/-3,894)","43,006","(+/-2,869)","40,291","(+/-2,676)","62,536","(+/-3,907)","44,900","(+/-3,054)","62,009","(+/-3,391)","30,929","(+/-2,733)"
Housing,Value,"$300,000 to $499,999","53,938","(+/-3,623)","23,754","(+/-2,741)","65,508","(+/-4,146)","48,143","(+/-3,750)","76,338","(+/-4,078)","92,127","(+/-3,852)","40,091","(+/-4,293)","86,920","(+/-4,969)","77,460","(+/-3,781)","60,795","(+/-3,663)","88,319","(+/-3,670)","30,726","(+/-2,282)","25,851","(+/-2,211)","68,135","(+/-3,692)","31,722","(+/-2,380)","46,507","(+/-3,247)","14,213","(+/-1,747)"
Housing,Value,"$500,000 to $999,999","19,081","(+/-2,234)","4,639","(+/-1,473)","33,015","(+/-2,356)","17,626","(+/-2,373)","61,837","(+/-3,766)","35,367","(+/-2,800)","30,432","(+/-3,613)","23,256","(+/-2,545)","43,827","(+/-3,143)","41,628","(+/-2,789)","38,708","(+/-2,327)","8,640","(+/-1,305)","5,591","(+/-1,364)","22,721","(+/-1,994)","7,025","(+/-1,113)","9,247","(+/-1,446)","3,727",(+/-971)
Housing,Value,"$1,000,000 or more","2,756","(+/-1,047)",656,(+/-346),"2,444",(+/-500),"5,855","(+/-1,050)","17,211","(+/-2,493)","7,246","(+/-1,210)","7,885","(+/-2,563)","2,686","(+/-1,038)","11,214","(+/-1,486)","15,836","(+/-1,648)","4,387",(+/-943),"1,293",(+/-431),624,(+/-317),"1,308",(+/-628),"1,535",(+/-605),"2,113",(+/-670),819,(+/-343)
Housing,Value,"Median (dollars)","264,900","(+/-6,020)","171,900","(+/-3,939)","353,900","(+/-6,372)","287,300","(+/-5,874)","438,100","(+/-11,031)","331,900","(+/-5,858)","323,700","(+/-16,207)","319,900","(+/-6,046)","378,500","(+/-6,244)","336,600","(+/-8,224)","345,000","(+/-5,666)","153,200","(+/-4,167)","155,100","(+/-4,379)","281,300","(+/-4,770)","154,100","(+/-3,836)","198,200","(+/-4,483)","129,500","(+/-3,556)"
Housing,"Mortgage Status","Owner-occupied units","189,080","(+/-6,509)","187,397","(+/-5,384)","157,562","(+/-7,000)","159,104","(+/-5,137)","204,788","(+/-5,761)","230,179","(+/-5,217)","143,992","(+/-7,855)","202,843","(+/-5,843)","191,363","(+/-4,841)","209,050","(+/-5,237)","216,419","(+/-4,959)","227,638","(+/-4,935)","200,289","(+/-4,953)","207,143","(+/-5,040)","236,456","(+/-4,705)","242,471","(+/-4,891)","210,975","(+/-5,292)"
Housing,"Mortgage Status","Housing units with a mortgage","118,812","(+/-5,791)","106,946","(+/-4,985)","99,156","(+/-5,168)","97,140","(+/-5,304)","135,331","(+/-4,810)","137,255","(+/-4,473)","95,716","(+/-6,472)","131,118","(+/-5,114)","120,313","(+/-4,197)","132,234","(+/-4,749)","144,931","(+/-5,130)","110,924","(+/-3,699)","110,373","(+/-4,451)","139,628","(+/-4,843)","128,637","(+/-4,801)","139,121","(+/-3,736)","112,088","(+/-4,011)"
Housing,"Mortgage Status","Housing units without a mortgage","70,268","(+/-4,179)","80,451","(+/-5,495)","58,406","(+/-4,279)","61,964","(+/-3,854)","69,457","(+/-4,037)","92,924","(+/-3,989)","48,276","(+/-4,094)","71,725","(+/-3,958)","71,050","(+/-4,450)","76,816","(+/-4,018)","71,488","(+/-4,290)","116,714","(+/-3,612)","89,916","(+/-4,452)","67,515","(+/-3,699)","107,819","(+/-3,514)","103,350","(+/-3,481)","98,887","(+/-3,875)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","118,812","(+/-5,791)","106,946","(+/-4,985)","99,156","(+/-5,168)","97,140","(+/-5,304)","135,331","(+/-4,810)","137,255","(+/-4,473)","95,716","(+/-6,472)","131,118","(+/-5,114)","120,313","(+/-4,197)","132,234","(+/-4,749)","144,931","(+/-5,130)","110,924","(+/-3,699)","110,373","(+/-4,451)","139,628","(+/-4,843)","128,637","(+/-4,801)","139,121","(+/-3,736)","112,088","(+/-4,011)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",293,(+/-215),"1,209",(+/-590),290,(+/-337),487,(+/-475),574,(+/-475),777,(+/-492),114,(+/-143),258,(+/-228),444,(+/-339),622,(+/-380),394,(+/-250),"1,096",(+/-364),"1,132",(+/-541),"1,128",(+/-590),975,(+/-336),877,(+/-432),"1,411",(+/-583)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","8,355","(+/-1,894)","15,546","(+/-1,999)","3,299",(+/-923),"4,894","(+/-1,403)","2,097",(+/-826),"6,134","(+/-1,535)","3,848","(+/-1,051)","3,616",(+/-873),"3,842",(+/-838),"3,978","(+/-1,075)","5,444","(+/-1,309)","27,823","(+/-1,931)","22,817","(+/-2,396)","8,520","(+/-1,357)","31,593","(+/-2,228)","19,209","(+/-1,980)","29,737","(+/-2,467)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","25,458","(+/-2,722)","32,463","(+/-2,672)","11,991","(+/-1,883)","17,019","(+/-2,358)","11,662","(+/-2,192)","23,049","(+/-2,985)","11,959","(+/-1,953)","23,046","(+/-2,943)","13,144","(+/-2,020)","21,193","(+/-2,606)","19,356","(+/-2,543)","34,195","(+/-2,301)","38,003","(+/-3,444)","25,447","(+/-2,632)","45,497","(+/-2,967)","42,391","(+/-2,478)","48,039","(+/-3,330)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","31,154","(+/-3,014)","28,636","(+/-3,177)","19,455","(+/-2,548)","28,946","(+/-3,276)","19,098","(+/-2,599)","32,297","(+/-2,631)","18,176","(+/-2,265)","35,188","(+/-2,604)","19,321","(+/-2,466)","26,602","(+/-2,300)","32,284","(+/-3,064)","21,407","(+/-2,013)","25,457","(+/-2,549)","36,795","(+/-3,378)","26,506","(+/-2,200)","36,740","(+/-2,553)","18,672","(+/-1,818)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","21,304","(+/-2,665)","15,879","(+/-2,269)","23,553","(+/-2,610)","20,222","(+/-2,982)","23,088","(+/-2,461)","32,588","(+/-2,647)","18,096","(+/-3,215)","30,956","(+/-2,783)","25,289","(+/-2,427)","23,212","(+/-2,188)","31,575","(+/-2,451)","13,766","(+/-1,665)","12,589","(+/-2,147)","32,263","(+/-2,839)","12,516","(+/-1,814)","21,043","(+/-2,396)","8,132","(+/-1,438)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","14,291","(+/-2,008)","6,455","(+/-1,650)","17,528","(+/-2,181)","9,158","(+/-1,870)","25,961","(+/-2,822)","17,907","(+/-1,901)","12,475","(+/-3,454)","18,083","(+/-2,062)","18,401","(+/-2,028)","15,937","(+/-2,101)","23,802","(+/-2,471)","6,409","(+/-1,110)","5,386","(+/-1,140)","15,331","(+/-1,907)","6,371","(+/-1,222)","10,891","(+/-1,550)","2,974",(+/-862)
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","17,957","(+/-2,126)","6,758","(+/-1,505)","23,040","(+/-2,367)","16,414","(+/-1,903)","52,851","(+/-3,519)","24,503","(+/-2,653)","31,048","(+/-3,607)","19,971","(+/-2,260)","39,872","(+/-2,874)","40,690","(+/-3,047)","32,076","(+/-2,671)","6,228","(+/-1,305)","4,989","(+/-1,222)","20,144","(+/-2,133)","5,179","(+/-1,012)","7,970","(+/-1,222)","3,123",(+/-792)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,901",(+/-46),"1,563",(+/-33),"2,309",(+/-44),"1,957",(+/-42),"2,715",(+/-63),"2,098",(+/-42),"2,380",(+/-90),"2,056",(+/-46),"2,463",(+/-51),"2,296",(+/-60),"2,237",(+/-46),"1,391",(+/-26),"1,405",(+/-36),"1,971",(+/-43),"1,340",(+/-24),"1,583",(+/-29),"1,222",(+/-23)
