Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",15.0,(+/-3.1),7.6,(+/-1.9),12.3,(+/-1.7),27.1,(+/-3.3),6.1,(+/-1.4),10.6,(+/-2.1),11.8,(+/-1.8),10.1,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",14.9,(+/-3.1),7.3,(+/-2.0),11.9,(+/-1.7),27.1,(+/-3.3),5.9,(+/-1.3),10.0,(+/-2.1),11.2,(+/-1.8),9.7,(+/-2.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",13.5,(+/-4.8),6.7,(+/-3.4),14.8,(+/-2.9),28.9,(+/-6.0),6.4,(+/-2.7),11.6,(+/-3.5),13.3,(+/-2.9),9.3,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",15.4,(+/-3.1),7.5,(+/-2.3),10.9,(+/-1.7),26.5,(+/-3.3),5.8,(+/-1.5),9.5,(+/-2.1),10.6,(+/-1.8),9.8,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",9.6,(+/-0.9),10.3,(+/-0.8),11.6,(+/-0.8),16.6,(+/-1.0),7.0,(+/-0.7),8.5,(+/-0.8),9.1,(+/-0.5),8.6,(+/-0.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",10.1,(+/-1.7),7.7,(+/-1.2),9.9,(+/-1.0),15.1,(+/-1.6),10.4,(+/-1.5),9.1,(+/-1.2),9.7,(+/-0.9),9.5,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",8.0,(+/-1.3),4.5,(+/-0.9),6.9,(+/-0.8),16.3,(+/-1.6),4.4,(+/-0.6),5.5,(+/-0.9),6.6,(+/-0.8),6.1,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",20.4,(+/-2.1),22.7,(+/-1.7),26.4,(+/-1.8),26.6,(+/-2.0),16.6,(+/-1.6),20.6,(+/-1.5),20.9,(+/-1.1),19.2,(+/-1.5)
Education,"School Enrollment","Population 3 years and over enrolled in school","163,454","(+/-4,817)","188,398","(+/-5,601)","175,517","(+/-4,588)","184,234","(+/-4,664)","160,944","(+/-4,040)","154,474","(+/-3,352)","147,628","(+/-3,353)","164,361","(+/-3,561)"
Education,"School Enrollment","Nursery school, preschool","8,169","(+/-1,580)","10,904","(+/-1,449)","9,040","(+/-1,231)","6,775","(+/-1,414)","11,035","(+/-1,427)","9,039","(+/-1,029)","8,288",(+/-872),"11,248","(+/-1,535)"
Education,"School Enrollment",Kindergarten,"11,199","(+/-2,210)","9,376","(+/-1,530)","7,322",(+/-996),"13,846","(+/-2,337)","9,883","(+/-1,458)","7,304","(+/-1,142)","7,850",(+/-998),"7,669","(+/-1,108)"
Education,"School Enrollment","Elementary school (grades 1-8)","67,238","(+/-3,362)","64,185","(+/-2,013)","67,778","(+/-2,377)","79,103","(+/-3,419)","67,501","(+/-2,611)","68,346","(+/-1,902)","70,465","(+/-2,012)","73,662","(+/-2,097)"
Education,"School Enrollment","High school (grades 9-12)","39,359","(+/-2,565)","35,025","(+/-1,768)","35,186","(+/-1,795)","39,278","(+/-2,849)","39,509","(+/-2,468)","36,959","(+/-1,742)","36,396","(+/-1,331)","39,414","(+/-2,025)"
Education,"School Enrollment","College or graduate school","37,489","(+/-2,732)","68,908","(+/-4,630)","56,191","(+/-3,148)","45,232","(+/-3,145)","33,016","(+/-2,717)","32,826","(+/-2,615)","24,629","(+/-2,037)","32,368","(+/-2,643)"
Education,"Educational Attainment","Population 25 years and over","510,102","(+/-5,128)","508,734","(+/-2,600)","500,342","(+/-2,650)","469,872","(+/-5,050)","536,488","(+/-3,862)","525,272","(+/-2,865)","544,338","(+/-2,824)","521,068","(+/-2,434)"
Education,"Educational Attainment","Less than 9th grade","11,201","(+/-2,049)","9,042","(+/-1,738)","13,085","(+/-1,604)","25,131","(+/-2,508)","5,866","(+/-1,183)","10,284","(+/-1,485)","13,351","(+/-1,461)","10,549","(+/-1,532)"
Education,"Educational Attainment","9th to 12th grade, no diploma","25,079","(+/-2,709)","11,628","(+/-1,835)","17,485","(+/-1,594)","31,826","(+/-3,874)","12,213","(+/-1,650)","22,561","(+/-2,087)","22,642","(+/-2,100)","18,979","(+/-2,031)"
Education,"Educational Attainment","High school graduate (includes equivalency)","152,805","(+/-6,170)","113,034","(+/-4,709)","162,838","(+/-4,125)","126,149","(+/-6,136)","133,998","(+/-5,386)","169,124","(+/-5,285)","182,001","(+/-5,091)","172,767","(+/-5,303)"
Education,"Educational Attainment","Some college, no degree","108,081","(+/-4,588)","81,644","(+/-3,852)","94,678","(+/-3,985)","90,007","(+/-5,210)","101,921","(+/-4,587)","106,004","(+/-4,692)","109,392","(+/-3,604)","98,847","(+/-3,962)"
Education,"Educational Attainment","Associate's degree","52,903","(+/-3,193)","51,838","(+/-3,334)","67,978","(+/-3,066)","31,803","(+/-3,280)","59,565","(+/-3,419)","59,653","(+/-3,338)","71,553","(+/-3,098)","67,312","(+/-3,830)"
Education,"Educational Attainment","Bachelor's degree","108,862","(+/-4,654)","145,225","(+/-5,371)","96,423","(+/-3,589)","103,406","(+/-5,246)","146,637","(+/-5,066)","107,157","(+/-4,328)","98,570","(+/-3,837)","108,183","(+/-3,919)"
Education,"Educational Attainment","Graduate or professional degree","51,171","(+/-3,572)","96,323","(+/-3,903)","47,855","(+/-2,868)","61,550","(+/-3,947)","76,288","(+/-3,796)","50,489","(+/-2,733)","46,829","(+/-2,548)","44,431","(+/-2,801)"
Education,"Educational Attainment","Percent high school graduate or higher",92.9,(+/-0.7),95.9,(+/-0.5),93.9,(+/-0.4),87.9,(+/-0.9),96.6,(+/-0.4),93.7,(+/-0.5),93.4,(+/-0.5),94.3,(+/-0.4)
Education,"Educational Attainment","Percent bachelor's degree or higher",31.4,(+/-1.0),47.5,(+/-1.2),28.8,(+/-0.9),35.1,(+/-1.3),41.6,(+/-1.0),30.0,(+/-0.9),26.7,(+/-0.8),29.3,(+/-0.8)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","277,951",G,"369,332",G,"277,540",G,"346,125",G,"365,683",G,"309,760",G,"254,798",G,"319,365",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",58,G,"1,452",H,277,H,0,N,273,J,310,G,744,G,406,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",165,J,223,G,965,G,5,J,230,J,357,G,388,H,263,H
Business,"Paid employees for pay period including March 12",Utilities,"1,029",H,"1,782",G,"1,817",H,"1,399",J,"1,336",J,"1,181",G,"1,338",H,"1,618",H
Business,"Paid employees for pay period including March 12",Construction,"10,964",G,"19,623",G,"12,697",G,"7,683",G,"24,168",G,"18,160",G,"13,559",G,"20,435",G
Business,"Paid employees for pay period including March 12",Manufacturing,"59,262",G,"41,558",G,"53,249",G,"30,027",G,"68,512",G,"89,777",G,"63,116",G,"71,910",G
Business,"Paid employees for pay period including March 12","Wholesale trade","14,997",G,"16,580",G,"11,388",G,"16,037",G,"26,050",G,"11,108",G,"9,604",G,"15,056",G
Business,"Paid employees for pay period including March 12","Retail trade","44,560",G,"42,757",G,"39,341",G,"25,634",G,"43,950",G,"35,672",G,"37,009",G,"39,421",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","18,364",G,"11,136",G,"20,808",G,"8,602",G,"15,051",G,"12,375",G,"13,732",G,"15,645",G
Business,"Paid employees for pay period including March 12",Information,"2,480",H,"19,190",H,"4,474",H,"9,890",H,"5,332",G,"2,225",H,"2,343",G,"4,050",G
Business,"Paid employees for pay period including March 12","Finance and insurance","5,022",G,"23,502",G,"13,813",G,"24,344",G,"19,001",G,"10,642",G,"9,945",G,"14,728",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","3,234",G,"5,478",G,"2,565",G,"4,673",G,"5,589",G,"2,591",G,"1,880",H,"2,780",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","6,870",G,"37,090",G,"7,409",G,"20,381",G,"17,196",G,"11,991",G,"5,999",G,"11,394",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","8,589",G,"5,160",G,"5,927",J,"15,260",H,"15,530",H,"9,077",G,"3,127",H,"10,636",G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","16,358",G,"16,995",G,"11,576",G,"27,374",H,"20,062",G,"11,977",G,"7,917",G,"13,571",G
Business,"Paid employees for pay period including March 12","Educational services","4,319",G,"4,248",G,"3,236",G,"24,827",G,"6,942",G,"5,697",H,"1,906",G,"5,924",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","37,328",G,"65,687",G,"46,202",H,"79,136",H,"46,122",G,"41,538",G,"43,780",G,"44,831",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","4,204",G,"5,670",G,"4,410",G,"6,471",G,"6,851",G,"5,501",G,"3,755",G,"5,371",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","29,486",G,"35,921",G,"26,695",G,"31,817",G,"27,833",G,"27,149",G,"24,954",G,"28,789",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","10,649",G,"15,269",G,"10,646",G,"12,528",G,"15,586",G,"12,408",G,"9,671",G,"12,528",G
Business,"Paid employees for pay period including March 12","Industries not classified",13,J,11,G,45,J,33,J,69,H,24,J,31,J,9,G
Business,"Annual payroll ($1,000)","Total for all sectors","14,830,036",G,"24,701,751",G,"14,069,147",G,"24,865,933",G,"22,139,791",G,"17,066,071",G,"12,757,674",G,"17,645,837",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","2,079",G,"93,120",H,"14,426",G,0,N,"10,853",J,"16,363",H,"35,170",G,"20,521",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","15,217",J,"18,153",G,"86,491",G,338,J,"19,156",H,"23,180",G,"34,800",H,"23,986",H
Business,"Annual payroll ($1,000)",Utilities,"122,467",H,"221,899",G,"170,046",G,"198,725",J,"169,381",J,"152,659",G,"124,434",H,"144,948",H
Business,"Annual payroll ($1,000)",Construction,"839,505",G,"1,542,278",G,"951,933",G,"623,668",G,"1,930,462",G,"1,637,275",H,"977,064",G,"1,557,225",G
Business,"Annual payroll ($1,000)",Manufacturing,"3,980,788",G,"2,822,166",G,"3,072,622",G,"2,212,488",G,"4,869,427",G,"5,748,533",G,"3,774,219",G,"4,589,565",G
Business,"Annual payroll ($1,000)","Wholesale trade","1,065,945",G,"1,208,751",G,"740,018",G,"1,578,695",H,"2,232,214",G,"766,159",G,"637,217",G,"1,097,976",G
Business,"Annual payroll ($1,000)","Retail trade","1,714,448",H,"1,699,144",G,"1,207,198",G,"840,885",G,"1,556,498",G,"1,114,355",G,"1,236,750",G,"1,270,442",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","872,686",G,"480,995",G,"1,137,543",G,"420,901",G,"803,683",G,"670,105",G,"665,769",H,"931,133",H
Business,"Annual payroll ($1,000)",Information,"136,906",G,"2,578,020",H,"379,602",H,"1,041,162",H,"581,160",H,"120,764",G,"120,752",G,"232,692",G
Business,"Annual payroll ($1,000)","Finance and insurance","390,294",G,"2,352,193",G,"1,039,491",H,"4,503,126",H,"1,942,355",G,"915,492",G,"713,045",G,"1,217,993",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","171,162",G,"294,308",G,"115,498",G,"307,672",G,"320,995",G,"115,909",G,"78,865",G,"138,649",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","419,905",G,"3,654,657",H,"447,442",G,"2,121,229",G,"1,406,916",G,"837,122",H,"342,141",G,"825,371",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","1,100,136",G,"603,706",G,"513,531",J,"1,509,311",H,"1,387,068",H,"980,754",G,"235,518",H,"872,441",G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","700,480",G,"798,859",G,"486,488",G,"1,376,569",G,"910,390",G,"505,534",G,"321,085",G,"552,997",G
Business,"Annual payroll ($1,000)","Educational services","128,872",G,"132,977",H,"96,963",G,"1,632,139",G,"193,858",G,"141,232",H,"44,582",G,"177,489",G
Business,"Annual payroll ($1,000)","Health care and social assistance","2,135,430",G,"4,586,309",G,"2,698,123",H,"4,647,693",H,"2,530,371",H,"2,321,481",H,"2,551,375",G,"2,513,528",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","102,761",G,"149,574",G,"100,034",G,"542,314",G,"134,218",G,"114,351",G,"83,007",G,"475,353",H
Business,"Annual payroll ($1,000)","Accommodation and food services","593,956",G,"818,044",G,"477,898",G,"748,820",G,"554,633",G,"514,863",G,"495,774",G,"589,708",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","336,729",G,"646,162",G,"333,314",G,"558,668",G,"585,680",G,"369,623",G,"285,359",G,"413,698",G
Business,"Annual payroll ($1,000)","Industries not classified",270,G,436,G,486,J,"1,436",G,473,G,317,G,748,G,122,G
Business,"Total Establishments","Total for all sectors","15,836",X,"19,063",X,"17,142",X,"15,825",X,"20,709",X,"16,944",X,"19,620",X,"18,524",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",20,X,49,X,70,X,0,N,31,X,57,X,218,X,72,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",8,X,18,X,27,X,3,X,18,X,29,X,27,X,22,X
Business,"Total Establishments",Utilities,28,X,30,X,67,X,21,X,38,X,40,X,94,X,57,X
Business,"Total Establishments",Construction,"1,570",X,"1,815",X,"1,783",X,798,X,"2,404",X,"1,742",X,"2,415",X,"2,021",X
Business,"Total Establishments",Manufacturing,"1,003",X,776,X,930,X,649,X,"1,425",X,"1,228",X,"1,287",X,"1,207",X
Business,"Total Establishments","Wholesale trade",685,X,842,X,718,X,557,X,"1,344",X,713,X,715,X,890,X
Business,"Total Establishments","Retail trade","2,163",X,"2,261",X,"2,309",X,"1,856",X,"2,208",X,"2,173",X,"2,720",X,"2,479",X
Business,"Total Establishments","Transportation and warehousing",869,X,573,X,853,X,513,X,693,X,724,X,974,X,753,X
Business,"Total Establishments",Information,211,X,438,X,313,X,280,X,302,X,216,X,299,X,265,X
Business,"Total Establishments","Finance and insurance",779,X,"1,185",X,"1,144",X,875,X,"1,408",X,"1,046",X,991,X,"1,184",X
Business,"Total Establishments","Real estate and rental and leasing",622,X,"1,030",X,618,X,732,X,782,X,551,X,627,X,620,X
Business,"Total Establishments","Professional, scientific, and technical services","1,097",X,"2,235",X,"1,074",X,"1,557",X,"1,912",X,"1,130",X,"1,157",X,"1,267",X
Business,"Total Establishments","Management of companies and enterprises",91,X,131,X,99,X,158,X,164,X,116,X,56,X,132,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",869,X,"1,028",X,744,X,"1,198",X,"1,214",X,912,X,874,X,"1,097",X
Business,"Total Establishments","Educational services",186,X,308,X,165,X,282,X,273,X,156,X,155,X,200,X
Business,"Total Establishments","Health care and social assistance","1,946",X,"1,973",X,"1,968",X,"2,772",X,"2,537",X,"2,057",X,"2,048",X,"1,986",X
Business,"Total Establishments","Arts, entertainment, and recreation",284,X,453,X,353,X,249,X,393,X,368,X,407,X,413,X
Business,"Total Establishments","Accommodation and food services","1,780",X,"1,946",X,"2,022",X,"1,752",X,"1,588",X,"1,811",X,"2,485",X,"2,020",X
Business,"Total Establishments","Other services (except public administration)","1,616",X,"1,960",X,"1,875",X,"1,558",X,"1,962",X,"1,864",X,"2,050",X,"1,830",X
Business,"Total Establishments","Industries not classified",9,X,12,X,10,X,13,X,13,X,11,X,21,X,9,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
