Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009","53,655","(+/-3,641)","44,782","(+/-3,954)","53,429","(+/-4,295)","47,879","(+/-4,230)","49,267","(+/-3,717)","47,700","(+/-4,381)","40,634","(+/-4,403)","52,957","(+/-4,686)","44,456","(+/-3,634)","40,767","(+/-3,721)","49,663","(+/-3,735)","40,298","(+/-4,784)","58,196","(+/-5,199)","45,777","(+/-3,792)","53,293","(+/-5,901)","49,728","(+/-4,262)","49,335","(+/-3,355)","50,228","(+/-3,957)","50,764","(+/-2,839)","49,668","(+/-2,951)","55,403","(+/-2,693)","50,818","(+/-3,074)","56,647","(+/-3,374)","55,170","(+/-3,173)","54,090","(+/-3,388)","51,148","(+/-3,842)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999","38,039","(+/-2,682)","30,737","(+/-2,805)","36,694","(+/-2,973)","36,518","(+/-2,957)","33,784","(+/-3,022)","32,515","(+/-3,513)","21,018","(+/-2,780)","40,067","(+/-3,968)","33,682","(+/-3,263)","29,229","(+/-3,219)","33,190","(+/-2,760)","33,988","(+/-5,500)","36,226","(+/-5,056)","31,716","(+/-4,000)","26,642","(+/-3,528)","30,368","(+/-2,630)","34,310","(+/-3,095)","29,512","(+/-2,735)","35,476","(+/-2,522)","30,046","(+/-2,397)","36,754","(+/-2,391)","37,370","(+/-2,575)","39,354","(+/-2,731)","36,033","(+/-2,375)","33,559","(+/-2,873)","32,644","(+/-2,568)"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier","41,977","(+/-2,899)","40,800","(+/-2,959)","47,576","(+/-3,174)","40,178","(+/-2,642)","32,336","(+/-2,750)","33,514","(+/-3,135)","22,201","(+/-2,629)","27,164","(+/-2,810)","35,169","(+/-3,156)","37,528","(+/-3,605)","33,373","(+/-2,733)","48,043","(+/-5,110)","35,075","(+/-4,017)","28,646","(+/-2,977)","24,805","(+/-2,763)","32,654","(+/-3,140)","35,863","(+/-2,694)","36,686","(+/-2,597)","46,865","(+/-2,470)","36,772","(+/-2,103)","48,960","(+/-2,320)","41,042","(+/-2,331)","49,664","(+/-3,427)","47,988","(+/-2,517)","33,685","(+/-2,110)","44,903","(+/-2,519)"
Housing,Value,"Owner-occupied units","229,444","(+/-3,906)","192,045","(+/-5,130)","215,550","(+/-5,606)","199,724","(+/-4,800)","136,337","(+/-5,244)","125,975","(+/-6,107)","69,071","(+/-4,343)","90,484","(+/-5,005)","76,876","(+/-3,965)","99,253","(+/-5,660)","149,996","(+/-4,416)","127,452","(+/-6,614)","39,847","(+/-4,008)","82,337","(+/-5,380)","45,604","(+/-4,079)","160,127","(+/-5,688)","195,954","(+/-4,483)","195,401","(+/-5,256)","225,654","(+/-3,935)","206,022","(+/-5,324)","241,377","(+/-4,305)","215,663","(+/-4,166)","244,979","(+/-4,689)","244,970","(+/-4,416)","206,030","(+/-4,022)","205,497","(+/-5,075)"
Housing,Value,"Less than $50,000","2,851",(+/-689),"4,350","(+/-1,027)","2,460",(+/-761),"2,398",(+/-724),"4,421","(+/-1,083)","2,971","(+/-1,238)","1,861",(+/-709),"3,884","(+/-1,025)","1,518",(+/-535),"2,879","(+/-1,133)","3,500",(+/-940),"2,334",(+/-875),"2,655",(+/-784),"10,887","(+/-2,230)","3,060",(+/-922),"2,997",(+/-935),"3,012","(+/-1,005)","6,616","(+/-1,383)","16,244","(+/-1,895)","10,181","(+/-1,832)","17,224","(+/-1,812)","11,916","(+/-1,708)","20,417","(+/-1,793)","18,743","(+/-2,228)","7,986","(+/-1,233)","11,749","(+/-1,596)"
Housing,Value,"$50,000 to $99,999","2,972",(+/-873),"2,863","(+/-1,046)","3,783","(+/-1,127)","2,501","(+/-1,004)","2,604",(+/-968),"2,006",(+/-743),964,(+/-504),"2,179",(+/-960),"1,371",(+/-622),"1,324",(+/-897),"2,322",(+/-795),906,(+/-464),204,(+/-241),"2,184",(+/-973),"2,502","(+/-1,015)","3,568","(+/-1,327)","2,058",(+/-706),"5,089","(+/-1,268)","24,134","(+/-2,170)","6,732","(+/-1,435)","37,278","(+/-2,813)","22,290","(+/-2,336)","40,379","(+/-2,354)","34,859","(+/-2,595)","15,176","(+/-2,014)","16,340","(+/-1,832)"
Housing,Value,"$100,000 to $149,999","1,765",(+/-656),"1,457",(+/-616),979,(+/-531),"1,501",(+/-924),573,(+/-349),"1,902",(+/-886),"1,646",(+/-828),"1,842",(+/-816),"2,240",(+/-939),"1,500",(+/-748),"1,506",(+/-649),"2,428","(+/-1,270)","2,644","(+/-2,086)","1,557",(+/-783),"1,299",(+/-655),"5,174","(+/-1,203)","4,237","(+/-1,092)","5,282","(+/-1,496)","32,393","(+/-2,212)","13,011","(+/-1,887)","36,543","(+/-2,490)","33,966","(+/-2,686)","34,519","(+/-2,356)","42,057","(+/-2,430)","27,297","(+/-2,490)","25,650","(+/-2,491)"
Housing,Value,"$150,000 to $199,999","2,628",(+/-812),"1,122",(+/-521),"1,487",(+/-536),"1,293",(+/-534),"1,478",(+/-571),"3,002","(+/-1,028)",696,(+/-393),943,(+/-469),"1,331",(+/-668),703,(+/-446),914,(+/-368),612,(+/-407),"2,462","(+/-1,095)","2,705","(+/-1,116)","2,670",(+/-885),"7,340","(+/-1,677)","2,476",(+/-950),"7,708","(+/-1,363)","34,475","(+/-2,436)","22,777","(+/-2,351)","37,509","(+/-2,544)","42,400","(+/-3,091)","33,526","(+/-2,542)","46,289","(+/-2,765)","42,792","(+/-2,960)","37,290","(+/-3,639)"
Housing,Value,"$200,000 to $299,999","5,147",(+/-972),"7,115","(+/-1,373)","8,545","(+/-1,822)","5,391","(+/-1,310)","6,306","(+/-1,309)","11,237","(+/-1,935)","1,136",(+/-570),"3,223",(+/-963),"3,653","(+/-1,118)",775,(+/-501),"4,258","(+/-1,172)",952,(+/-618),"2,519","(+/-1,016)","6,947","(+/-1,710)","5,441","(+/-1,442)","12,749","(+/-1,906)","10,851","(+/-1,787)","31,146","(+/-2,999)","44,168","(+/-2,727)","55,863","(+/-3,736)","55,206","(+/-3,447)","53,417","(+/-3,591)","52,952","(+/-3,288)","51,277","(+/-3,132)","57,373","(+/-3,396)","58,491","(+/-3,493)"
Housing,Value,"$300,000 to $499,999","49,040","(+/-3,490)","68,875","(+/-4,241)","24,896","(+/-2,437)","29,947","(+/-3,291)","15,336","(+/-2,210)","26,252","(+/-3,381)","7,952","(+/-2,617)","8,654","(+/-1,649)","7,729","(+/-1,418)","5,611","(+/-1,137)","15,006","(+/-1,731)","9,559","(+/-2,348)","6,753","(+/-1,773)","10,486","(+/-1,616)","8,309","(+/-1,671)","22,869","(+/-2,509)","50,401","(+/-3,460)","85,566","(+/-4,535)","47,268","(+/-2,999)","66,248","(+/-3,641)","41,671","(+/-2,703)","38,159","(+/-2,609)","45,572","(+/-3,181)","37,324","(+/-2,364)","41,637","(+/-2,686)","39,392","(+/-3,057)"
Housing,Value,"$500,000 to $999,999","128,006","(+/-4,049)","101,119","(+/-4,054)","123,965","(+/-4,900)","135,755","(+/-4,695)","90,536","(+/-4,368)","49,629","(+/-4,082)","31,299","(+/-3,092)","46,046","(+/-2,887)","32,173","(+/-3,223)","29,277","(+/-3,486)","92,169","(+/-4,373)","40,680","(+/-4,521)","12,974","(+/-2,208)","33,949","(+/-3,405)","19,762","(+/-2,600)","73,477","(+/-4,254)","99,006","(+/-4,648)","46,572","(+/-3,316)","22,615","(+/-2,269)","26,493","(+/-2,411)","12,610","(+/-1,637)","11,210","(+/-1,354)","15,101","(+/-1,860)","11,158","(+/-1,323)","12,419","(+/-1,426)","14,672","(+/-1,694)"
Housing,Value,"$1,000,000 or more","37,035","(+/-2,916)","5,144","(+/-1,073)","49,435","(+/-2,974)","20,938","(+/-2,378)","15,083","(+/-2,164)","28,976","(+/-2,818)","23,517","(+/-2,710)","23,713","(+/-2,936)","26,861","(+/-2,714)","57,184","(+/-4,705)","30,321","(+/-2,794)","69,981","(+/-4,599)","9,636","(+/-1,961)","13,622","(+/-2,571)","2,561",(+/-836),"31,953","(+/-2,701)","23,913","(+/-2,350)","7,422","(+/-1,274)","4,357","(+/-1,134)","4,717","(+/-1,172)","3,336",(+/-715),"2,305",(+/-677),"2,513",(+/-716),"3,263",(+/-797),"1,350",(+/-524),"1,913",(+/-697)
Housing,Value,"Median (dollars)","642,600","(+/-8,687)","529,900","(+/-9,887)","717,600","(+/-12,701)","645,600","(+/-7,546)","662,300","(+/-10,365)","722,400","(+/-40,857)","829,600","(+/-36,851)","752,800","(+/-28,128)","824,200","(+/-31,348)","1,146,900","(+/-56,006)","708,500","(+/-13,953)","1,129,700","(+/-75,373)","600,200","(+/-64,290)","582,300","(+/-34,423)","487,900","(+/-43,332)","638,100","(+/-15,391)","589,400","(+/-10,407)","386,200","(+/-7,107)","211,400","(+/-6,165)","289,800","(+/-6,721)","185,100","(+/-6,270)","196,200","(+/-5,056)","188,500","(+/-5,727)","173,700","(+/-3,175)","214,800","(+/-4,316)","216,800","(+/-5,202)"
Housing,"Mortgage Status","Owner-occupied units","229,444","(+/-3,906)","192,045","(+/-5,130)","215,550","(+/-5,606)","199,724","(+/-4,800)","136,337","(+/-5,244)","125,975","(+/-6,107)","69,071","(+/-4,343)","90,484","(+/-5,005)","76,876","(+/-3,965)","99,253","(+/-5,660)","149,996","(+/-4,416)","127,452","(+/-6,614)","39,847","(+/-4,008)","82,337","(+/-5,380)","45,604","(+/-4,079)","160,127","(+/-5,688)","195,954","(+/-4,483)","195,401","(+/-5,256)","225,654","(+/-3,935)","206,022","(+/-5,324)","241,377","(+/-4,305)","215,663","(+/-4,166)","244,979","(+/-4,689)","244,970","(+/-4,416)","206,030","(+/-4,022)","205,497","(+/-5,075)"
Housing,"Mortgage Status","Housing units with a mortgage","136,953","(+/-4,136)","126,658","(+/-4,781)","123,085","(+/-4,787)","126,459","(+/-5,697)","87,541","(+/-4,708)","56,567","(+/-4,693)","42,042","(+/-4,284)","56,537","(+/-3,903)","45,362","(+/-3,417)","55,482","(+/-4,296)","90,112","(+/-4,135)","62,147","(+/-5,809)","23,226","(+/-2,967)","39,497","(+/-3,935)","26,824","(+/-3,384)","98,477","(+/-5,247)","119,825","(+/-4,094)","119,832","(+/-4,668)","113,361","(+/-4,402)","125,564","(+/-4,485)","127,353","(+/-4,371)","120,294","(+/-4,632)","124,796","(+/-4,756)","136,930","(+/-3,701)","125,261","(+/-4,390)","113,437","(+/-4,898)"
Housing,"Mortgage Status","Housing units without a mortgage","92,491","(+/-3,928)","65,387","(+/-3,557)","92,465","(+/-4,208)","73,265","(+/-4,059)","48,796","(+/-3,950)","69,408","(+/-4,533)","27,029","(+/-2,862)","33,947","(+/-3,431)","31,514","(+/-2,935)","43,771","(+/-3,748)","59,884","(+/-3,509)","65,305","(+/-4,875)","16,621","(+/-2,922)","42,840","(+/-4,221)","18,780","(+/-2,351)","61,650","(+/-4,083)","76,129","(+/-4,079)","75,569","(+/-3,840)","112,293","(+/-4,011)","80,458","(+/-4,305)","114,024","(+/-3,606)","95,369","(+/-3,720)","120,183","(+/-4,292)","108,040","(+/-3,820)","80,769","(+/-3,908)","92,060","(+/-4,300)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","136,953","(+/-4,136)","126,658","(+/-4,781)","123,085","(+/-4,787)","126,459","(+/-5,697)","87,541","(+/-4,708)","56,567","(+/-4,693)","42,042","(+/-4,284)","56,537","(+/-3,903)","45,362","(+/-3,417)","55,482","(+/-4,296)","90,112","(+/-4,135)","62,147","(+/-5,809)","23,226","(+/-2,967)","39,497","(+/-3,935)","26,824","(+/-3,384)","98,477","(+/-5,247)","119,825","(+/-4,094)","119,832","(+/-4,668)","113,361","(+/-4,402)","125,564","(+/-4,485)","127,353","(+/-4,371)","120,294","(+/-4,632)","124,796","(+/-4,756)","136,930","(+/-3,701)","125,261","(+/-4,390)","113,437","(+/-4,898)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",682,(+/-438),175,(+/-202),374,(+/-261),570,(+/-406),762,(+/-445),337,(+/-272),57,(+/-98),240,(+/-245),115,(+/-116),710,(+/-636),350,(+/-207),30,(+/-54),901,(+/-782),760,(+/-579),111,(+/-129),936,(+/-528),786,(+/-596),677,(+/-457),810,(+/-466),"1,220",(+/-697),"1,178",(+/-494),"1,289",(+/-659),756,(+/-258),"1,609",(+/-573),"1,186",(+/-464),"1,900",(+/-693)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","1,065",(+/-432),"1,819",(+/-718),"2,273",(+/-991),"1,451",(+/-605),"1,528",(+/-496),"3,045","(+/-1,061)","1,005",(+/-490),"1,979",(+/-764),"1,344",(+/-641),"1,370",(+/-614),"2,230",(+/-708),964,(+/-657),"1,170",(+/-585),"1,665",(+/-846),"2,841","(+/-1,022)","4,002","(+/-1,313)","1,434",(+/-591),"3,980",(+/-988),"12,617","(+/-1,454)","6,896","(+/-1,514)","22,061","(+/-2,606)","16,716","(+/-2,217)","24,142","(+/-1,818)","21,072","(+/-2,099)","15,091","(+/-1,822)","18,578","(+/-2,211)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","4,247","(+/-1,150)","4,504","(+/-1,157)","4,183","(+/-1,183)","3,077","(+/-1,107)","5,290","(+/-1,234)","6,596","(+/-1,679)","2,176",(+/-904),"1,924",(+/-590),"2,798",(+/-814),"2,755",(+/-894),"4,989","(+/-1,237)","2,755","(+/-1,343)","1,764",(+/-971),"4,503","(+/-1,562)","4,207","(+/-1,502)","7,660","(+/-1,634)","3,753",(+/-918),"10,589","(+/-1,766)","31,988","(+/-2,615)","24,615","(+/-2,043)","38,655","(+/-2,829)","38,096","(+/-2,872)","38,944","(+/-2,684)","45,109","(+/-2,945)","37,683","(+/-2,911)","37,865","(+/-3,199)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","9,853","(+/-1,805)","8,409","(+/-1,369)","7,053","(+/-1,602)","5,238","(+/-1,174)","9,351","(+/-1,861)","8,987","(+/-1,866)","4,064","(+/-1,161)","6,558","(+/-1,625)","3,201",(+/-824),"2,937",(+/-887),"8,168","(+/-1,298)","4,358","(+/-1,389)","3,283","(+/-1,045)","3,589","(+/-1,127)","2,164",(+/-731),"7,717","(+/-1,791)","7,710","(+/-1,489)","22,649","(+/-2,673)","28,986","(+/-2,403)","36,369","(+/-2,886)","32,358","(+/-2,597)","32,424","(+/-3,090)","28,315","(+/-2,641)","36,853","(+/-2,683)","33,449","(+/-2,962)","27,401","(+/-2,898)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","13,471","(+/-2,089)","19,276","(+/-2,340)","9,199","(+/-1,573)","11,744","(+/-1,979)","13,460","(+/-2,267)","6,168","(+/-1,553)","5,183","(+/-2,112)","8,894","(+/-1,596)","5,214","(+/-1,109)","4,623","(+/-1,102)","16,061","(+/-2,219)","5,474","(+/-1,718)","2,687",(+/-903),"2,520","(+/-1,003)","4,519","(+/-1,461)","7,419","(+/-1,651)","13,406","(+/-1,917)","24,723","(+/-2,601)","17,217","(+/-1,658)","25,594","(+/-2,663)","16,426","(+/-1,943)","14,606","(+/-1,924)","15,167","(+/-2,008)","16,353","(+/-1,618)","18,273","(+/-2,063)","14,913","(+/-2,182)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","22,877","(+/-2,832)","24,899","(+/-2,409)","17,354","(+/-2,565)","17,758","(+/-2,501)","17,063","(+/-1,942)","6,798","(+/-1,434)","6,212","(+/-1,560)","7,958","(+/-1,672)","5,710","(+/-1,524)","4,195","(+/-1,209)","16,993","(+/-2,550)","5,120","(+/-1,600)","2,937","(+/-1,162)","7,289","(+/-1,717)","3,620",(+/-976),"8,150","(+/-1,517)","17,882","(+/-2,350)","21,986","(+/-2,843)","9,563","(+/-1,771)","13,722","(+/-2,133)","7,678","(+/-1,249)","7,610","(+/-1,369)","7,618","(+/-1,422)","7,956","(+/-1,241)","8,293","(+/-1,457)","5,622","(+/-1,342)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","84,758","(+/-3,728)","67,576","(+/-3,841)","82,649","(+/-3,692)","86,621","(+/-4,730)","40,087","(+/-3,310)","24,636","(+/-2,701)","23,345","(+/-2,844)","28,984","(+/-2,832)","26,980","(+/-2,957)","38,892","(+/-3,971)","41,321","(+/-3,520)","43,446","(+/-4,862)","10,484","(+/-2,363)","19,171","(+/-2,829)","9,362","(+/-2,016)","62,593","(+/-4,104)","74,854","(+/-3,639)","35,228","(+/-2,908)","12,180","(+/-1,448)","17,148","(+/-1,872)","8,997","(+/-1,830)","9,553","(+/-1,290)","9,854","(+/-1,403)","7,978","(+/-1,081)","11,286","(+/-1,446)","7,158","(+/-1,446)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","3,377",(+/-67),"3,085",(+/-58),"3,600",(+/-77),"3,498",(+/-75),"2,892",(+/-67),"2,732",(+/-154),"3,249",(+/-239),"3,038",(+/-114),"3,351",(+/-150),"4,000+",(***),"2,890",(+/-75),"4,000+",(***),"2,808",(+/-267),"2,960",(+/-146),"2,452",(+/-153),"3,745",(+/-125),"3,417",(+/-78),"2,445",(+/-62),"1,670",(+/-33),"1,913",(+/-41),"1,525",(+/-39),"1,552",(+/-33),"1,479",(+/-38),"1,508",(+/-30),"1,609",(+/-30),"1,479",(+/-34)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","92,491","(+/-3,928)","65,387","(+/-3,557)","92,465","(+/-4,208)","73,265","(+/-4,059)","48,796","(+/-3,950)","69,408","(+/-4,533)","27,029","(+/-2,862)","33,947","(+/-3,431)","31,514","(+/-2,935)","43,771","(+/-3,748)","59,884","(+/-3,509)","65,305","(+/-4,875)","16,621","(+/-2,922)","42,840","(+/-4,221)","18,780","(+/-2,351)","61,650","(+/-4,083)","76,129","(+/-4,079)","75,569","(+/-3,840)","112,293","(+/-4,011)","80,458","(+/-4,305)","114,024","(+/-3,606)","95,369","(+/-3,720)","120,183","(+/-4,292)","108,040","(+/-3,820)","80,769","(+/-3,908)","92,060","(+/-4,300)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",751,(+/-342),"1,346",(+/-743),"2,025",(+/-618),"2,564",(+/-931),"1,998",(+/-642),"6,608","(+/-1,645)","2,193",(+/-796),"3,598","(+/-1,378)","1,879",(+/-915),"4,871","(+/-1,004)","1,641",(+/-571),"9,772","(+/-2,348)","4,345","(+/-1,096)","7,268","(+/-2,163)","3,051","(+/-1,008)","3,795","(+/-1,241)","1,259",(+/-628),"1,315",(+/-573),"5,006",(+/-953),"4,580","(+/-1,367)","6,022",(+/-905),"3,688",(+/-870),"5,770",(+/-728),"4,554",(+/-907),"1,997",(+/-636),"5,282","(+/-1,107)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","1,339",(+/-662),"1,301",(+/-562),"1,959",(+/-755),957,(+/-702),"1,222",(+/-549),"3,692","(+/-1,249)","1,416",(+/-604),"1,289",(+/-561),869,(+/-447),"1,750",(+/-734),"1,408",(+/-632),"3,381","(+/-1,158)","1,491",(+/-742),"2,593","(+/-1,113)","1,215",(+/-634),"2,051",(+/-816),"1,324",(+/-634),"2,527",(+/-911),"13,278","(+/-1,508)","7,253","(+/-1,259)","16,491","(+/-1,595)","10,293","(+/-1,524)","16,459","(+/-1,666)","12,245","(+/-1,240)","7,374","(+/-1,374)","14,563","(+/-1,685)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","2,811",(+/-839),"2,408",(+/-852),"3,330",(+/-930),"2,405",(+/-833),"4,164","(+/-1,097)","5,945","(+/-1,405)","2,394","(+/-1,022)","3,529","(+/-1,058)","2,220",(+/-948),"3,071",(+/-974),"3,614",(+/-826),"3,594","(+/-1,274)","1,269",(+/-644),"2,004",(+/-741),907,(+/-518),"3,267","(+/-1,079)","2,261",(+/-742),"7,745","(+/-1,528)","26,598","(+/-2,195)","14,587","(+/-1,872)","34,004","(+/-2,660)","24,934","(+/-2,248)","33,312","(+/-2,480)","30,502","(+/-2,075)","17,280","(+/-1,988)","24,537","(+/-2,549)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","5,620","(+/-1,172)","3,777",(+/-990),"4,363","(+/-1,249)","2,369",(+/-631),"6,139","(+/-1,151)","5,207","(+/-1,282)","2,933","(+/-1,173)","3,309",(+/-981),"3,697","(+/-1,074)","2,659",(+/-706),"7,264","(+/-1,592)","2,771","(+/-1,281)",886,(+/-694),"4,502","(+/-1,322)","2,384",(+/-829),"3,776","(+/-1,209)","4,112",(+/-913),"11,296","(+/-1,514)","26,747","(+/-2,211)","17,927","(+/-2,380)","24,602","(+/-1,963)","23,712","(+/-2,387)","29,951","(+/-2,204)","26,624","(+/-1,756)","19,882","(+/-2,044)","23,362","(+/-2,276)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","8,005","(+/-1,312)","5,889","(+/-1,226)","5,723","(+/-1,202)","4,676","(+/-1,297)","8,282","(+/-1,605)","9,104","(+/-1,572)","4,218","(+/-1,063)","5,992","(+/-1,378)","4,331","(+/-1,062)","3,670","(+/-1,055)","11,238","(+/-1,841)","4,378","(+/-1,197)","2,092","(+/-1,169)","5,392","(+/-1,481)","1,606",(+/-532),"3,143",(+/-828),"5,294",(+/-971),"12,367","(+/-1,925)","16,719","(+/-1,746)","15,089","(+/-2,020)","14,869","(+/-1,720)","13,839","(+/-1,519)","17,896","(+/-1,930)","15,317","(+/-1,731)","13,734","(+/-1,947)","12,603","(+/-1,791)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","73,965","(+/-3,540)","50,666","(+/-2,825)","75,065","(+/-4,075)","60,294","(+/-3,597)","26,991","(+/-2,806)","38,852","(+/-2,904)","13,875","(+/-1,839)","16,230","(+/-2,335)","18,518","(+/-2,135)","27,750","(+/-3,652)","34,719","(+/-2,768)","41,409","(+/-4,573)","6,538","(+/-2,198)","21,081","(+/-2,914)","9,617","(+/-1,745)","45,618","(+/-3,361)","61,879","(+/-3,969)","40,319","(+/-3,171)","23,945","(+/-2,228)","21,022","(+/-2,168)","18,036","(+/-1,863)","18,903","(+/-1,957)","16,795","(+/-1,714)","18,798","(+/-1,675)","20,502","(+/-2,115)","11,713","(+/-1,605)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,422",(+/-34),"1,369",(+/-47),"1,500+",(***),"1,500+",(***),"1,060",(+/-38),"1,066",(+/-30),"1,032",(+/-90),976,(+/-54),"1,101",(+/-49),"1,249",(+/-79),"1,101",(+/-40),"1,500+",(***),824,(+/-146),"1,021",(+/-58),"1,011",(+/-56),"1,500+",(***),"1,500+",(***),"1,040",(+/-34),686,(+/-16),754,(+/-24),604,(+/-14),672,(+/-18),628,(+/-14),651,(+/-16),739,(+/-18),612,(+/-17)
Housing,"Gross Rent","Occupied units paying rent","40,972","(+/-3,764)","50,401","(+/-4,175)","52,653","(+/-3,961)","44,962","(+/-3,976)","115,268","(+/-5,804)","152,737","(+/-6,404)","241,013","(+/-6,894)","204,205","(+/-6,884)","205,489","(+/-7,014)","212,704","(+/-7,971)","110,103","(+/-5,711)","261,878","(+/-10,065)","265,069","(+/-9,147)","199,228","(+/-8,150)","234,827","(+/-7,768)","125,933","(+/-5,371)","64,905","(+/-4,221)","86,402","(+/-4,843)","92,462","(+/-4,468)","126,081","(+/-5,229)","86,810","(+/-4,006)","101,505","(+/-4,301)","75,524","(+/-4,459)","75,457","(+/-3,887)","116,029","(+/-4,465)","129,643","(+/-5,318)"
Housing,"Gross Rent","Less than $500","1,918",(+/-660),"3,202","(+/-1,093)","2,351","(+/-1,094)","3,890","(+/-1,048)","7,963","(+/-1,648)","3,778","(+/-1,600)","15,958","(+/-2,670)","32,166","(+/-3,662)","9,498","(+/-1,771)","20,738","(+/-3,617)","6,532","(+/-1,415)","8,104","(+/-2,222)","34,105","(+/-4,489)","14,578","(+/-2,572)","34,519","(+/-4,752)","8,192","(+/-1,801)","3,136","(+/-1,020)","3,459","(+/-1,133)","7,028","(+/-1,410)","6,295","(+/-1,458)","7,609","(+/-1,313)","10,465","(+/-1,780)","9,202","(+/-1,540)","8,631","(+/-1,304)","8,763","(+/-1,819)","12,783","(+/-1,952)"
Housing,"Gross Rent","$500 to $999","4,660","(+/-1,635)","2,274",(+/-932),"3,373",(+/-965),"3,254","(+/-1,185)","14,263","(+/-2,664)","10,322","(+/-2,368)","18,507","(+/-2,853)","30,591","(+/-3,285)","17,102","(+/-2,813)","22,138","(+/-3,407)","8,602","(+/-2,045)","18,344","(+/-3,431)","41,266","(+/-4,424)","22,678","(+/-3,756)","39,057","(+/-4,944)","12,311","(+/-2,209)","4,948","(+/-1,166)","9,864","(+/-1,814)","39,126","(+/-3,494)","23,234","(+/-2,699)","38,326","(+/-3,029)","37,354","(+/-3,388)","36,494","(+/-2,839)","32,720","(+/-2,753)","33,153","(+/-2,935)","43,938","(+/-3,808)"
Housing,"Gross Rent","$1,000 to $1,499","3,959","(+/-1,195)","6,797","(+/-1,849)","6,093","(+/-1,357)","5,989","(+/-1,783)","23,190","(+/-2,783)","27,592","(+/-3,245)","35,196","(+/-3,601)","41,173","(+/-4,200)","53,344","(+/-4,333)","25,969","(+/-2,904)","23,885","(+/-2,771)","22,248","(+/-3,653)","69,860","(+/-5,400)","43,275","(+/-4,608)","73,480","(+/-6,563)","19,779","(+/-2,403)","11,097","(+/-1,909)","25,312","(+/-3,701)","28,081","(+/-2,910)","50,974","(+/-3,596)","27,370","(+/-3,136)","38,415","(+/-3,218)","20,646","(+/-2,359)","22,132","(+/-2,590)","44,838","(+/-3,357)","48,035","(+/-4,607)"
Housing,"Gross Rent","$1,500 to $1,999","9,512","(+/-1,876)","11,813","(+/-2,053)","7,871","(+/-1,680)","7,991","(+/-1,785)","32,261","(+/-3,355)","49,936","(+/-4,008)","41,110","(+/-4,121)","42,838","(+/-3,795)","63,583","(+/-5,339)","22,755","(+/-3,165)","36,685","(+/-3,468)","23,142","(+/-3,841)","51,072","(+/-4,824)","49,803","(+/-5,257)","53,189","(+/-4,788)","36,208","(+/-4,070)","17,965","(+/-2,632)","23,880","(+/-3,196)","11,234","(+/-1,960)","27,965","(+/-2,902)","9,047","(+/-1,749)","10,330","(+/-1,636)","5,995","(+/-1,179)","8,512","(+/-1,624)","17,107","(+/-2,472)","17,154","(+/-2,411)"
