Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",16.2,(+/-3.2),13.9,(+/-3.2),8.0,(+/-2.5),12.2,(+/-3.0),3.8,(+/-1.4),11.0,(+/-2.7),4.5,(+/-1.4),25.1,(+/-4.3),19.5,(+/-3.7),23.3,(+/-4.6),4.7,(+/-1.6),8.5,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",10.4,(+/-0.9),10.2,(+/-0.9),5.6,(+/-0.7),8.0,(+/-0.9),5.4,(+/-0.7),8.8,(+/-1.0),4.7,(+/-0.6),13.5,(+/-1.1),11.6,(+/-1.1),14.5,(+/-1.2),5.1,(+/-0.7),8.5,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.5,(+/-1.6),9.0,(+/-1.4),6.6,(+/-1.2),7.9,(+/-1.4),7.6,(+/-1.2),9.2,(+/-1.7),6.0,(+/-1.2),21.2,(+/-3.1),15.1,(+/-1.9),16.8,(+/-2.3),6.8,(+/-1.4),11.0,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",8.6,(+/-1.3),8.5,(+/-1.2),4.8,(+/-1.0),7.3,(+/-1.4),3.0,(+/-0.7),7.2,(+/-1.3),2.8,(+/-0.6),13.7,(+/-2.0),11.7,(+/-1.6),13.2,(+/-2.0),3.0,(+/-0.8),6.0,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",23.3,(+/-1.9),22.0,(+/-2.2),15.6,(+/-2.4),19.5,(+/-2.1),17.2,(+/-2.3),19.8,(+/-2.3),15.0,(+/-1.8),20.9,(+/-2.0),22.6,(+/-2.4),27.2,(+/-2.3),16.9,(+/-2.0),22.9,(+/-2.2)
Education,"School Enrollment","Population 3 years and over enrolled in school","181,186","(+/-4,916)","183,810","(+/-6,009)","186,468","(+/-5,411)","209,182","(+/-5,647)","177,645","(+/-5,809)","197,987","(+/-6,039)","178,855","(+/-5,699)","171,344","(+/-9,336)","185,513","(+/-7,856)","198,598","(+/-7,458)","190,043","(+/-6,715)","189,181","(+/-6,306)"
Education,"School Enrollment","Nursery school, preschool","11,744","(+/-1,885)","15,249","(+/-2,424)","12,319","(+/-1,893)","18,012","(+/-2,396)","12,583","(+/-1,929)","12,742","(+/-1,860)","13,860","(+/-2,030)","14,280","(+/-2,744)","11,654","(+/-2,469)","16,782","(+/-2,585)","14,364","(+/-1,692)","14,072","(+/-2,407)"
Education,"School Enrollment",Kindergarten,"10,798","(+/-2,100)","9,021","(+/-2,045)","8,409","(+/-1,638)","12,569","(+/-2,050)","7,816","(+/-1,354)","5,881","(+/-1,304)","9,762","(+/-1,827)","9,180","(+/-2,270)","10,214","(+/-1,892)","10,513","(+/-2,301)","8,905","(+/-1,418)","9,524","(+/-1,772)"
Education,"School Enrollment","Elementary school (grades 1-8)","74,295","(+/-2,846)","74,013","(+/-3,970)","75,744","(+/-3,490)","85,377","(+/-3,409)","72,950","(+/-3,289)","68,648","(+/-4,017)","73,199","(+/-3,766)","68,232","(+/-5,079)","76,832","(+/-4,575)","75,306","(+/-4,782)","73,789","(+/-4,044)","74,294","(+/-4,485)"
Education,"School Enrollment","High school (grades 9-12)","39,056","(+/-2,279)","40,245","(+/-2,634)","44,685","(+/-2,830)","46,065","(+/-2,686)","38,814","(+/-2,816)","40,007","(+/-3,108)","43,528","(+/-2,493)","34,417","(+/-3,351)","40,201","(+/-3,235)","41,516","(+/-3,510)","42,725","(+/-3,491)","43,163","(+/-3,508)"
Education,"School Enrollment","College or graduate school","45,293","(+/-3,656)","45,282","(+/-3,427)","45,311","(+/-3,807)","47,159","(+/-3,617)","45,482","(+/-3,574)","70,709","(+/-4,043)","38,506","(+/-3,127)","45,235","(+/-5,311)","46,612","(+/-3,722)","54,481","(+/-4,062)","50,260","(+/-3,782)","48,128","(+/-4,027)"
Education,"Educational Attainment","Population 25 years and over","543,452","(+/-4,267)","560,004","(+/-5,478)","555,825","(+/-6,191)","536,967","(+/-5,635)","550,567","(+/-6,741)","531,202","(+/-6,968)","562,855","(+/-8,513)","533,336","(+/-8,807)","532,440","(+/-7,948)","522,877","(+/-10,328)","545,736","(+/-7,891)","535,820","(+/-8,445)"
Education,"Educational Attainment","Less than 9th grade","21,214","(+/-3,056)","25,278","(+/-3,290)","12,737","(+/-2,150)","13,823","(+/-2,719)","15,528","(+/-2,484)","33,286","(+/-3,758)","12,832","(+/-2,412)","53,380","(+/-4,917)","45,550","(+/-3,909)","31,568","(+/-4,194)","13,094","(+/-2,539)","30,668","(+/-3,758)"
Education,"Educational Attainment","9th to 12th grade, no diploma","24,733","(+/-2,847)","31,752","(+/-3,819)","18,285","(+/-2,552)","20,775","(+/-2,935)","14,413","(+/-2,549)","29,674","(+/-3,518)","14,482","(+/-2,293)","30,799","(+/-3,713)","35,974","(+/-3,954)","36,352","(+/-4,478)","11,358","(+/-1,871)","29,968","(+/-3,734)"
Education,"Educational Attainment","High school graduate (includes equivalency)","161,799","(+/-6,331)","176,602","(+/-8,646)","135,305","(+/-6,266)","158,651","(+/-6,664)","102,898","(+/-5,533)","132,859","(+/-6,238)","104,375","(+/-5,102)","131,057","(+/-6,684)","156,905","(+/-6,639)","155,293","(+/-8,055)","108,491","(+/-6,070)","114,587","(+/-7,833)"
Education,"Educational Attainment","Some college, no degree","97,751","(+/-5,623)","97,496","(+/-5,385)","93,022","(+/-5,444)","89,900","(+/-5,317)","72,908","(+/-4,851)","70,612","(+/-5,358)","83,148","(+/-5,459)","64,633","(+/-5,287)","76,392","(+/-5,271)","91,486","(+/-6,823)","61,089","(+/-4,741)","75,040","(+/-5,955)"
Education,"Educational Attainment","Associate's degree","45,232","(+/-3,703)","47,390","(+/-3,851)","41,168","(+/-3,985)","39,920","(+/-3,690)","38,074","(+/-3,299)","33,511","(+/-3,144)","39,256","(+/-4,068)","26,596","(+/-3,251)","35,645","(+/-4,022)","31,897","(+/-3,911)","30,337","(+/-3,769)","31,948","(+/-3,706)"
Education,"Educational Attainment","Bachelor's degree","123,881","(+/-6,579)","117,374","(+/-6,113)","154,720","(+/-6,130)","134,144","(+/-5,979)","185,575","(+/-6,854)","132,877","(+/-5,966)","181,985","(+/-6,199)","136,448","(+/-7,450)","117,619","(+/-5,880)","111,177","(+/-7,000)","181,680","(+/-6,421)","135,203","(+/-6,604)"
Education,"Educational Attainment","Graduate or professional degree","68,842","(+/-4,485)","64,112","(+/-4,178)","100,588","(+/-6,916)","79,754","(+/-4,294)","121,171","(+/-5,531)","98,383","(+/-5,928)","126,777","(+/-4,458)","90,423","(+/-5,688)","64,355","(+/-4,233)","65,104","(+/-5,118)","139,687","(+/-5,859)","118,406","(+/-5,737)"
Education,"Educational Attainment","Percent high school graduate or higher",91.5,(+/-0.7),89.8,(+/-0.8),94.4,(+/-0.6),93.6,(+/-0.8),94.6,(+/-0.6),88.1,(+/-1.0),95.1,(+/-0.6),84.2,(+/-1.2),84.7,(+/-1.0),87.0,(+/-1.0),95.5,(+/-0.6),88.7,(+/-1.0)
Education,"Educational Attainment","Percent bachelor's degree or higher",35.5,(+/-1.2),32.4,(+/-1.3),45.9,(+/-1.4),39.8,(+/-1.2),55.7,(+/-1.3),43.5,(+/-1.0),54.9,(+/-1.1),42.5,(+/-1.5),34.2,(+/-1.2),33.7,(+/-1.4),58.9,(+/-1.3),47.3,(+/-1.4)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","266,349",G,"251,936",G,"338,578",G,"240,440",G,"315,842",G,"356,990",G,"326,895",G,"246,304",G,"279,090",G,"212,224",G,"431,767",G,"330,264",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",11,J,500,H,165,J,99,H,33,H,56,J,191,H,0,N,0,N,0,N,18,J,31,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",45,H,250,J,94,J,429,J,143,H,59,H,45,J,0,N,0,N,0,N,120,G,321,J
Business,"Paid employees for pay period including March 12",Utilities,"1,287",J,"3,195",J,"1,746",J,"1,484",H,"1,358",G,"1,462",J,981,J,901,H,"1,460",J,"2,818",J,663,H,"1,769",J
Business,"Paid employees for pay period including March 12",Construction,"14,647",G,"16,808",G,"14,076",G,"15,231",G,"14,197",G,"15,899",G,"17,600",G,"6,818",G,"16,127",G,"9,174",G,"18,314",G,"10,011",G
Business,"Paid employees for pay period including March 12",Manufacturing,"17,401",G,"17,921",G,"18,931",G,"9,169",G,"15,295",G,"19,251",G,"24,784",G,"10,649",G,"29,221",G,"11,260",G,"25,010",G,"21,306",G
Business,"Paid employees for pay period including March 12","Wholesale trade","12,986",G,"14,088",G,"23,775",G,"7,944",G,"26,952",G,"24,718",G,"24,813",H,"17,362",H,"28,056",G,"10,548",G,"33,477",G,"35,107",G
Business,"Paid employees for pay period including March 12","Retail trade","44,423",G,"41,545",G,"51,694",G,"39,502",G,"40,425",G,"44,271",G,"39,058",G,"27,900",G,"31,574",G,"21,824",G,"45,434",G,"31,057",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","13,649",G,"12,000",G,"21,303",H,"6,723",G,"7,444",G,"32,362",G,"8,929",G,"24,351",G,"29,476",G,"32,270",G,"11,295",G,"20,275",G
Business,"Paid employees for pay period including March 12",Information,"2,940",G,"1,687",G,"10,726",G,"3,664",H,"11,268",G,"5,702",H,"14,530",H,"6,377",G,"5,754",G,"3,690",G,"8,259",H,"5,736",G
Business,"Paid employees for pay period including March 12","Finance and insurance","5,914",G,"5,194",G,"21,462",G,"9,687",G,"11,413",G,"11,219",G,"17,950",G,"46,133",H,"6,892",G,"9,381",H,"22,197",G,"20,051",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","3,378",G,"4,183",G,"6,298",G,"6,630",G,"5,180",G,"5,839",G,"4,179",G,"4,373",G,"7,224",G,"3,945",G,"9,821",G,"3,963",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","15,178",G,"8,368",G,"27,978",G,"20,315",G,"23,377",G,"49,904",G,"32,408",G,"11,907",G,"13,455",G,"12,189",G,"57,341",G,"53,913",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","8,033",G,"2,096",H,"7,415",G,"2,400",G,"13,748",G,"11,863",G,"16,630",G,"4,032",G,"10,083",H,"3,272",J,"31,101",G,"8,284",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","16,569",G,"10,431",G,"20,441",G,"10,923",G,"22,001",G,"26,385",G,"17,699",G,"13,421",H,"18,477",G,"12,477",H,"33,589",G,"21,242",G
Business,"Paid employees for pay period including March 12","Educational services","5,513",G,"2,757",G,"13,040",G,"11,840",G,"11,278",G,"6,170",H,"7,621",G,"8,551",H,"4,478",G,"6,270",G,"14,327",G,"17,724",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","62,702",G,"43,360",G,"55,253",G,"51,528",G,"67,603",G,"56,769",G,"51,664",G,"31,021",G,"38,353",G,"43,579",G,"65,726",G,"45,439",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","3,917",G,"4,361",G,"5,967",G,"5,477",G,"5,075",G,"4,532",G,"6,493",G,"3,296",H,"5,327",H,"3,504",G,"7,828",G,"3,536",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","24,832",G,"52,053",G,"25,565",G,"23,968",G,"25,366",G,"27,568",G,"26,726",G,"20,982",G,"21,953",G,"16,605",G,"29,441",G,"18,109",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","12,896",G,"11,128",G,"12,628",G,"13,403",G,"13,663",G,"12,953",G,"14,552",G,"8,203",G,"11,038",G,"9,379",G,"17,758",G,"12,362",G
Business,"Paid employees for pay period including March 12","Industries not classified",28,H,11,J,21,J,24,J,23,G,8,J,42,H,23,G,49,J,35,J,48,G,28,J
Business,"Annual payroll ($1,000)","Total for all sectors","15,363,728",G,"13,198,671",G,"21,415,111",G,"13,244,789",G,"23,172,804",G,"25,202,154",G,"28,269,210",G,"22,396,756",G,"17,920,432",G,"15,641,647",G,"38,302,096",G,"26,715,936",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",966,H,"25,878",H,"6,887",H,"4,655",J,"1,424",H,"3,470",H,"7,875",G,0,N,0,N,0,N,549,H,"1,544",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","3,730",H,"16,650",H,"8,323",H,"17,921",H,"11,405",H,"6,104",H,"2,753",J,0,N,0,N,0,N,"8,180",G,"30,771",J
Business,"Annual payroll ($1,000)",Utilities,"126,868",J,"426,070",J,"203,915",J,"198,028",H,"158,108",G,"196,275",J,"123,273",J,"96,021",H,"199,351",J,"399,124",J,"84,890",H,"320,327",J
Business,"Annual payroll ($1,000)",Construction,"1,118,369",G,"1,174,401",G,"1,158,150",G,"1,150,045",G,"1,198,201",G,"1,532,209",G,"1,545,435",G,"522,349",G,"1,337,183",G,"762,572",G,"1,559,344",G,"791,586",G
Business,"Annual payroll ($1,000)",Manufacturing,"1,247,976",G,"1,095,672",G,"1,403,997",H,"567,430",G,"1,173,824",G,"1,297,450",G,"2,432,341",G,"618,478",G,"2,074,738",G,"677,384",G,"1,965,802",G,"1,719,041",G
Business,"Annual payroll ($1,000)","Wholesale trade","1,027,102",G,"973,055",G,"2,246,723",G,"575,186",G,"3,027,708",G,"2,275,671",G,"3,931,440",H,"1,792,852",H,"2,433,912",G,"911,193",G,"4,405,702",G,"4,424,509",G
Business,"Annual payroll ($1,000)","Retail trade","1,627,229",G,"1,652,906",G,"1,934,045",G,"1,569,827",G,"1,643,568",G,"1,673,136",G,"1,508,935",G,"930,529",G,"1,212,093",G,"1,006,687",G,"1,854,806",G,"1,163,138",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","726,934",G,"681,097",G,"1,057,092",H,"285,828",G,"544,652",G,"1,836,211",G,"527,980",G,"1,901,611",G,"1,469,533",G,"2,404,847",H,"569,050",G,"1,040,203",G
Business,"Annual payroll ($1,000)",Information,"222,829",G,"95,189",G,"1,289,416",G,"414,281",H,"1,298,791",H,"586,736",H,"2,403,194",G,"868,632",H,"654,075",G,"364,827",H,"841,072",G,"678,761",G
Business,"Annual payroll ($1,000)","Finance and insurance","577,911",G,"392,314",G,"2,134,196",G,"978,413",G,"1,576,962",G,"1,462,850",G,"2,653,740",G,"8,681,070",H,"719,489",G,"2,329,593",H,"3,491,807",G,"2,810,251",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","220,728",G,"238,995",G,"470,528",H,"471,254",G,"388,978",G,"432,646",G,"296,327",G,"308,860",G,"510,685",H,"206,819",G,"814,168",G,"293,737",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","1,193,114",G,"663,477",G,"2,629,002",G,"1,634,467",G,"2,593,444",G,"5,319,322",G,"4,439,381",H,"1,397,600",G,"1,240,131",G,"1,473,047",G,"7,898,949",G,"5,975,631",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","1,010,133",G,"205,485",G,"782,689",G,"217,723",H,"1,810,644",G,"1,906,506",H,"2,583,078",G,"996,288",H,"1,496,355",H,"380,134",J,"5,613,141",G,"1,423,038",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","812,873",G,"423,760",G,"1,053,327",G,"603,218",G,"1,282,780",G,"1,243,091",G,"964,472",G,"889,537",H,"763,620",G,"663,696",H,"1,920,286",G,"1,063,500",G
Business,"Annual payroll ($1,000)","Educational services","226,849",G,"97,859",G,"611,448",G,"386,499",G,"582,780",H,"239,080",H,"301,641",G,"471,090",H,"191,788",G,"309,681",G,"656,873",G,"1,112,304",H
Business,"Annual payroll ($1,000)","Health care and social assistance","4,047,274",H,"2,629,468",H,"3,221,980",G,"2,874,189",G,"4,518,189",G,"3,684,859",G,"3,064,426",G,"1,661,151",G,"2,132,727",G,"2,644,420",G,"4,371,593",G,"2,681,841",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","113,432",G,"188,830",G,"149,402",G,"214,036",G,"157,412",G,"135,269",G,"199,546",G,"272,411",H,"453,124",H,"231,226",H,"648,464",H,"98,834",G
Business,"Annual payroll ($1,000)","Accommodation and food services","624,031",G,"1,856,852",G,"605,104",G,"624,809",G,"708,435",G,"731,719",G,"721,072",G,"628,865",G,"601,704",G,"484,540",G,"817,696",G,"492,630",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","434,073",G,"359,956",G,"448,378",G,"456,104",G,"493,457",G,"639,306",G,"560,057",G,"357,901",G,"410,527",G,"386,877",G,"777,857",G,"593,166",G
Business,"Annual payroll ($1,000)","Industries not classified","1,307",G,757,G,509,G,876,H,"2,042",G,244,H,"2,244",G,"1,273",G,"2,025",G,"4,917",H,"1,867",G,"1,124",H
Business,"Total Establishments","Total for all sectors","16,746",X,"18,084",X,"19,925",X,"20,262",X,"25,014",X,"20,312",X,"21,924",X,"15,770",X,"19,859",X,"13,753",X,"25,920",X,"18,889",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",4,X,66,X,22,X,27,X,12,X,8,X,53,X,0,N,0,N,0,N,7,X,8,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",6,X,20,X,7,X,8,X,8,X,5,X,9,X,0,N,0,N,0,N,3,X,4,X
Business,"Total Establishments",Utilities,29,X,54,X,48,X,43,X,32,X,57,X,47,X,17,X,22,X,23,X,33,X,36,X
Business,"Total Establishments",Construction,"1,581",X,"2,322",X,"1,820",X,"2,434",X,"2,154",X,"1,558",X,"2,272",X,"1,221",X,"2,074",X,"1,289",X,"2,313",X,"1,481",X
Business,"Total Establishments",Manufacturing,553,X,516,X,483,X,458,X,601,X,537,X,709,X,427,X,"1,002",X,452,X,810,X,527,X
Business,"Total Establishments","Wholesale trade",742,X,624,X,945,X,839,X,"1,791",X,"1,215",X,"1,070",X,680,X,"1,817",X,673,X,"1,482",X,"1,054",X
Business,"Total Establishments","Retail trade","2,421",X,"2,813",X,"2,425",X,"2,701",X,"2,815",X,"2,580",X,"2,458",X,"2,443",X,"2,630",X,"2,058",X,"2,774",X,"1,901",X
Business,"Total Establishments","Transportation and warehousing",561,X,505,X,698,X,424,X,614,X,"1,194",X,631,X,"1,236",X,"1,229",X,876,X,690,X,802,X
Business,"Total Establishments",Information,211,X,184,X,335,X,244,X,420,X,355,X,344,X,298,X,284,X,201,X,453,X,342,X
Business,"Total Establishments","Finance and insurance",719,X,611,X,"1,137",X,"1,007",X,"1,228",X,864,X,"1,187",X,770,X,757,X,474,X,"1,538",X,861,X
Business,"Total Establishments","Real estate and rental and leasing",611,X,773,X,720,X,"1,209",X,"1,184",X,824,X,802,X,769,X,791,X,667,X,"1,221",X,603,X
Business,"Total Establishments","Professional, scientific, and technical services","1,733",X,"1,244",X,"2,672",X,"2,199",X,"3,252",X,"2,960",X,"2,995",X,"1,533",X,"1,643",X,"1,230",X,"3,736",X,"3,566",X
Business,"Total Establishments","Management of companies and enterprises",146,X,45,X,126,X,81,X,146,X,107,X,138,X,57,X,181,X,34,X,238,X,104,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,068",X,"1,107",X,"1,313",X,"1,295",X,"1,590",X,"1,149",X,"1,551",X,622,X,"1,060",X,694,X,"1,699",X,"1,229",X
Business,"Total Establishments","Educational services",244,X,186,X,363,X,419,X,503,X,291,X,387,X,218,X,226,X,211,X,526,X,446,X
Business,"Total Establishments","Health care and social assistance","2,381",X,"2,048",X,"2,826",X,"2,772",X,"3,578",X,"2,287",X,"2,673",X,"1,636",X,"2,019",X,"1,670",X,"3,271",X,"2,318",X
Business,"Total Establishments","Arts, entertainment, and recreation",257,X,413,X,374,X,352,X,396,X,340,X,426,X,232,X,232,X,169,X,542,X,254,X
Business,"Total Establishments","Accommodation and food services","1,595",X,"2,536",X,"1,662",X,"1,698",X,"2,080",X,"2,116",X,"1,884",X,"1,918",X,"1,838",X,"1,325",X,"2,090",X,"1,513",X
Business,"Total Establishments","Other services (except public administration)","1,860",X,"1,993",X,"1,931",X,"2,036",X,"2,582",X,"1,850",X,"2,266",X,"1,666",X,"2,016",X,"1,679",X,"2,465",X,"1,820",X
Business,"Total Establishments","Industries not classified",24,X,24,X,18,X,16,X,28,X,15,X,22,X,26,X,36,X,26,X,29,X,20,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
