Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","75,194","(+/-4,954)","22,646","(+/-2,380)","20,862","(+/-2,696)","34,491","(+/-3,326)","54,649","(+/-4,394)","34,646","(+/-3,218)","12,737","(+/-1,753)","35,674","(+/-3,723)","24,299","(+/-3,102)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","92,840","(+/-3,652)","63,735","(+/-2,488)","68,989","(+/-3,311)","83,258","(+/-3,430)","104,498","(+/-3,210)","73,464","(+/-2,108)","61,136","(+/-1,793)","79,122","(+/-3,201)","75,959","(+/-2,635)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","146,662","(+/-5,636)","86,066","(+/-2,937)","87,960","(+/-3,187)","105,594","(+/-3,058)","133,376","(+/-3,847)","98,169","(+/-3,248)","76,653","(+/-2,167)","104,851","(+/-3,498)","94,760","(+/-3,485)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","799,769","(+/-22,154)","819,138","(+/-6,918)","804,567","(+/-24,090)","809,613","(+/-17,699)","856,289","(+/-16,616)","790,714","(+/-16,289)","788,170","(+/-17,271)","794,200","(+/-19,404)","859,047","(+/-12,709)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","740,776","(+/-20,660)","728,093","(+/-10,985)","650,119","(+/-23,011)","733,817","(+/-18,465)","802,201","(+/-16,889)","736,161","(+/-16,896)","678,524","(+/-18,107)","736,410","(+/-17,771)","787,914","(+/-14,711)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","581,701","(+/-17,727)","464,034","(+/-10,852)","367,442","(+/-17,730)","555,858","(+/-19,697)","669,111","(+/-16,931)","533,383","(+/-14,914)","404,236","(+/-18,167)","547,206","(+/-16,400)","562,728","(+/-17,468)"
Socioeconomic,"Health Insurance Coverage","With public coverage","250,130","(+/-12,814)","381,728","(+/-10,172)","327,657","(+/-16,239)","262,255","(+/-13,451)","233,471","(+/-11,529)","347,946","(+/-11,080)","342,038","(+/-14,628)","309,522","(+/-11,232)","354,659","(+/-13,776)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","58,993","(+/-7,722)","91,045","(+/-8,185)","154,448","(+/-12,103)","75,796","(+/-9,570)","54,088","(+/-7,183)","54,553","(+/-6,353)","109,646","(+/-9,837)","57,790","(+/-8,772)","71,133","(+/-9,743)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","148,834","(+/-12,136)","179,863","(+/-4,782)","224,437","(+/-12,556)","169,298","(+/-10,508)","228,793","(+/-9,569)","153,393","(+/-7,077)","208,162","(+/-7,656)","173,227","(+/-10,136)","198,621","(+/-8,699)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","9,784","(+/-2,514)","21,268","(+/-4,443)","27,340","(+/-5,117)","12,332","(+/-3,724)","14,373","(+/-3,332)","11,667","(+/-2,743)","25,484","(+/-4,410)","10,945","(+/-3,107)","12,265","(+/-3,784)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",6.2,(+/-1.2),12.3,(+/-1.2),15.3,(+/-1.7),7.0,(+/-1.1),3.8,(+/-0.8),8.6,(+/-1.1),14.0,(+/-1.8),5.3,(+/-0.8),7.7,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",10.0,(+/-2.6),19.6,(+/-2.6),20.5,(+/-2.5),11.0,(+/-2.2),4.3,(+/-1.3),9.7,(+/-2.4),19.7,(+/-3.1),7.8,(+/-1.8),12.3,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.9,(+/-4.0),18.2,(+/-6.2),17.1,(+/-6.7),10.1,(+/-5.9),6.4,(+/-4.1),13.4,(+/-6.9),12.2,(+/-6.4),7.3,(+/-4.7),11.2,(+/-7.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.0,(+/-1.1),6.9,(+/-1.1),9.7,(+/-1.7),4.0,(+/-1.1),2.7,(+/-0.8),5.9,(+/-0.9),7.9,(+/-1.4),3.5,(+/-0.9),4.0,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.1,(+/-2.6),9.1,(+/-2.2),12.9,(+/-2.6),5.8,(+/-2.0),2.6,(+/-1.1),4.8,(+/-1.8),10.0,(+/-2.6),4.1,(+/-1.7),3.8,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.5,(+/-0.8),9.2,(+/-7.3),12.3,(+/-9.0),4.0,(+/-3.9),7.4,(+/-5.3),6.1,(+/-6.2),5.8,(+/-4.6),2.8,(+/-2.4),0.7,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",17.5,(+/-4.5),30.3,(+/-4.0),26.2,(+/-4.2),16.2,(+/-4.2),9.9,(+/-4.0),20.6,(+/-4.6),26.3,(+/-4.4),13.3,(+/-2.9),25.3,(+/-4.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",24.1,(+/-6.2),37.5,(+/-5.5),32.6,(+/-5.5),21.1,(+/-6.2),13.6,(+/-5.9),21.6,(+/-7.2),34.7,(+/-6.7),18.6,(+/-4.7),39.7,(+/-6.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",34.7,(+/-21.8),47.4,(+/-15.1),24.4,(+/-14.2),16.1,(+/-13.2),3.3,(+/-6.2),25.6,(+/-21.4),21.1,(+/-15.5),22.8,(+/-18.3),48.1,(+/-20.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",9.1,(+/-1.2),17.1,(+/-1.2),19.3,(+/-1.6),12.4,(+/-1.4),5.6,(+/-0.7),11.1,(+/-1.0),18.1,(+/-1.7),9.4,(+/-1.0),10.7,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",11.7,(+/-3.6),21.6,(+/-2.6),25.6,(+/-3.3),15.4,(+/-3.5),4.7,(+/-1.2),9.6,(+/-2.3),24.3,(+/-3.9),9.5,(+/-2.4),13.9,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",11.6,(+/-3.6),21.4,(+/-2.6),25.1,(+/-3.2),15.1,(+/-3.5),4.4,(+/-1.2),9.1,(+/-2.3),24.0,(+/-3.8),9.3,(+/-2.4),13.5,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",8.6,(+/-4.4),19.6,(+/-3.8),26.4,(+/-4.8),18.9,(+/-6.1),6.2,(+/-2.5),13.9,(+/-4.4),23.4,(+/-5.6),11.6,(+/-4.4),14.2,(+/-5.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",12.6,(+/-3.8),22.0,(+/-2.9),24.6,(+/-3.5),13.7,(+/-3.5),3.8,(+/-1.1),7.7,(+/-2.2),24.2,(+/-3.9),8.5,(+/-2.4),13.2,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.5,(+/-0.9),15.9,(+/-1.1),17.0,(+/-1.3),11.7,(+/-1.1),5.9,(+/-0.7),11.4,(+/-1.0),16.2,(+/-1.4),9.4,(+/-0.9),9.8,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",8.5,(+/-1.5),13.8,(+/-1.5),21.3,(+/-3.6),10.5,(+/-2.1),8.2,(+/-1.4),11.4,(+/-1.5),16.3,(+/-2.2),9.1,(+/-1.3),9.8,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",6.9,(+/-1.6),13.8,(+/-1.4),16.6,(+/-1.9),8.2,(+/-1.3),3.6,(+/-0.8),8.0,(+/-1.1),15.3,(+/-2.0),5.8,(+/-1.1),8.0,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",15.2,(+/-1.5),29.8,(+/-2.4),29.3,(+/-3.1),23.2,(+/-2.1),18.0,(+/-1.9),21.4,(+/-2.3),29.1,(+/-2.5),24.1,(+/-2.4),23.9,(+/-2.1)
Education,"School Enrollment","Population 3 years and over enrolled in school","151,669","(+/-10,766)","191,327","(+/-6,595)","217,742","(+/-12,013)","199,386","(+/-10,100)","227,954","(+/-9,191)","166,871","(+/-6,703)","222,394","(+/-7,755)","174,788","(+/-10,357)","186,185","(+/-9,717)"
Education,"School Enrollment","Nursery school, preschool","10,551","(+/-1,696)","8,410","(+/-1,793)","7,770","(+/-1,936)","8,664","(+/-1,963)","13,640","(+/-2,053)","8,852","(+/-1,807)","6,899","(+/-2,047)","9,037","(+/-1,866)","9,449","(+/-2,596)"
Education,"School Enrollment",Kindergarten,"8,105","(+/-1,584)","9,799","(+/-1,891)","12,207","(+/-2,828)","5,696","(+/-1,407)","14,347","(+/-2,677)","7,977","(+/-1,893)","12,860","(+/-2,548)","10,243","(+/-2,041)","7,002","(+/-1,696)"
Education,"School Enrollment","Elementary school (grades 1-8)","61,063","(+/-6,868)","77,456","(+/-3,384)","89,008","(+/-7,050)","68,809","(+/-6,525)","97,683","(+/-6,469)","68,477","(+/-4,460)","84,942","(+/-5,256)","72,010","(+/-6,243)","83,480","(+/-6,692)"
Education,"School Enrollment","High school (grades 9-12)","37,360","(+/-4,547)","42,173","(+/-2,507)","55,568","(+/-4,932)","40,804","(+/-5,193)","54,089","(+/-5,190)","36,419","(+/-2,894)","48,781","(+/-4,130)","41,861","(+/-4,306)","47,644","(+/-4,577)"
Education,"School Enrollment","College or graduate school","34,590","(+/-4,475)","53,489","(+/-4,485)","53,189","(+/-3,987)","75,413","(+/-5,698)","48,195","(+/-5,069)","45,146","(+/-3,905)","68,912","(+/-4,595)","41,637","(+/-4,644)","38,610","(+/-3,967)"
Education,"Educational Attainment","Population 25 years and over","605,973","(+/-14,661)","587,805","(+/-5,726)","502,512","(+/-14,570)","554,960","(+/-11,484)","577,021","(+/-11,779)","602,823","(+/-10,599)","516,355","(+/-10,998)","580,143","(+/-13,732)","622,662","(+/-11,296)"
Education,"Educational Attainment","Less than 9th grade","14,834","(+/-3,360)","21,013","(+/-2,648)","63,817","(+/-5,207)","21,324","(+/-3,366)","12,959","(+/-3,156)","18,027","(+/-2,263)","42,401","(+/-4,345)","19,180","(+/-3,551)","24,679","(+/-3,093)"
Education,"Educational Attainment","9th to 12th grade, no diploma","17,117","(+/-2,948)","38,679","(+/-3,597)","59,503","(+/-5,241)","28,797","(+/-3,734)","15,959","(+/-2,865)","24,777","(+/-3,234)","58,081","(+/-4,693)","27,642","(+/-4,018)","38,376","(+/-3,555)"
Education,"Educational Attainment","High school graduate (includes equivalency)","98,996","(+/-8,127)","150,838","(+/-6,803)","141,674","(+/-8,017)","108,641","(+/-6,125)","112,313","(+/-6,825)","120,610","(+/-6,580)","142,619","(+/-6,298)","141,389","(+/-8,528)","185,571","(+/-7,607)"
Education,"Educational Attainment","Some college, no degree","109,433","(+/-6,158)","161,338","(+/-6,091)","100,680","(+/-6,340)","127,124","(+/-6,847)","141,163","(+/-6,552)","148,875","(+/-7,029)","113,866","(+/-6,683)","142,821","(+/-8,088)","158,384","(+/-7,946)"
Education,"Educational Attainment","Associate's degree","47,932","(+/-3,888)","60,460","(+/-5,176)","33,261","(+/-3,754)","46,330","(+/-4,560)","58,283","(+/-4,565)","56,077","(+/-4,452)","44,315","(+/-5,479)","57,933","(+/-4,652)","66,047","(+/-4,745)"
Education,"Educational Attainment","Bachelor's degree","194,101","(+/-6,750)","94,275","(+/-5,476)","63,173","(+/-5,817)","135,865","(+/-6,022)","145,326","(+/-8,219)","134,145","(+/-5,954)","72,805","(+/-5,437)","117,702","(+/-4,884)","93,744","(+/-5,600)"
Education,"Educational Attainment","Graduate or professional degree","123,560","(+/-6,808)","61,202","(+/-4,299)","40,404","(+/-4,149)","86,879","(+/-5,543)","91,018","(+/-5,096)","100,312","(+/-4,882)","42,268","(+/-3,876)","73,476","(+/-4,520)","55,861","(+/-4,470)"
Education,"Educational Attainment","Percent high school graduate or higher",94.7,(+/-0.8),89.8,(+/-0.8),75.5,(+/-1.3),91.0,(+/-0.9),95.0,(+/-0.7),92.9,(+/-0.6),80.5,(+/-1.2),91.9,(+/-0.8),89.9,(+/-0.7)
Education,"Educational Attainment","Percent bachelor's degree or higher",52.4,(+/-1.5),26.5,(+/-1.0),20.6,(+/-1.2),40.1,(+/-1.4),41.0,(+/-1.3),38.9,(+/-1.1),22.3,(+/-1.2),33.0,(+/-1.2),24.0,(+/-1.1)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","471,351",G,"175,368",G,"438,502",G,"475,731",G,"203,794",G,"225,207",G,"242,414",G,"226,667",G,"177,584",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",195,H,129,H,58,H,197,J,77,J,147,H,680,H,21,J,437,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",178,H,"3,682",H,142,H,112,J,73,H,"5,780",J,"1,122",H,132,G,700,G
Business,"Paid employees for pay period including March 12",Utilities,861,H,"1,336",J,"1,701",H,798,G,82,J,"2,426",H,870,G,"1,767",H,"2,904",J
Business,"Paid employees for pay period including March 12",Construction,"33,451",G,"12,773",G,"34,265",G,"37,034",G,"17,668",G,"13,132",G,"17,286",G,"18,770",G,"12,578",G
Business,"Paid employees for pay period including March 12",Manufacturing,"15,480",G,"8,276",G,"35,378",G,"32,528",G,"16,606",H,"10,403",G,"25,639",G,"11,760",H,"15,062",H
Business,"Paid employees for pay period including March 12","Wholesale trade","12,784",G,"3,837",G,"32,296",G,"19,200",G,"4,222",G,"3,124",G,"13,091",G,"2,921",G,"5,713",G
Business,"Paid employees for pay period including March 12","Retail trade","49,492",G,"30,219",G,"35,953",G,"55,031",G,"30,880",G,"36,177",G,"36,708",G,"34,621",G,"36,741",H
Business,"Paid employees for pay period including March 12","Transportation and warehousing","12,220",H,"4,095",G,"51,221",G,"16,211",G,"4,486",H,"6,818",G,"17,170",G,"3,856",G,"10,605",G
Business,"Paid employees for pay period including March 12",Information,"15,823",G,"2,908",H,"6,600",G,"12,189",G,"2,511",G,"3,681",G,"3,745",G,"3,055",G,"1,384",H
Business,"Paid employees for pay period including March 12","Finance and insurance","45,150",G,"3,150",H,"20,397",H,"43,829",G,"18,435",J,"8,909",G,"6,562",G,"21,231",H,"3,392",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","17,520",G,"3,110",H,"9,638",H,"9,461",G,"5,359",H,"5,144",G,"3,011",G,"3,888",G,"2,739",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","45,960",G,"5,874",G,"22,330",G,"54,957",G,"11,851",G,"13,680",G,"10,171",G,"11,084",G,"5,851",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","15,910",H,592,H,"19,772",H,"20,652",G,"2,731",G,"1,773",G,"2,684",H,"2,080",H,764,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","32,908",G,"6,809",G,"30,242",G,"36,333",G,"13,025",G,"11,855",G,"21,395",G,"21,521",G,"9,331",G
Business,"Paid employees for pay period including March 12","Educational services","10,134",H,"4,905",G,"21,036",G,"11,373",G,"7,922",G,"5,032",G,"5,150",G,"4,896",G,"2,762",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","67,040",G,"35,517",G,"65,809",G,"61,037",G,"27,254",G,"51,293",G,"32,859",G,"44,408",G,"25,467",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","15,409",G,"4,747",H,"5,328",G,"6,290",H,"5,240",G,"4,493",G,"4,160",G,"4,907",H,"5,510",H
Business,"Paid employees for pay period including March 12","Accommodation and food services","61,170",G,"36,330",G,"32,432",G,"44,124",G,"27,235",G,"31,013",G,"30,643",G,"27,465",G,"29,205",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","19,623",G,"7,074",G,"13,876",G,"14,345",G,"8,110",G,"10,311",G,"9,461",G,"8,279",G,"6,433",G
Business,"Paid employees for pay period including March 12","Industries not classified",43,H,5,J,28,J,30,J,27,H,16,J,7,J,5,J,6,J
Business,"Annual payroll ($1,000)","Total for all sectors","34,025,697",G,"8,001,802",G,"27,684,779",G,"29,438,207",G,"10,850,429",G,"11,755,039",G,"11,950,920",G,"11,911,595",G,"7,870,145",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","10,155",H,"7,607",H,"3,211",H,"11,149",J,"3,070",H,"10,273",H,"28,350",H,636,H,"22,393",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","14,447",H,"342,206",G,"10,999",G,"8,544",H,"6,360",J,"549,166",J,"94,898",H,"10,424",G,"40,471",G
Business,"Annual payroll ($1,000)",Utilities,"110,185",H,"133,481",J,"209,810",H,"77,308",H,"4,963",H,"259,371",H,"82,169",G,"220,253",J,"346,633",J
Business,"Annual payroll ($1,000)",Construction,"2,770,974",G,"698,002",G,"2,485,260",G,"2,574,171",G,"1,210,171",G,"865,639",H,"942,482",G,"1,183,441",G,"682,812",G
Business,"Annual payroll ($1,000)",Manufacturing,"1,870,144",H,"515,715",G,"2,321,514",G,"2,417,699",G,"1,372,604",H,"1,061,833",G,"1,922,247",H,"1,041,271",H,"750,627",G
Business,"Annual payroll ($1,000)","Wholesale trade","1,369,943",H,"234,090",G,"2,491,126",G,"1,809,447",G,"380,893",G,"178,012",G,"874,447",G,"193,750",G,"340,917",G
Business,"Annual payroll ($1,000)","Retail trade","2,155,106",G,"1,039,126",G,"1,610,933",G,"2,195,067",G,"1,187,738",G,"1,288,371",H,"1,370,238",G,"1,362,785",G,"1,401,059",H
Business,"Annual payroll ($1,000)","Transportation and warehousing","941,326",H,"194,945",G,"2,944,348",H,"900,534",H,"206,318",H,"372,744",G,"898,262",G,"190,825",G,"568,391",G
Business,"Annual payroll ($1,000)",Information,"1,708,470",G,"164,076",H,"534,454",G,"1,073,860",G,"162,399",H,"294,962",G,"307,872",H,"146,779",G,"73,434",G
Business,"Annual payroll ($1,000)","Finance and insurance","4,791,508",G,"210,835",H,"1,810,763",H,"3,582,657",G,"1,319,273",J,"663,456",G,"405,777",G,"1,534,699",G,"212,201",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","1,516,399",G,"146,820",G,"581,892",H,"631,812",G,"348,260",G,"265,744",G,"141,245",G,"221,602",G,"127,609",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","4,663,753",G,"312,696",G,"2,110,012",G,"4,488,909",G,"989,485",G,"992,433",G,"669,260",G,"865,878",G,"348,544",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","1,752,391",H,"31,639",H,"1,555,493",H,"2,008,839",G,"177,939",G,"137,466",G,"274,629",J,"273,603",J,"57,837",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","2,044,860",G,"302,567",H,"1,235,750",G,"1,777,482",G,"654,335",G,"526,688",G,"699,227",G,"965,255",G,"359,247",G
Business,"Annual payroll ($1,000)","Educational services","533,508",G,"174,436",G,"878,503",G,"441,263",G,"375,107",G,"208,692",G,"214,738",G,"199,923",G,"114,388",G
Business,"Annual payroll ($1,000)","Health care and social assistance","4,235,104",H,"2,081,192",G,"4,872,255",G,"3,177,174",G,"1,422,789",H,"2,922,782",G,"1,776,970",G,"2,438,999",G,"1,360,818",H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","632,190",G,"172,858",H,"484,104",H,"505,155",H,"106,278",G,"106,172",G,"159,793",H,"97,168",G,"140,582",H
Business,"Annual payroll ($1,000)","Accommodation and food services","1,972,102",G,"986,970",G,"854,934",G,"1,122,362",G,"625,701",G,"711,595",G,"729,064",G,"653,032",G,"682,870",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","930,765",G,"252,234",G,"688,872",G,"634,116",G,"295,596",G,"338,972",G,"358,389",G,"310,969",G,"238,706",G
Business,"Annual payroll ($1,000)","Industries not classified","2,367",H,307,H,546,H,659,J,"1,150",H,668,G,863,G,303,G,606,H
Business,"Total Establishments","Total for all sectors","32,268",X,"15,268",X,"15,980",X,"22,412",X,"16,026",X,"15,889",X,"13,768",X,"14,763",X,"12,539",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",40,X,36,X,9,X,7,X,19,X,30,X,33,X,9,X,32,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",14,X,58,X,11,X,7,X,13,X,38,X,25,X,15,X,41,X
Business,"Total Establishments",Utilities,33,X,78,X,18,X,18,X,14,X,45,X,34,X,13,X,56,X
Business,"Total Establishments",Construction,"2,234",X,"1,911",X,"1,279",X,"1,903",X,"1,710",X,"1,255",X,"1,435",X,"1,591",X,"1,597",X
Business,"Total Establishments",Manufacturing,532,X,411,X,912,X,789,X,314,X,329,X,540,X,279,X,349,X
Business,"Total Establishments","Wholesale trade","1,202",X,388,X,"1,328",X,"1,040",X,516,X,383,X,818,X,420,X,435,X
Business,"Total Establishments","Retail trade","2,966",X,"2,015",X,"1,669",X,"2,568",X,"1,475",X,"1,928",X,"1,918",X,"1,604",X,"1,676",X
Business,"Total Establishments","Transportation and warehousing",416,X,413,X,830,X,417,X,357,X,318,X,705,X,359,X,590,X
Business,"Total Establishments",Information,581,X,239,X,312,X,394,X,248,X,246,X,209,X,176,X,195,X
Business,"Total Establishments","Finance and insurance","2,884",X,666,X,759,X,"1,416",X,980,X,"1,064",X,579,X,"1,004",X,590,X
Business,"Total Establishments","Real estate and rental and leasing","3,406",X,"1,152",X,836,X,"1,602",X,"1,638",X,"1,273",X,708,X,"1,082",X,984,X
Business,"Total Establishments","Professional, scientific, and technical services","5,803",X,"1,423",X,"1,902",X,"3,030",X,"2,279",X,"1,947",X,"1,286",X,"1,536",X,949,X
Business,"Total Establishments","Management of companies and enterprises",252,X,32,X,153,X,208,X,62,X,69,X,77,X,55,X,23,X
Business,"Total Establishments","Administrative and support and waste management and remediation services","1,779",X,803,X,909,X,"1,344",X,"1,050",X,888,X,762,X,978,X,804,X
Business,"Total Establishments","Educational services",546,X,197,X,209,X,337,X,318,X,265,X,193,X,199,X,144,X
Business,"Total Establishments","Health care and social assistance","4,390",X,"1,927",X,"1,796",X,"3,120",X,"2,236",X,"2,627",X,"1,409",X,"2,568",X,"1,448",X
Business,"Total Establishments","Arts, entertainment, and recreation",596,X,317,X,166,X,309,X,289,X,280,X,193,X,237,X,160,X
Business,"Total Establishments","Accommodation and food services","2,212",X,"1,833",X,"1,562",X,"2,104",X,"1,252",X,"1,385",X,"1,511",X,"1,336",X,"1,368",X
Business,"Total Establishments","Other services (except public administration)","2,345",X,"1,355",X,"1,303",X,"1,777",X,"1,229",X,"1,501",X,"1,318",X,"1,292",X,"1,082",X
Business,"Total Establishments","Industries not classified",37,X,14,X,17,X,22,X,27,X,18,X,15,X,10,X,16,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
