Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","75,475","(+/-2,723)","99,992","(+/-3,078)","91,207","(+/-3,521)","87,834","(+/-2,983)","133,686","(+/-5,665)","91,294","(+/-3,250)","101,160","(+/-3,668)","92,530","(+/-2,932)","72,275","(+/-2,284)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","779,035","(+/-2,568)","800,594","(+/-3,276)","789,933","(+/-3,244)","801,346","(+/-3,325)","789,021","(+/-13,318)","788,254","(+/-11,674)","790,538","(+/-11,599)","756,718","(+/-9,216)","737,781","(+/-8,634)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","696,356","(+/-6,884)","733,067","(+/-7,434)","720,176","(+/-6,993)","722,248","(+/-7,227)","727,293","(+/-13,419)","718,965","(+/-11,496)","719,842","(+/-12,964)","700,061","(+/-9,634)","640,749","(+/-11,667)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","469,473","(+/-12,208)","555,197","(+/-11,372)","515,568","(+/-10,154)","529,258","(+/-11,517)","601,012","(+/-14,334)","520,776","(+/-13,580)","559,290","(+/-14,111)","494,410","(+/-11,793)","414,554","(+/-14,264)"
Socioeconomic,"Health Insurance Coverage","With public coverage","344,120","(+/-9,194)","279,156","(+/-8,577)","303,247","(+/-8,222)","286,760","(+/-9,217)","217,398","(+/-11,879)","297,707","(+/-10,326)","261,511","(+/-11,047)","302,975","(+/-8,362)","303,869","(+/-12,014)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","82,679","(+/-6,604)","67,527","(+/-6,431)","69,757","(+/-6,313)","79,098","(+/-6,474)","61,728","(+/-7,059)","69,289","(+/-6,528)","70,696","(+/-6,811)","56,657","(+/-5,432)","97,032","(+/-7,874)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","157,038","(+/-2,430)","175,216","(+/-2,358)","174,407","(+/-2,617)","195,473","(+/-2,477)","194,770","(+/-8,166)","182,799","(+/-6,446)","184,837","(+/-7,132)","183,675","(+/-5,844)","196,817","(+/-4,935)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","7,759","(+/-2,454)","7,385","(+/-2,157)","11,024","(+/-3,011)","10,760","(+/-3,100)","12,517","(+/-3,608)","8,606","(+/-2,094)","10,738","(+/-2,785)","9,639","(+/-2,616)","14,427","(+/-3,987)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",10.9,(+/-1.5),8.3,(+/-1.2),9.7,(+/-1.1),9.9,(+/-1.3),5.1,(+/-1.2),10.1,(+/-1.3),9.6,(+/-1.3),11.9,(+/-1.0),18.0,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",18.1,(+/-2.9),13.4,(+/-2.4),15.5,(+/-2.2),14.3,(+/-2.5),6.3,(+/-1.8),16.1,(+/-2.6),15.4,(+/-2.4),18.3,(+/-2.1),28.8,(+/-4.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",18.0,(+/-6.8),9.2,(+/-4.6),14.7,(+/-6.5),12.2,(+/-4.5),4.3,(+/-3.2),7.7,(+/-3.9),13.6,(+/-5.6),14.8,(+/-5.6),32.7,(+/-8.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",7.1,(+/-1.3),4.3,(+/-0.8),4.9,(+/-1.0),5.9,(+/-1.1),3.2,(+/-0.9),5.5,(+/-1.0),5.0,(+/-1.1),5.8,(+/-1.0),6.0,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.0,(+/-2.7),5.4,(+/-1.7),6.3,(+/-2.1),6.6,(+/-1.7),2.8,(+/-1.3),8.3,(+/-2.3),7.2,(+/-2.1),7.0,(+/-1.7),8.5,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.9,(+/-7.4),0.9,(+/-1.3),3.6,(+/-3.1),4.5,(+/-2.8),1.6,(+/-1.8),1.9,(+/-1.6),5.5,(+/-4.0),2.4,(+/-2.8),2.1,(+/-3.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",24.2,(+/-5.0),27.2,(+/-5.0),26.1,(+/-4.3),26.8,(+/-4.7),13.8,(+/-4.6),28.2,(+/-5.9),24.8,(+/-5.2),33.3,(+/-4.5),32.3,(+/-4.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",36.9,(+/-7.3),38.4,(+/-7.8),36.3,(+/-6.6),37.0,(+/-6.4),20.6,(+/-7.4),36.5,(+/-8.0),35.1,(+/-8.4),45.9,(+/-6.2),44.2,(+/-6.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",42.0,(+/-14.1),43.4,(+/-21.1),43.0,(+/-19.9),43.7,(+/-16.4),26.1,(+/-21.3),30.5,(+/-19.5),52.2,(+/-21.1),60.3,(+/-14.7),54.9,(+/-13.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",15.5,(+/-1.4),13.3,(+/-1.2),14.4,(+/-1.1),12.7,(+/-1.4),7.6,(+/-1.1),14.0,(+/-1.3),12.8,(+/-1.2),15.3,(+/-1.1),21.3,(+/-1.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",20.7,(+/-3.5),17.7,(+/-3.2),19.9,(+/-3.2),17.2,(+/-3.3),8.9,(+/-2.5),19.8,(+/-3.1),17.7,(+/-2.9),20.6,(+/-2.8),34.6,(+/-4.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",20.3,(+/-3.5),17.4,(+/-3.2),19.4,(+/-3.2),17.1,(+/-3.3),8.6,(+/-2.5),19.6,(+/-3.1),17.4,(+/-2.9),20.4,(+/-2.8),34.5,(+/-4.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",20.6,(+/-5.1),20.0,(+/-5.5),21.2,(+/-5.1),15.2,(+/-4.1),9.9,(+/-3.9),18.4,(+/-4.7),16.3,(+/-4.3),20.3,(+/-4.3),35.4,(+/-6.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",20.2,(+/-3.8),16.6,(+/-3.1),18.7,(+/-3.3),17.7,(+/-3.6),8.2,(+/-2.4),20.1,(+/-3.3),17.8,(+/-3.7),20.5,(+/-3.1),34.1,(+/-4.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.3,(+/-1.2),12.2,(+/-0.9),12.9,(+/-0.9),11.4,(+/-1.1),7.3,(+/-0.9),12.4,(+/-1.0),11.4,(+/-1.0),13.7,(+/-1.0),16.7,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",13.9,(+/-1.5),10.0,(+/-1.3),13.8,(+/-1.7),11.3,(+/-1.8),7.4,(+/-1.3),12.5,(+/-1.6),10.3,(+/-1.7),14.5,(+/-1.5),15.3,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.8,(+/-1.6),9.2,(+/-1.4),11.1,(+/-1.3),10.7,(+/-1.6),5.4,(+/-1.2),11.2,(+/-1.5),10.6,(+/-1.4),12.4,(+/-1.1),20.0,(+/-2.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",29.3,(+/-2.3),28.3,(+/-2.2),26.6,(+/-2.4),22.2,(+/-2.1),17.5,(+/-2.2),25.2,(+/-2.2),20.6,(+/-2.2),29.4,(+/-2.5),25.5,(+/-2.4)
Education,"School Enrollment","Population 3 years and over enrolled in school","152,165","(+/-4,517)","185,978","(+/-4,944)","164,449","(+/-4,309)","188,181","(+/-5,117)","180,393","(+/-8,248)","165,466","(+/-6,219)","199,820","(+/-7,308)","177,773","(+/-5,355)","185,272","(+/-6,663)"
Education,"School Enrollment","Nursery school, preschool","8,453","(+/-1,721)","10,713","(+/-1,987)","6,306","(+/-1,316)","10,333","(+/-1,907)","10,940","(+/-2,340)","10,219","(+/-2,280)","10,540","(+/-1,973)","9,247","(+/-1,494)","9,830","(+/-2,566)"
Education,"School Enrollment",Kindergarten,"8,494","(+/-1,581)","11,516","(+/-1,813)","8,672","(+/-1,471)","8,060","(+/-1,407)","8,531","(+/-1,847)","9,890","(+/-1,672)","7,236","(+/-1,608)","10,288","(+/-1,482)","15,102","(+/-2,711)"
Education,"School Enrollment","Elementary school (grades 1-8)","63,861","(+/-2,749)","70,789","(+/-2,442)","74,469","(+/-2,830)","80,056","(+/-2,522)","84,730","(+/-5,273)","74,670","(+/-4,246)","74,810","(+/-3,666)","77,485","(+/-3,842)","78,774","(+/-4,348)"
Education,"School Enrollment","High school (grades 9-12)","36,588","(+/-2,581)","38,178","(+/-2,245)","36,406","(+/-1,674)","47,334","(+/-2,548)","43,130","(+/-3,054)","38,181","(+/-3,295)","40,687","(+/-3,026)","43,165","(+/-3,067)","38,035","(+/-2,857)"
Education,"School Enrollment","College or graduate school","34,769","(+/-3,122)","54,782","(+/-4,163)","38,596","(+/-3,610)","42,398","(+/-3,815)","33,062","(+/-3,515)","32,506","(+/-3,422)","66,547","(+/-5,604)","37,588","(+/-3,046)","43,531","(+/-4,331)"
Education,"Educational Attainment","Population 25 years and over","573,555","(+/-3,301)","559,675","(+/-2,704)","568,363","(+/-2,499)","541,283","(+/-3,844)","552,232","(+/-9,309)","561,009","(+/-7,649)","546,912","(+/-8,556)","540,581","(+/-6,154)","488,357","(+/-5,877)"
Education,"Educational Attainment","Less than 9th grade","25,163","(+/-3,655)","19,916","(+/-3,017)","22,221","(+/-2,761)","25,958","(+/-2,983)","15,241","(+/-2,933)","23,713","(+/-3,405)","18,477","(+/-3,470)","16,350","(+/-2,220)","23,672","(+/-2,852)"
Education,"Educational Attainment","9th to 12th grade, no diploma","42,484","(+/-3,607)","30,161","(+/-3,612)","36,211","(+/-3,573)","34,979","(+/-3,596)","20,543","(+/-3,115)","35,035","(+/-3,440)","26,007","(+/-2,641)","36,790","(+/-3,429)","33,719","(+/-3,885)"
Education,"Educational Attainment","High school graduate (includes equivalency)","206,554","(+/-7,063)","161,037","(+/-6,211)","173,177","(+/-7,127)","190,077","(+/-7,286)","123,093","(+/-7,271)","182,782","(+/-6,525)","154,862","(+/-7,210)","185,574","(+/-6,637)","152,345","(+/-7,536)"
Education,"Educational Attainment","Some college, no degree","112,194","(+/-4,982)","103,310","(+/-5,226)","119,532","(+/-5,362)","104,511","(+/-5,521)","91,952","(+/-5,081)","108,077","(+/-5,613)","99,628","(+/-6,617)","107,494","(+/-6,149)","110,745","(+/-6,633)"
Education,"Educational Attainment","Associate's degree","54,010","(+/-3,745)","49,078","(+/-3,746)","52,513","(+/-3,957)","39,455","(+/-3,509)","42,914","(+/-3,737)","40,406","(+/-3,780)","43,333","(+/-4,234)","38,611","(+/-3,533)","35,451","(+/-4,425)"
Education,"Educational Attainment","Bachelor's degree","81,943","(+/-4,646)","116,358","(+/-4,886)","100,655","(+/-5,537)","94,948","(+/-5,155)","160,394","(+/-6,770)","110,639","(+/-6,230)","119,900","(+/-7,275)","94,622","(+/-4,906)","73,036","(+/-4,722)"
Education,"Educational Attainment","Graduate or professional degree","51,207","(+/-3,761)","79,815","(+/-3,502)","64,054","(+/-4,153)","51,355","(+/-4,154)","98,095","(+/-6,508)","60,357","(+/-4,832)","84,705","(+/-5,045)","61,140","(+/-3,731)","59,389","(+/-4,919)"
Education,"Educational Attainment","Percent high school graduate or higher",88.2,(+/-0.9),91.1,(+/-0.8),89.7,(+/-0.8),88.7,(+/-0.9),93.5,(+/-0.7),89.5,(+/-0.8),91.9,(+/-0.8),90.2,(+/-0.7),88.2,(+/-1.1)
Education,"Educational Attainment","Percent bachelor's degree or higher",23.2,(+/-1.2),35.1,(+/-1.0),29.0,(+/-1.2),27.0,(+/-1.2),46.8,(+/-1.6),30.5,(+/-1.2),37.4,(+/-1.3),28.8,(+/-1.0),27.1,(+/-1.3)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","258,695",G,"306,788",G,"327,550",G,"227,655",G,"301,017",G,"259,629",G,"418,243",G,"278,867",G,"326,610",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",56,J,97,J,660,H,125,G,82,J,417,H,147,G,205,G,2,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",606,G,280,G,210,J,397,H,87,J,757,H,314,H,293,J,80,J
Business,"Paid employees for pay period including March 12",Utilities,450,H,157,G,231,H,734,J,250,J,401,H,533,H,537,H,79,J
Business,"Paid employees for pay period including March 12",Construction,"11,923",G,"17,383",G,"15,319",G,"9,792",G,"13,311",G,"15,170",G,"25,437",G,"11,799",G,"15,523",G
Business,"Paid employees for pay period including March 12",Manufacturing,"47,951",G,"28,823",G,"63,979",G,"50,707",G,"21,330",G,"35,210",G,"32,352",G,"45,708",G,"21,909",G
Business,"Paid employees for pay period including March 12","Wholesale trade","6,680",G,"14,855",G,"9,024",G,"9,823",G,"7,607",G,"13,241",G,"17,054",G,"12,770",G,"24,680",G
Business,"Paid employees for pay period including March 12","Retail trade","42,317",G,"42,138",G,"41,494",G,"34,226",G,"37,357",G,"34,238",G,"38,687",G,"33,989",G,"32,431",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","10,364",H,"13,445",G,"17,659",G,"13,944",G,"16,913",G,"18,957",H,"19,144",G,"12,354",G,"55,358",H
Business,"Paid employees for pay period including March 12",Information,"2,554",H,"5,618",H,"4,276",G,"2,112",G,"8,175",G,"6,996",H,"10,027",G,"2,313",H,"3,312",G
Business,"Paid employees for pay period including March 12","Finance and insurance","7,721",G,"12,794",G,"16,180",G,"7,393",H,"17,656",G,"9,074",G,"23,480",G,"12,272",G,"9,138",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","4,524",G,"4,925",G,"3,213",G,"2,251",G,"4,944",H,"4,802",G,"6,870",G,"4,611",G,"4,541",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","4,870",G,"16,664",G,"20,790",G,"8,784",G,"17,543",G,"8,608",G,"26,491",G,"11,551",G,"10,026",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","3,553",H,"8,415",H,"7,079",G,"7,762",H,"27,239",G,"9,192",H,"12,690",G,"11,170",G,"20,586",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","14,793",G,"36,237",G,"22,745",G,"15,022",G,"25,473",G,"21,013",G,"23,320",G,"17,535",G,"26,421",G
Business,"Paid employees for pay period including March 12","Educational services","3,261",J,"6,223",G,"6,966",G,"3,444",H,"7,961",G,"3,092",G,"20,443",G,"7,034",G,"9,066",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","38,176",G,"45,167",G,"47,443",G,"25,659",G,"47,087",G,"32,362",G,"84,172",G,"51,956",G,"47,734",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","7,495",G,"3,860",G,"3,801",G,"1,573",G,"5,353",G,"4,045",G,"9,437",G,"2,479",G,"3,873",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","41,184",G,"35,668",G,"32,873",G,"25,748",G,"28,886",G,"30,056",G,"52,036",G,"28,456",G,"27,220",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","10,184",G,"13,957",G,"13,595",G,"8,125",G,"13,719",G,"11,968",G,"15,583",G,"11,781",G,"14,578",G
Business,"Paid employees for pay period including March 12","Industries not classified",33,J,82,G,13,J,34,H,44,J,30,J,26,J,54,J,53,H
Business,"Annual payroll ($1,000)","Total for all sectors","12,085,806",G,"16,415,327",G,"17,894,439",G,"10,960,555",G,"19,134,554",G,"13,334,982",G,"28,564,511",G,"15,546,441",G,"19,736,661",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","1,870",H,"2,987",H,"11,800",G,"5,396",G,"3,285",G,"33,042",J,"6,327",H,"10,174",G,215,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","37,735",G,"24,030",G,"12,801",H,"31,214",H,"9,559",H,"53,497",H,"24,782",H,"19,742",H,"3,915",J
Business,"Annual payroll ($1,000)",Utilities,"37,208",G,"10,517",G,"23,184",H,"68,518",J,"26,903",H,"35,845",H,"51,414",H,"41,770",H,"10,545",J
Business,"Annual payroll ($1,000)",Construction,"650,000",G,"1,101,015",G,"1,085,842",G,"614,756",G,"1,025,289",G,"1,005,119",G,"1,790,396",G,"786,394",G,"1,002,265",G
Business,"Annual payroll ($1,000)",Manufacturing,"3,104,376",H,"1,746,441",H,"4,256,882",G,"3,112,683",G,"1,274,077",G,"1,949,303",G,"1,960,711",G,"2,779,136",G,"1,803,399",G
Business,"Annual payroll ($1,000)","Wholesale trade","446,228",G,"1,157,771",G,"658,274",G,"697,681",G,"661,777",G,"1,018,432",G,"1,575,994",G,"901,296",G,"1,721,177",G
Business,"Annual payroll ($1,000)","Retail trade","1,325,584",G,"1,532,899",G,"1,441,870",G,"1,181,057",G,"1,386,983",G,"1,206,406",G,"1,445,005",G,"1,106,331",G,"1,226,609",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","570,292",H,"733,280",G,"1,022,315",G,"742,017",G,"965,774",G,"943,862",H,"842,986",G,"643,179",G,"3,242,110",H
Business,"Annual payroll ($1,000)",Information,"126,138",G,"592,419",H,"231,268",G,"113,699",H,"742,003",G,"422,336",H,"963,225",G,"129,334",G,"203,915",G
Business,"Annual payroll ($1,000)","Finance and insurance","474,593",G,"1,033,532",G,"1,347,596",G,"558,028",H,"1,988,035",G,"678,334",G,"2,726,280",G,"1,591,234",G,"850,020",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","185,568",G,"287,920",G,"201,455",G,"123,142",G,"376,818",H,"293,191",G,"532,169",G,"284,598",G,"263,482",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","280,642",G,"1,567,216",G,"1,817,865",G,"600,550",G,"1,585,762",G,"588,480",G,"2,826,903",G,"1,063,443",G,"741,232",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","326,131",G,"1,027,494",G,"618,697",G,"211,786",G,"2,413,960",G,"1,133,499",H,"1,437,314",G,"1,197,943",H,"2,695,016",H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services","520,261",G,"1,352,262",G,"986,591",G,"546,198",G,"1,462,902",G,"930,332",G,"1,425,742",G,"755,088",G,"1,006,499",G
Business,"Annual payroll ($1,000)","Educational services","87,488",J,"241,988",G,"215,086",G,"98,531",H,"322,293",G,"128,884",G,"1,176,306",G,"248,086",G,"418,268",G
Business,"Annual payroll ($1,000)","Health care and social assistance","2,406,329",G,"2,610,752",G,"2,744,245",G,"1,458,234",G,"3,467,520",G,"1,629,205",G,"6,413,287",H,"3,017,017",G,"3,028,179",G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation","217,518",G,"94,682",G,"100,470",G,"30,831",G,"230,625",G,"119,909",G,"1,219,780",G,"63,365",G,"271,667",H
Business,"Annual payroll ($1,000)","Accommodation and food services","949,765",G,"830,810",G,"684,632",G,"504,560",G,"660,603",G,"706,773",G,"1,499,239",G,"559,888",G,"610,286",G
Business,"Annual payroll ($1,000)","Other services (except public administration)","337,225",G,"465,328",G,"432,818",G,"261,104",G,"528,385",G,"455,176",G,"645,857",G,"345,640",G,"637,466",G
Business,"Annual payroll ($1,000)","Industries not classified",855,H,"1,984",G,748,G,570,G,"2,001",J,"3,357",J,794,H,"2,783",J,396,G
Business,"Total Establishments","Total for all sectors","15,168",X,"17,124",X,"16,543",X,"13,317",X,"17,118",X,"16,009",X,"20,871",X,"16,594",X,"14,204",X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",15,X,19,X,25,X,26,X,23,X,29,X,32,X,51,X,3,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",20,X,19,X,16,X,37,X,10,X,36,X,20,X,15,X,3,X
Business,"Total Establishments",Utilities,22,X,13,X,19,X,28,X,13,X,25,X,29,X,21,X,5,X
Business,"Total Establishments",Construction,"1,231",X,"1,555",X,"1,260",X,"1,254",X,"1,408",X,"1,569",X,"1,800",X,"1,224",X,862,X
Business,"Total Establishments",Manufacturing,682,X,604,X,797,X,675,X,434,X,769,X,717,X,675,X,447,X
Business,"Total Establishments","Wholesale trade",477,X,854,X,702,X,500,X,583,X,753,X,834,X,732,X,949,X
Business,"Total Establishments","Retail trade","2,900",X,"2,573",X,"2,634",X,"2,457",X,"2,263",X,"2,626",X,"2,683",X,"2,747",X,"2,312",X
Business,"Total Establishments","Transportation and warehousing",388,X,553,X,541,X,574,X,531,X,590,X,558,X,548,X,"1,105",X
Business,"Total Establishments",Information,218,X,296,X,292,X,194,X,413,X,323,X,629,X,272,X,233,X
Business,"Total Establishments","Finance and insurance",991,X,"1,116",X,"1,121",X,857,X,"1,345",X,989,X,"1,311",X,"1,408",X,762,X
Business,"Total Establishments","Real estate and rental and leasing",704,X,859,X,722,X,531,X,927,X,788,X,"1,096",X,694,X,663,X
Business,"Total Establishments","Professional, scientific, and technical services",902,X,"1,621",X,"1,373",X,854,X,"1,866",X,"1,226",X,"2,136",X,"1,223",X,959,X
Business,"Total Establishments","Management of companies and enterprises",62,X,133,X,106,X,55,X,186,X,118,X,182,X,235,X,319,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",772,X,996,X,917,X,669,X,"1,048",X,801,X,"1,037",X,837,X,770,X
Business,"Total Establishments","Educational services",110,X,183,X,170,X,109,X,256,X,157,X,246,X,156,X,203,X
Business,"Total Establishments","Health care and social assistance","1,713",X,"2,019",X,"2,006",X,"1,592",X,"2,173",X,"1,645",X,"2,200",X,"2,091",X,"1,500",X
Business,"Total Establishments","Arts, entertainment, and recreation",311,X,273,X,287,X,156,X,453,X,315,X,"1,000",X,241,X,175,X
Business,"Total Establishments","Accommodation and food services","1,961",X,"1,636",X,"1,657",X,"1,378",X,"1,570",X,"1,610",X,"2,309",X,"1,562",X,"1,514",X
Business,"Total Establishments","Other services (except public administration)","1,667",X,"1,791",X,"1,887",X,"1,356",X,"1,594",X,"1,621",X,"2,032",X,"1,838",X,"1,408",X
Business,"Total Establishments","Industries not classified",22,X,11,X,11,X,15,X,22,X,19,X,20,X,24,X,12,X

"Source: 2022 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
